onset	duration	gain	loss	RT	participant_response
4.04	4	16	12	1.249	strongly_accept
9.529	4	38	5	1.043	strongly_accept
16.93	4	40	9	0.937	strongly_accept
26.232	4	20	14	1.249	weakly_accept
34.633	4	40	13	1.773	weakly_accept
40.434	4	10	13	1.667	weakly_reject
47.323	4	24	19	1.771	weakly_reject
53.923	4	34	18	1.877	weakly_accept
61.523	4	10	5	2.186	weakly_reject
67.224	4	14	20	1.561	strongly_reject
72.424	4	22	15	1.873	weakly_reject
78.624	4	38	11	2.291	weakly_accept
87.526	4	16	14	1.562	weakly_reject
97.128	4	32	16	1.461	weakly_accept
102.228	4	14	17	2.188	weakly_reject
111.33	4	34	10	1.563	strongly_accept
116.831	4	36	5	1.147	strongly_accept
125.032	4	22	14	1.248	weakly_accept
130.533	4	32	6	1.251	strongly_accept
136.534	4	12	12	1.562	weakly_accept
141.925	4	26	7	1.043	strongly_accept
147.525	4	24	7	0.834	strongly_accept
155.425	4	32	18	2.084	strongly_reject
161.125	4	10	14	1.876	weakly_reject
170.225	4	40	14	2.292	weakly_reject
176.725	4	14	19	1.458	weakly_reject
182.326	4	34	17	1.353	strongly_accept
189.727	4	10	8	1.25	weakly_accept
197.828	4	18	18	2.293	weakly_accept
207.73	4	26	8	1.042	strongly_accept
215.331	4	36	13	0.936	strongly_accept
225.033	4	10	9	1.564	weakly_reject
230.534	4	30	15	2.081	weakly_accept
236.726	4	22	12	1.353	weakly_accept
241.726	4	14	5	1.458	weakly_reject
246.926	4	26	10	1.874	weakly_accept
253.026	4	38	10	2.918	weakly_accept
258.227	4	32	17	1.147	weakly_accept
264.026	4	28	11	1.459	weakly_accept
270.727	4	32	9	1.25	strongly_accept
277.627	4	18	9	1.666	strongly_accept
282.627	4	12	16	1.458	weakly_reject
290.428	4	22	6	1.874	strongly_accept
299.43	4	36	6	1.04	strongly_accept
305.031	4	14	11	1.77	weakly_reject
312.432	4	40	6	1.148	strongly_accept
320.233	4	36	17	1.147	weakly_accept
326.335	4	40	19	2.081	weakly_accept
332.927	4	12	5	2.08	weakly_reject
340.528	4	32	19	1.456	weakly_accept
349.828	4	28	14	2.499	weakly_accept
357.528	4	16	19	1.872	weakly_reject
363.728	4	20	19	2.288	strongly_reject
371.728	4	36	15	1.456	strongly_accept
377.828	4	28	19	1.145	weakly_accept
386.728	4	30	5	1.039	strongly_accept
393.73	4	28	12	1.354	weakly_reject
399.131	4	20	12	1.25	weakly_accept
404.231	4	22	17	1.769	weakly_reject
410.133	4	18	16	2.082	weakly_reject
415.834	4	24	12	1.044	weakly_reject
424.735	4	22	5	1.144	weakly_accept
432.229	4	30	13	1.979	weakly_accept
441.029	4	24	8	0.939	weakly_accept
