onset	duration	gain	loss	RT	participant_response
4.054	4	38	11	2.912	strongly_accept
9.636	4	10	14	1.145	strongly_reject
16.335	4	38	10	1.351	strongly_reject
23.336	4	40	19	1.354	weakly_reject
29.923	4	16	19	1.039	strongly_reject
39.822	4	36	13	1.352	weakly_reject
49.524	4	10	8	0.938	strongly_accept
55.224	4	36	5	0.936	strongly_accept
60.226	4	22	12	1.25	weakly_reject
66.326	4	18	18	0.936	strongly_reject
74.428	4	24	7	0.937	strongly_accept
80.629	4	10	13	1.042	strongly_reject
89.531	4	14	11	1.04	strongly_reject
97.532	4	14	20	0.936	strongly_reject
106.534	4	16	14	0.937	strongly_reject
115.638	4	12	16	1.041	strongly_reject
123.021	4	14	19	0.936	strongly_reject
129.521	4	24	12	1.455	strongly_reject
137.926	4	34	18	1.248	strongly_reject
143.623	4	14	5	1.352	strongly_accept
152.926	4	18	16	1.04	strongly_reject
160.827	4	28	11	1.457	weakly_accept
166.328	4	14	17	1.143	strongly_reject
172.93	4	32	18	1.141	strongly_reject
178.53	4	20	19	1.042	strongly_reject
186.131	4	26	7	0.936	strongly_accept
195.033	4	26	10	1.248	strongly_accept
200.134	4	32	19	1.249	strongly_reject
207.034	4	40	13	1.665	weakly_accept
214.839	4	32	17	1.561	weakly_reject
223.622	4	30	5	0.933	strongly_accept
229.122	4	12	5	0.832	strongly_accept
236.723	4	36	17	2.393	weakly_reject
241.926	4	36	6	1.143	strongly_accept
247.725	4	40	6	0.83	strongly_accept
253.126	4	18	9	1.25	weakly_accept
258.627	4	30	15	1.663	weakly_reject
266.028	4	34	10	1.663	weakly_reject
271.229	4	12	12	1.04	strongly_reject
276.33	4	10	5	1.351	weakly_accept
282.231	4	24	8	1.559	strongly_accept
291.333	4	34	17	1.456	weakly_reject
296.934	4	22	5	1.249	strongly_accept
306.536	4	32	6	1.144	strongly_accept
312.624	4	22	17	1.352	weakly_reject
318.123	4	24	19	1.035	strongly_reject
324.324	4	10	9	1.144	strongly_reject
332.024	4	22	14	1.039	strongly_reject
338.925	4	28	19	1.664	strongly_reject
347.826	4	30	13	3.326	strongly_reject
352.827	4	36	15	1.247	strongly_reject
360.228	4	38	5	1.041	strongly_accept
368.03	4	28	12	2.082	strongly_reject
375.531	4	20	12	1.873	weakly_reject
381.332	4	22	15	1.352	weakly_reject
390.634	4	32	9	0.939	strongly_accept
396.835	4	22	6	0.937	strongly_accept
402.035	4	26	8	1.041	strongly_accept
408.025	4	32	16	1.767	weakly_reject
414.125	4	28	14	1.661	weakly_reject
421.725	4	20	14	1.56	weakly_reject
427.425	4	40	9	1.04	strongly_accept
432.825	4	40	14	1.766	strongly_reject
441.026	4	16	12	1.663	weakly_reject
