onset	duration	gain	loss	RT	participant_response
4.046	4	6	19	1.751	weakly_reject
9.628	4	10	12	1.546	weakly_reject
19.328	4	16	5	1.853	weakly_accept
29.23	4	12	13	1.545	weakly_reject
34.931	4	16	6	2.266	strongly_accept
40.432	4	17	9	3.398	weakly_accept
46.533	4	19	5	1.443	strongly_accept
54.534	4	7	13	1.336	weakly_reject
60.435	4	7	17	1.646	weakly_reject
65.536	4	17	13	1.546	weakly_accept
70.729	4	11	9	1.544	weakly_reject
77.629	4	17	18	0	NoResp
85.229	4	17	17	1.543	weakly_reject
90.929	4	20	11	1.544	strongly_accept
97.029	4	15	10	3.295	strongly_accept
103.23	4	13	20	1.44	weakly_reject
110.83	4	8	20	2.163	weakly_reject
116.83	4	17	10	1.65	weakly_accept
123.73	4	5	16	1.234	weakly_reject
129.331	4	17	7	2.264	weakly_accept
137.232	4	5	12	1.236	weakly_reject
146.134	4	13	10	1.545	weakly_reject
153.735	4	7	7	1.03	weakly_reject
159.336	4	10	5	1.851	weakly_accept
164.331	4	9	7	2.678	weakly_reject
172.531	4	14	13	2.263	weakly_reject
177.731	4	12	15	1.647	weakly_reject
183.531	4	8	15	1.646	weakly_reject
192.831	4	9	15	1.133	weakly_reject
202.131	4	13	17	1.443	weakly_reject
209.831	4	13	13	1.134	weakly_reject
215.231	4	9	20	1.03	weakly_reject
220.231	4	7	18	1.957	weakly_reject
225.331	4	15	5	2.471	weakly_reject
234.232	4	20	20	1.75	weakly_reject
240.936	4	15	20	1.544	weakly_reject
248.335	4	19	11	2.575	weakly_accept
256.432	4	9	8	1.439	weakly_reject
261.632	4	8	8	1.442	weakly_reject
270.432	4	20	17	1.339	weakly_reject
279.432	4	9	5	1.544	weakly_accept
286.432	4	13	19	1.441	weakly_reject
294.832	4	12	19	1.338	weakly_reject
301.032	4	15	14	1.03	weakly_reject
310.133	4	13	6	2.369	weakly_accept
317.533	4	6	5	1.028	weakly_reject
325.333	4	9	18	1.648	strongly_reject
330.833	4	20	16	2.162	weakly_accept
336.534	4	12	17	2.266	strongly_reject
342.635	4	14	14	1.34	weakly_reject
348.436	4	20	7	1.75	weakly_accept
358.033	4	10	14	3.602	weakly_accept
364.634	4	20	13	1.751	weakly_reject
370.134	4	19	14	1.751	weakly_accept
375.634	4	5	10	1.75	weakly_reject
381.034	4	20	6	1.853	weakly_accept
390.134	4	5	6	1.956	weakly_reject
396.334	4	8	10	1.647	weakly_reject
403.734	4	5	13	1.237	weakly_reject
411.534	4	13	12	2.575	weakly_reject
418.034	4	6	12	1.134	weakly_reject
425.535	4	9	11	1.75	weakly_reject
432.135	4	13	9	1.34	weakly_accept
441.036	4	9	9	3.609	weakly_reject
