onset	duration	gain	loss	RT	participant_response
4.047	4	12	12	1.132	strongly_reject
12.23	4	14	17	1.03	strongly_reject
17.231	4	19	12	0.825	strongly_reject
25.333	4	19	17	0.825	strongly_reject
34.234	4	12	5	1.441	strongly_reject
42.636	4	12	10	0.926	strongly_reject
47.827	4	11	13	0.825	strongly_reject
55.428	4	9	16	0.725	strongly_reject
64.527	4	8	14	0.721	strongly_reject
71.929	4	10	19	0.824	strongly_reject
81.228	4	16	10	0.722	strongly_reject
86.728	4	9	12	0.825	strongly_reject
94.628	4	13	16	0.825	strongly_reject
102.229	4	17	11	1.032	strongly_reject
111.933	4	17	19	1.03	strongly_reject
117.632	4	18	18	0.721	strongly_reject
125.133	4	13	11	0.823	strongly_reject
131.334	4	18	6	1.132	strongly_accept
138.236	4	14	11	0.825	strongly_reject
147.029	4	8	17	1.234	strongly_reject
152.229	4	12	6	0.927	strongly_reject
161.129	4	10	8	0.927	strongly_reject
166.829	4	18	16	1.03	strongly_reject
172.229	4	8	9	0.927	strongly_reject
178.329	4	12	20	0.824	strongly_reject
185.729	4	13	14	0.721	strongly_reject
191.329	4	18	8	1.133	strongly_accept
197.83	4	20	12	1.135	strongly_reject
205.631	4	5	17	0.928	strongly_reject
214.733	4	5	19	0.72	strongly_reject
220.333	4	19	8	1.236	strongly_accept
225.434	4	8	11	0.823	strongly_reject
231.135	4	20	19	1.03	strongly_reject
240.03	4	19	13	1.34	strongly_reject
247.73	4	7	12	0.928	strongly_reject
254.63	4	5	7	0.928	strongly_reject
260.13	4	9	6	1.03	strongly_reject
266.33	4	6	8	0.927	strongly_reject
271.43	4	6	7	0.619	strongly_reject
278.431	4	5	20	0.722	strongly_reject
285.131	4	14	15	0.825	strongly_reject
294.131	4	16	19	0.72	strongly_reject
300.731	4	15	7	1.339	strongly_accept
308.132	4	9	19	1.03	strongly_reject
313.633	4	19	6	1.545	strongly_accept
319.134	4	10	9	0.928	strongly_reject
327.136	4	8	5	0.825	strongly_reject
332.532	4	19	16	0.927	strongly_reject
338.632	4	15	18	0.824	strongly_reject
344.432	4	7	16	1.029	strongly_reject
349.432	4	11	14	0.824	strongly_reject
355.032	4	11	17	0.824	strongly_reject
360.932	4	6	13	0.824	strongly_reject
366.732	4	14	6	0.001	strongly_reject
374.332	4	6	15	0.824	strongly_reject
380.332	4	16	18	0.926	strongly_reject
386.432	4	16	7	1.34	strongly_accept
396.332	4	14	10	0.72	strongly_reject
402.932	4	6	9	0.925	strongly_reject
409.133	4	19	15	0.823	strongly_reject
418.735	4	17	12	0.926	strongly_reject
426.533	4	15	6	1.545	strongly_accept
435.833	4	11	16	0.925	strongly_reject
441.033	4	16	13	1.34	strongly_reject
