onset	duration	gain	loss	RT	participant_response
4.047	4	28	13	1.958	weakly_accept
9.729	4	32	8	1.032	strongly_accept
15.229	4	14	13	1.653	strongly_reject
20.429	4	18	5	2.163	weakly_reject
29.731	4	20	13	2.368	weakly_reject
36.732	4	36	16	2.265	weakly_accept
46.334	4	12	20	1.234	strongly_reject
54.135	4	26	17	1.855	weakly_reject
59.93	4	14	12	1.855	strongly_reject
65.53	4	12	11	1.545	strongly_reject
74.63	4	18	15	1.441	strongly_reject
84.33	4	18	19	1.131	strongly_reject
93.23	4	28	15	2.574	weakly_accept
102.33	4	26	19	2.368	weakly_reject
107.731	4	14	8	1.649	weakly_reject
114.63	4	10	11	1.133	strongly_reject
120.631	4	40	11	1.133	strongly_accept
127.331	4	38	7	1.031	strongly_accept
135.533	4	10	17	1.134	strongly_reject
140.934	4	20	17	1.648	strongly_reject
149.935	4	24	10	2.47	weakly_reject
158.831	4	30	19	2.058	weakly_accept
163.933	4	34	9	1.649	strongly_accept
170.032	4	26	15	2.161	weakly_reject
175.532	4	16	18	1.338	strongly_reject
182.931	4	14	16	1.03	strongly_reject
190.632	4	34	6	1.34	strongly_accept
198.232	4	24	18	1.955	weakly_reject
203.432	4	34	5	1.649	weakly_accept
212.232	4	10	6	2.679	strongly_reject
217.432	4	26	20	1.546	strongly_reject
225.532	4	12	13	1.031	strongly_reject
233.133	4	36	18	1.955	strongly_accept
239.334	4	22	9	2.366	weakly_accept
244.835	4	18	12	1.855	weakly_reject
250.533	4	32	10	3.396	strongly_accept
257.433	4	38	12	2.47	strongly_accept
263.133	4	14	7	2.267	strongly_reject
272.433	4	20	10	2.678	strongly_reject
278.533	4	12	17	1.441	strongly_reject
284.733	4	28	10	2.575	weakly_accept
289.733	4	38	16	3.501	weakly_accept
295.333	4	18	13	1.854	strongly_reject
301.833	4	26	6	2.06	strongly_accept
308.033	4	34	11	1.855	weakly_accept
313.833	4	30	6	2.057	strongly_accept
321.234	4	12	7	1.237	strongly_reject
326.834	4	18	7	1.855	strongly_reject
334.334	4	22	20	1.853	strongly_reject
341.938	4	36	20	2.163	weakly_accept
350.337	4	16	10	2.373	strongly_reject
356.935	4	38	8	1.441	strongly_accept
364.734	4	14	15	1.133	strongly_reject
372.634	4	30	9	3.293	weakly_accept
379.235	4	26	12	2.061	weakly_accept
388.135	4	38	17	2.47	weakly_accept
394.035	4	22	13	3.399	weakly_accept
403.935	4	40	16	1.236	strongly_accept
409.435	4	26	14	1.853	weakly_reject
416.835	4	34	16	1.443	weakly_accept
424.835	4	40	20	0	NoResp
429.835	4	28	6	1.956	weakly_accept
435.936	4	22	7	2.985	weakly_reject
441.036	4	24	5	2.369	weakly_accept
