onset	duration	gain	loss	RT	participant_response
4.045	4	6	19	1.042	strongly_accept
9.628	4	10	12	0.94	strongly_accept
19.328	4	16	5	1.145	strongly_reject
29.228	4	12	13	1.253	strongly_accept
34.928	4	16	6	0.94	strongly_reject
40.429	4	17	9	1.148	strongly_reject
46.53	4	19	5	0.833	strongly_reject
54.531	4	7	13	1.041	strongly_accept
60.433	4	7	17	0.836	strongly_accept
65.533	4	17	13	1.251	strongly_reject
70.734	4	11	9	1.772	weakly_reject
77.629	4	17	18	1.876	weakly_accept
85.229	4	17	17	1.98	weakly_accept
90.929	4	20	11	1.252	strongly_reject
97.029	4	15	10	1.251	strongly_reject
103.229	4	13	20	1.252	strongly_accept
110.829	4	8	20	0.938	strongly_accept
116.829	4	17	10	1.355	strongly_reject
123.729	4	5	16	0.834	strongly_accept
129.329	4	17	7	1.147	strongly_reject
137.23	4	5	12	0.833	strongly_accept
146.131	4	13	10	1.667	strongly_reject
153.732	4	7	7	2.086	weakly_reject
159.333	4	10	5	1.251	strongly_reject
164.334	4	9	7	1.875	strongly_reject
172.53	4	14	13	1.98	weakly_reject
177.73	4	12	15	1.982	strongly_accept
183.53	4	8	15	1.147	strongly_accept
192.83	4	9	15	0.938	strongly_accept
202.13	4	13	17	0.939	strongly_accept
209.831	4	13	13	1.356	weakly_accept
215.231	4	9	20	1.461	strongly_accept
220.231	4	7	18	0.937	strongly_accept
225.331	4	15	5	1.357	strongly_reject
234.231	4	20	20	1.253	weakly_accept
240.931	4	15	20	1.565	strongly_accept
248.332	4	19	11	1.044	strongly_reject
256.433	4	9	8	1.46	weakly_reject
261.634	4	8	8	1.773	weakly_accept
270.432	4	20	17	1.566	strongly_reject
279.432	4	9	5	2.191	strongly_reject
286.432	4	13	19	1.042	strongly_accept
294.832	4	12	19	1.253	strongly_accept
301.032	4	15	14	1.459	weakly_reject
310.132	4	13	6	1.565	strongly_reject
317.532	4	6	5	1.461	weakly_reject
325.332	4	9	18	1.147	strongly_accept
330.832	4	20	16	1.356	strongly_reject
336.533	4	12	17	1.251	strongly_accept
342.633	4	14	14	1.565	weakly_accept
348.433	4	20	7	1.668	strongly_reject
358.035	4	10	14	1.148	strongly_accept
364.636	4	20	13	2.295	strongly_reject
370.133	4	19	14	1.459	strongly_reject
375.633	4	5	10	0.939	strongly_accept
381.033	4	20	6	1.355	strongly_reject
390.133	4	5	6	1.668	strongly_accept
396.333	4	8	10	1.564	strongly_accept
403.733	4	5	13	1.146	strongly_accept
411.534	4	13	12	1.98	weakly_reject
418.034	4	6	12	1.147	strongly_accept
425.534	4	9	11	1.564	strongly_accept
432.134	4	13	9	1.459	strongly_reject
441.034	4	9	9	2.087	weakly_accept
