onset	duration	gain	loss	RT	participant_response
4.078	4	28	13	1.142	strongly_accept
9.727	4	32	8	0.832	strongly_accept
15.229	4	14	13	0.934	strongly_reject
20.429	4	18	5	1.04	strongly_accept
29.731	4	20	13	1.977	weakly_accept
36.732	4	36	16	1.037	strongly_accept
46.334	4	12	20	1.144	strongly_reject
54.135	4	26	17	1.661	weakly_reject
59.928	4	14	12	1.144	strongly_reject
65.529	4	12	11	1.04	strongly_reject
74.629	4	18	15	1.556	strongly_reject
84.329	4	18	19	1.457	strongly_reject
93.229	4	28	15	2.184	strongly_accept
102.329	4	26	19	1.974	weakly_reject
107.729	4	14	8	1.348	weakly_reject
114.629	4	10	11	1.145	strongly_reject
120.63	4	40	11	1.146	strongly_accept
127.331	4	38	7	0.934	strongly_accept
135.533	4	10	17	1.352	strongly_reject
140.935	4	20	17	2.079	strongly_reject
149.935	4	24	10	1.457	strongly_accept
158.83	4	30	19	2.078	weakly_accept
163.93	4	34	9	1.143	strongly_accept
170.03	4	26	15	1.767	weakly_accept
175.53	4	16	18	1.352	strongly_reject
182.934	4	14	16	1.142	strongly_reject
190.631	4	34	6	0.934	strongly_accept
198.231	4	24	18	1.664	weakly_accept
203.43	4	34	5	1.145	strongly_accept
212.231	4	10	6	1.977	strongly_accept
217.431	4	26	20	1.351	weakly_accept
225.532	4	12	13	1.249	strongly_reject
233.134	4	36	18	1.041	strongly_accept
239.335	4	22	9	1.145	strongly_accept
244.835	4	18	12	2.079	weakly_accept
250.531	4	32	10	0.935	strongly_accept
257.432	4	38	12	1.041	strongly_accept
263.131	4	14	7	1.144	strongly_accept
272.431	4	20	10	1.353	strongly_accept
278.532	4	12	17	1.247	strongly_reject
284.732	4	28	10	0.935	strongly_accept
289.732	4	38	16	1.457	strongly_accept
295.332	4	18	13	1.559	strongly_reject
301.832	4	26	6	1.248	strongly_accept
308.032	4	34	11	1.248	strongly_accept
313.832	4	30	6	1.35	strongly_accept
321.232	4	12	7	1.559	strongly_accept
326.833	4	18	7	1.247	strongly_accept
334.334	4	22	20	1.454	strongly_reject
341.936	4	36	20	1.974	weakly_accept
350.333	4	16	10	2.392	weakly_accept
356.933	4	38	8	1.663	strongly_accept
364.733	4	14	15	1.351	strongly_reject
372.633	4	30	9	0.933	strongly_accept
379.233	4	26	12	0.936	strongly_accept
388.133	4	38	17	1.248	strongly_accept
394.034	4	22	13	1.351	strongly_accept
403.934	4	40	16	1.867	strongly_accept
409.434	4	26	14	2.907	weakly_accept
416.834	4	34	16	1.456	strongly_accept
424.834	4	40	20	1.142	strongly_accept
429.834	4	28	6	1.145	strongly_accept
435.936	4	22	7	1.145	strongly_accept
441.037	4	24	5	1.766	strongly_accept
