onset	duration	gain	loss	RT	participant_response
4.061	4	10	17	1.223	strongly_reject
9.427	4	30	19	1.334	strongly_accept
15.028	4	26	15	1.13	strongly_accept
20.929	4	18	19	0.923	strongly_accept
26.13	4	34	11	1.537	strongly_accept
33.532	4	26	20	1.433	strongly_accept
41.133	4	36	20	1.128	strongly_accept
46.834	4	38	12	1.026	strongly_accept
52.635	4	24	5	0.823	strongly_accept
60.727	4	26	19	1.029	strongly_accept
66.227	4	34	16	1.64	strongly_accept
71.427	4	38	8	1.337	strongly_accept
79.327	4	38	7	0.924	strongly_accept
84.427	4	30	9	0.821	strongly_accept
92.127	4	14	15	1.746	weakly_reject
99.527	4	34	6	0.923	strongly_accept
104.527	4	18	7	1.232	strongly_accept
109.528	4	24	18	1.03	strongly_accept
115.129	4	40	11	1.642	strongly_accept
124.031	4	12	11	1.637	weakly_accept
131.032	4	18	12	1.027	strongly_accept
139.934	4	16	18	1.642	weakly_reject
147.535	4	14	13	2.051	strongly_accept
154.428	4	30	6	1.331	strongly_accept
160.628	4	20	13	1.639	strongly_accept
169.93	4	38	16	1.026	strongly_accept
175.628	4	40	16	0.925	strongly_accept
182.329	4	14	8	1.129	strongly_accept
187.729	4	38	17	1.335	strongly_accept
193.229	4	22	20	1.131	weakly_accept
200.129	4	12	17	1.747	strongly_reject
205.829	4	10	6	1.645	strongly_accept
212.43	4	14	7	2.057	strongly_accept
219.831	4	26	17	0.925	strongly_accept
225.632	4	34	5	1.333	strongly_accept
230.733	4	40	20	1.03	strongly_accept
238.534	4	28	10	1.027	strongly_accept
246.736	4	12	7	1.437	strongly_accept
255.53	4	32	8	0.923	strongly_accept
264.53	4	10	11	1.427	weakly_reject
272.93	4	20	17	1.325	strongly_accept
279.03	4	22	9	1.428	strongly_accept
288.13	4	26	6	0.824	strongly_accept
295.63	4	28	15	1.545	strongly_accept
301.13	4	14	12	2.061	weakly_accept
307.33	4	18	13	1.236	strongly_accept
313.531	4	18	15	1.342	strongly_accept
319.132	4	18	5	0.926	strongly_accept
325.733	4	26	14	0.927	strongly_accept
331.834	4	28	6	0.824	strongly_accept
337.335	4	22	13	1.339	strongly_accept
345.131	4	34	9	1.134	strongly_accept
354.831	4	24	10	1.339	strongly_accept
361.331	4	16	10	1.031	strongly_accept
370.431	4	20	10	1.03	strongly_accept
380.331	4	28	13	0.927	strongly_accept
389.232	4	26	12	1.031	strongly_accept
394.432	4	12	20	1.444	strongly_reject
402.432	4	12	13	1.649	weakly_reject
408.432	4	22	7	0.825	strongly_accept
417.733	4	36	18	0.824	strongly_accept
423.834	4	36	16	0.823	strongly_accept
431.435	4	14	16	1.34	weakly_reject
441.032	4	32	10	0.825	strongly_accept
