onset	duration	gain	loss	RT	participant_response
4.027	4	15	6	1.252	strongly_accept
10.927	4	8	5	1.146	strongly_accept
16.428	4	18	18	1.461	weakly_accept
21.829	4	19	8	0.938	strongly_accept
27.53	4	6	7	1.146	weakly_reject
34.431	4	17	11	1.459	strongly_accept
43.533	4	17	12	0.938	strongly_accept
51.934	4	16	7	0.834	strongly_accept
60.825	4	5	17	1.769	strongly_reject
70.125	4	10	19	1.46	strongly_reject
80.025	4	13	16	1.562	strongly_reject
85.825	4	6	13	1.041	strongly_reject
90.826	4	5	19	1.145	strongly_reject
98.526	4	8	14	1.773	strongly_reject
103.627	4	10	8	1.355	strongly_accept
109.228	4	6	9	1.355	strongly_reject
116.829	4	18	6	0.939	strongly_accept
122.33	4	8	11	1.039	strongly_reject
131.131	4	12	6	1.146	strongly_accept
139.233	4	5	7	1.458	strongly_reject
146.734	4	16	18	2.294	strongly_reject
155.827	4	18	16	1.669	strongly_reject
162.527	4	11	17	2.711	strongly_reject
168.427	4	11	14	2.71	strongly_reject
177.727	4	9	6	1.355	strongly_accept
185.127	4	19	12	1.876	strongly_accept
190.727	4	15	7	1.042	strongly_accept
196.827	4	19	17	0.832	strongly_accept
205.828	4	14	11	1.25	strongly_accept
213.429	4	16	13	1.459	strongly_accept
218.83	4	6	8	1.565	strongly_reject
228.432	4	13	11	1.147	strongly_accept
233.533	4	11	16	1.042	strongly_reject
239.234	4	7	16	1.562	strongly_reject
244.435	4	12	20	1.354	strongly_reject
249.428	4	7	12	1.252	strongly_reject
255.228	4	14	10	1.149	strongly_reject
263.428	4	19	16	1.252	strongly_accept
268.628	4	9	12	1.356	strongly_reject
273.828	4	19	13	1.356	strongly_accept
280.028	4	19	6	2.085	strongly_accept
287.028	4	5	20	1.356	strongly_reject
294.829	4	12	12	1.353	weakly_accept
302.229	4	15	18	1.981	strongly_reject
307.829	4	17	19	3.024	strongly_reject
316.731	4	11	13	1.04	strongly_reject
324.132	4	12	5	1.253	strongly_accept
333.034	4	14	15	1.25	strongly_reject
339.135	4	14	17	2.084	strongly_reject
347.036	4	12	10	1.356	strongly_accept
353.13	4	19	15	0.938	strongly_accept
359.13	4	13	14	1.873	strongly_reject
365.73	4	18	8	1.146	strongly_accept
371.93	4	16	19	1.562	strongly_reject
379.53	4	10	9	2.814	strongly_accept
389.23	4	8	9	1.564	strongly_reject
394.73	4	9	19	1.665	strongly_accept
400.23	4	14	6	1.566	strongly_accept
408.23	4	20	19	1.25	strongly_accept
414.831	4	9	16	1.355	strongly_reject
420.532	4	6	15	1.148	strongly_reject
427.034	4	8	17	0.939	strongly_reject
433.235	4	20	12	1.46	strongly_accept
441.036	4	16	10	1.147	strongly_accept
