onset	duration	gain	loss	RT	participant_response
4.043	4	16	12	2.183	weakly_reject
9.525	4	38	5	1.141	strongly_accept
16.926	4	40	9	1.041	strongly_accept
26.226	4	20	14	2.185	weakly_reject
34.627	4	40	13	1.246	strongly_accept
40.428	4	10	13	1.25	strongly_reject
47.329	4	24	19	1.663	weakly_reject
53.93	4	34	18	1.767	strongly_accept
61.532	4	10	5	2.914	weakly_reject
67.233	4	14	20	1.039	strongly_reject
72.434	4	22	15	2.077	weakly_reject
78.635	4	38	11	1.247	strongly_accept
87.527	4	16	14	2.184	weakly_reject
97.127	4	32	16	1.873	strongly_accept
102.227	4	14	17	1.041	strongly_reject
111.327	4	34	10	1.144	strongly_accept
116.828	4	36	5	1.244	strongly_accept
125.027	4	22	14	2.182	weakly_reject
130.527	4	32	6	1.142	strongly_accept
136.529	4	12	12	1.146	strongly_reject
141.932	4	26	7	2.08	strongly_accept
147.53	4	24	7	1.249	strongly_accept
155.432	4	32	18	0	NoResp
161.133	4	10	14	1.041	strongly_reject
170.234	4	40	14	1.77	strongly_accept
176.735	4	14	19	1.143	strongly_reject
182.337	4	34	17	1.456	strongly_accept
189.728	4	10	8	3.425	weakly_reject
197.829	4	18	18	0.935	strongly_reject
207.729	4	26	8	1.976	strongly_accept
215.329	4	36	13	1.872	strongly_accept
225.029	4	10	9	1.768	weakly_reject
230.529	4	30	15	1.665	strongly_accept
236.729	4	22	12	2.08	weakly_accept
241.73	4	14	5	1.559	weakly_accept
246.934	4	26	10	1.143	strongly_accept
253.032	4	38	10	0.938	strongly_accept
258.233	4	32	17	1.249	strongly_accept
264.034	4	28	11	0.936	strongly_accept
270.735	4	32	9	1.873	strongly_accept
277.63	4	18	9	1.25	weakly_accept
282.63	4	12	16	2.08	strongly_reject
290.43	4	22	6	2.91	weakly_accept
299.43	4	36	6	1.039	strongly_accept
305.03	4	14	11	1.665	weakly_reject
312.431	4	40	6	0.937	strongly_accept
320.231	4	36	17	1.766	strongly_accept
326.331	4	40	19	1.04	strongly_accept
332.934	4	12	5	1.769	weakly_reject
340.531	4	32	19	1.767	weakly_accept
349.832	4	28	14	1.558	weakly_accept
357.534	4	16	19	0.935	strongly_reject
363.735	4	20	19	1.872	weakly_reject
371.736	4	36	15	1.041	strongly_accept
377.832	4	28	19	2.184	weakly_accept
386.731	4	30	5	0.831	strongly_accept
393.732	4	28	12	1.977	strongly_accept
399.131	4	20	12	0.935	strongly_accept
404.232	4	22	17	1.248	weakly_reject
410.132	4	18	16	1.247	weakly_reject
415.832	4	24	12	2.184	weakly_accept
424.732	4	22	5	1.665	strongly_accept
432.232	4	30	13	1.249	strongly_accept
441.032	4	24	8	0.936	strongly_accept
