onset	duration	gain	loss	RT	participant_response
4.049	4	13	12	1.238	weakly_accept
9.631	4	15	14	0.928	weakly_accept
17.732	4	8	10	1.749	weakly_reject
25.532	4	13	13	1.237	weakly_accept
32.032	4	17	13	1.235	weakly_accept
39.732	4	14	13	0.928	weakly_accept
46.733	4	6	19	1.03	weakly_reject
53.635	4	17	18	2.575	weakly_reject
59.836	4	20	13	2.164	strongly_accept
65.632	4	20	16	2.471	weakly_accept
72.533	4	15	20	2.267	weakly_reject
77.633	4	13	17	1.445	weakly_reject
82.833	4	14	14	1.132	weakly_accept
88.033	4	20	17	2.059	weakly_accept
93.133	4	5	6	1.852	weakly_reject
102.733	4	9	9	1.031	weakly_accept
111.833	4	9	18	1.854	strongly_reject
119.233	4	10	5	1.647	strongly_accept
126.733	4	17	10	1.233	strongly_accept
132.134	4	19	5	0.926	strongly_accept
137.334	4	6	12	2.162	strongly_reject
143.034	4	10	12	1.852	weakly_reject
150.635	4	8	15	1.444	strongly_reject
158.536	4	20	6	1.339	strongly_accept
166.734	4	7	17	1.442	strongly_reject
172.934	4	13	19	1.956	strongly_reject
180.534	4	12	13	1.855	weakly_reject
189.434	4	12	19	2.367	weakly_reject
198.335	4	16	5	1.237	strongly_accept
204.934	4	20	7	1.237	strongly_accept
209.935	4	11	9	1.236	weakly_accept
216.635	4	5	10	1.957	strongly_reject
222.735	4	7	13	2.779	weakly_reject
232.035	4	19	14	1.443	weakly_accept
237.635	4	17	9	1.853	strongly_accept
246.735	4	19	11	2.265	weakly_accept
256.437	4	5	13	2.369	strongly_reject
262.538	4	16	6	1.442	strongly_accept
269.936	4	13	10	1.031	weakly_accept
278.936	4	13	9	1.03	weakly_accept
284.536	4	9	5	1.442	weakly_accept
291.936	4	9	8	1.751	weakly_accept
297.336	4	9	7	1.544	weakly_accept
306.636	4	17	7	1.237	strongly_accept
312.636	4	5	16	1.542	strongly_reject
320.432	4	17	17	1.34	weakly_accept
328.033	4	5	12	1.339	strongly_reject
336.437	4	13	20	1.75	strongly_reject
346.337	4	9	15	2.164	weakly_reject
352.921	4	9	20	2.371	strongly_reject
359.022	4	13	6	1.645	strongly_accept
364.723	4	15	5	1.749	strongly_accept
370.424	4	12	15	1.854	weakly_reject
375.424	4	7	18	1.443	strongly_reject
384.226	4	7	7	0.928	weakly_accept
393.128	4	20	20	1.031	weakly_accept
398.628	4	8	20	1.853	strongly_reject
404.83	4	9	11	3.912	weakly_reject
410.331	4	8	8	1.134	weakly_accept
416.132	4	15	10	1.443	weakly_accept
422.033	4	6	5	1.338	weakly_accept
427.534	4	12	17	2.37	weakly_reject
433.035	4	10	14	2.472	weakly_reject
441.039	4	20	11	2.163	strongly_accept
