onset	duration	gain	loss	RT	participant_response
4.028	4	40	5	1.983	strongly_accept
10.928	4	38	18	1.459	weakly_accept
16.529	4	22	16	1.981	weakly_reject
25.331	4	18	6	1.668	weakly_accept
34.432	4	34	7	1.356	strongly_accept
40.633	4	20	6	1.46	strongly_accept
45.834	4	12	18	1.561	strongly_reject
52.727	4	12	14	1.146	strongly_reject
58.827	4	32	11	1.878	weakly_accept
68.127	4	34	20	2.817	weakly_reject
73.827	4	18	17	1.772	strongly_reject
81.627	4	26	18	3.024	weakly_accept
87.128	4	24	11	2.292	weakly_accept
92.127	4	20	18	1.353	strongly_reject
101.828	4	26	5	2.918	strongly_accept
109.429	4	10	19	1.252	strongly_reject
115.03	4	24	20	1.668	strongly_reject
121.531	4	30	7	1.253	strongly_accept
127.532	4	18	8	1.878	strongly_accept
133.733	4	24	16	2.085	strongly_reject
142.135	4	36	11	1.355	strongly_accept
151.029	4	40	15	1.148	strongly_accept
160.129	4	28	18	1.669	weakly_accept
165.629	4	28	16	1.146	weakly_accept
174.529	4	30	12	1.982	strongly_accept
180.029	4	26	11	1.564	strongly_accept
187.829	4	34	15	1.878	weakly_accept
195.429	4	10	16	1.252	strongly_reject
204.729	4	30	11	1.669	strongly_accept
210.83	4	20	11	2.085	weakly_accept
218.431	4	40	17	2.293	strongly_accept
225.833	4	16	7	2.502	weakly_reject
232.534	4	34	12	2.294	weakly_accept
238.035	4	26	13	2.191	weakly_accept
246.13	4	14	10	1.565	strongly_reject
251.93	4	32	7	1.46	strongly_accept
258.53	4	24	15	2.189	strongly_reject
265.13	4	40	10	1.044	strongly_reject
270.33	4	20	16	1.668	strongly_reject
275.73	4	38	13	1.353	weakly_accept
281.531	4	28	7	1.251	strongly_accept
288.53	4	36	9	1.668	strongly_accept
296.431	4	18	11	2.082	weakly_accept
302.131	4	14	18	1.251	strongly_reject
309.631	4	30	16	1.771	weakly_accept
315.332	4	24	6	1.875	strongly_accept
320.433	4	12	15	1.253	strongly_reject
330.034	4	10	12	1.149	strongly_reject
339.931	4	16	11	2.086	weakly_reject
346.131	4	30	20	2.295	weakly_accept
354.331	4	36	14	2.086	weakly_accept
360.432	4	12	8	2.4	strongly_reject
369.332	4	22	18	1.044	strongly_reject
375.232	4	36	19	1.667	weakly_accept
383.232	4	40	8	1.979	strongly_accept
388.432	4	30	18	1.671	weakly_reject
393.832	4	16	20	1.045	strongly_reject
402.832	4	32	15	0	NoResp
408.432	4	16	9	1.669	strongly_accept
413.532	4	16	8	1.565	weakly_accept
420.933	4	40	7	1.356	strongly_accept
428.335	4	18	10	1.354	weakly_accept
433.336	4	12	6	1.148	strongly_reject
441.037	4	16	15	1.148	strongly_reject
