onset	duration	gain	loss	RT	participant_response
4.049	4	7	10	1.855	strongly_reject
11.436	4	10	10	1.237	weakly_accept
17.436	4	19	20	2.164	weakly_accept
22.636	4	18	15	2.162	strongly_reject
31.72	4	10	17	1.957	strongly_reject
37.62	4	8	6	1.854	weakly_accept
43.122	4	7	6	1.545	weakly_accept
50.924	4	20	5	2.369	strongly_accept
59.924	4	6	11	1.853	strongly_reject
65.425	4	7	20	2.164	strongly_reject
70.827	4	18	11	1.442	strongly_accept
76.427	4	11	10	2.679	weakly_accept
82.128	4	10	16	1.648	strongly_reject
87.229	4	19	19	2.061	weakly_accept
92.93	4	15	16	2.371	strongly_reject
99.831	4	13	18	1.853	strongly_reject
105.032	4	8	19	2.37	strongly_accept
111.934	4	16	15	2.678	strongly_accept
121.238	4	15	19	2.782	strongly_reject
126.221	4	10	11	2.886	strongly_reject
134.021	4	6	18	1.34	strongly_reject
142.925	4	18	9	1.443	strongly_accept
150.324	4	14	16	3.193	strongly_reject
155.926	4	18	19	2.883	strongly_reject
163.526	4	9	13	1.645	strongly_reject
168.727	4	10	20	2.372	strongly_reject
173.828	4	16	12	2.162	strongly_reject
182.729	4	18	10	1.649	strongly_reject
192.431	4	7	19	2.265	strongly_reject
198.232	4	8	16	1.238	strongly_reject
204.433	4	10	6	1.958	strongly_reject
212.535	4	7	14	1.855	strongly_reject
218.636	4	15	17	1.959	strongly_reject
226.222	4	17	14	3.503	strongly_accept
234.223	4	15	12	2.06	strongly_accept
242.123	4	15	13	2.058	strongly_accept
249.824	4	17	5	1.853	strongly_accept
256.426	4	19	7	1.443	strongly_accept
264.627	4	12	7	1.34	strongly_accept
274.529	4	16	11	1.545	strongly_accept
281.03	4	16	20	2.265	strongly_reject
289.932	4	20	14	2.573	strongly_accept
296.133	4	7	8	2.473	strongly_reject
305.734	4	12	14	2.472	strongly_reject
311.136	4	15	8	1.545	strongly_accept
317.824	4	9	10	1.647	strongly_reject
325.424	4	6	16	2.266	strongly_reject
330.425	4	8	12	2.678	strongly_reject
336.624	4	10	15	2.061	strongly_reject
345.425	4	13	7	2.061	strongly_accept
354.726	4	18	17	1.34	strongly_accept
360.227	4	18	14	1.337	strongly_accept
365.929	4	11	18	1.751	strongly_reject
371.529	4	5	15	1.854	strongly_reject
377.33	4	14	8	1.341	strongly_accept
384.832	4	5	9	2.987	strongly_reject
391.833	4	17	6	1.029	strongly_accept
397.935	4	11	8	2.472	weakly_accept
404.535	4	12	18	1.957	strongly_reject
413.626	4	16	9	2.267	strongly_accept
421.025	4	16	8	1.958	strongly_accept
426.525	4	20	10	1.235	strongly_accept
434.926	4	11	7	1.545	strongly_accept
441.026	4	6	6	1.955	weakly_accept
