onset	duration	gain	loss	RT	participant_response
4.049	4	11	11	2.057	weakly_reject
10.231	4	17	16	1.648	weakly_reject
19.933	4	18	12	1.749	strongly_accept
27.634	4	20	15	1.751	strongly_accept
33.335	4	17	8	1.132	strongly_accept
40.924	4	15	15	1.747	weakly_reject
50.224	4	6	17	1.753	strongly_reject
59.124	4	5	14	1.234	strongly_reject
66.625	4	19	18	2.679	weakly_reject
72.125	4	16	17	2.057	weakly_reject
77.226	4	12	9	2.057	strongly_accept
83.227	4	10	18	2.266	strongly_reject
91.029	4	10	13	3.396	weakly_accept
98.63	4	11	5	2.78	strongly_accept
105.531	4	7	15	1.339	strongly_reject
113.533	4	11	15	1.339	weakly_reject
122.534	4	18	5	1.235	strongly_accept
128.635	4	17	15	3.597	weakly_accept
135.626	4	20	18	2.161	weakly_accept
141.726	4	9	17	1.443	strongly_reject
147.326	4	14	7	1.132	strongly_accept
153.026	4	18	7	0.823	strongly_accept
160.626	4	5	5	1.75	weakly_accept
166.126	4	6	10	2.47	strongly_reject
174.327	4	14	5	1.544	strongly_accept
179.728	4	17	20	3.296	weakly_reject
185.529	4	19	10	1.03	strongly_accept
193.43	4	16	16	0	NoResp
202.231	4	11	6	0.927	strongly_accept
210.033	4	14	9	0.72	strongly_accept
216.534	4	13	8	0.927	strongly_accept
226.436	4	9	14	1.852	weakly_reject
231.627	4	14	18	2.88	strongly_reject
240.527	4	5	8	3.707	weakly_reject
249.627	4	12	8	2.262	strongly_accept
258.527	4	5	18	1.236	strongly_reject
263.927	4	7	9	1.237	weakly_reject
269.828	4	7	5	1.34	strongly_accept
278.228	4	6	14	1.236	strongly_reject
283.429	4	11	19	1.03	strongly_reject
289.63	4	16	14	1.958	weakly_accept
297.732	4	13	15	2.263	weakly_reject
302.833	4	11	20	1.132	strongly_reject
310.234	4	14	19	1.545	strongly_reject
319.536	4	20	8	0.926	strongly_accept
326.129	4	14	20	1.955	strongly_reject
332.229	4	12	11	1.96	weakly_reject
337.829	4	18	13	0.823	strongly_accept
347.429	4	8	18	1.443	strongly_reject
354.829	4	8	13	1.029	strongly_reject
360.329	4	15	11	2.057	weakly_accept
366.529	4	10	7	0.824	strongly_accept
371.529	4	5	11	2.262	strongly_reject
376.729	4	12	16	2.059	weakly_reject
383.33	4	7	11	2.058	weakly_reject
389.131	4	6	20	1.34	strongly_reject
395.832	4	18	20	2.78	weakly_reject
401.533	4	20	9	1.236	strongly_accept
407.035	4	8	7	1.133	strongly_accept
412.635	4	19	9	1.233	strongly_accept
421.73	4	13	5	1.029	strongly_accept
428.63	4	15	9	1.035	strongly_accept
433.63	4	14	12	0.929	strongly_accept
441.03	4	11	12	1.957	strongly_accept
