onset	duration	gain	loss	RT	participant_response
4.043	4	14	14	2.184	strongly_reject
10.227	4	26	9	2.293	weakly_accept
16.728	4	20	8	1.979	strongly_accept
23.629	4	30	14	2.292	strongly_accept
32.431	4	22	8	1.978	strongly_accept
37.932	4	16	5	1.564	weakly_accept
45.533	4	30	8	1.461	strongly_accept
54.538	4	30	10	1.665	strongly_accept
61.921	4	12	19	2.503	strongly_reject
67.621	4	12	10	1.563	strongly_reject
72.622	4	28	20	2.604	strongly_reject
81.923	4	10	20	1.877	strongly_reject
87.124	4	16	16	1.564	strongly_reject
94.825	4	10	10	1.459	weakly_reject
100.826	4	28	8	3.016	weakly_accept
107.727	4	32	20	1.459	strongly_reject
112.728	4	18	14	2.083	strongly_reject
121.63	4	10	18	2.189	strongly_reject
128.231	4	36	12	2.499	weakly_accept
133.732	4	28	5	2.397	strongly_accept
139.933	4	36	7	1.251	strongly_accept
145.834	4	38	20	2.811	weakly_reject
151.335	4	12	9	1.876	strongly_reject
157.123	4	18	20	2.503	strongly_reject
166.023	4	34	8	1.668	strongly_accept
172.123	4	14	6	1.878	strongly_reject
180.523	4	32	5	1.564	strongly_accept
187.525	4	32	12	1.667	weakly_accept
192.926	4	22	11	0	NoResp
201.027	4	36	10	1.566	strongly_accept
207.228	4	24	17	2.398	strongly_reject
216.33	4	32	14	3.643	weakly_accept
224.231	4	10	15	2.082	strongly_reject
234.133	4	16	6	2.605	weakly_accept
242.334	4	20	7	2.295	weakly_accept
252.024	4	32	13	0	NoResp
257.424	4	20	20	2.918	weakly_reject
266.324	4	20	5	2.085	weakly_accept
273.724	4	28	9	1.563	weakly_accept
279.224	4	16	13	3.33	strongly_reject
285.325	4	26	16	3.646	weakly_reject
291.426	4	38	9	1.667	strongly_accept
296.527	4	36	8	1.668	strongly_accept
302.228	4	24	14	3.438	weakly_accept
309.629	4	38	19	2.396	weakly_reject
315.23	4	28	17	3.544	weakly_reject
322.832	4	30	17	3.227	weakly_reject
328.533	4	40	12	2.605	weakly_accept
336.034	4	22	10	2.19	weakly_accept
341.235	4	22	19	3.336	strongly_reject
348.826	4	34	13	1.873	weakly_accept
356.826	4	16	17	1.667	strongly_reject
364.626	4	38	6	1.457	strongly_accept
371.326	4	38	15	3.858	weakly_accept
376.426	4	34	19	2.814	strongly_reject
382.226	4	38	14	1.769	strongly_reject
388.827	4	24	13	2.19	weakly_accept
396.628	4	10	7	2.812	strongly_reject
405.93	4	24	9	2.712	weakly_reject
411.531	4	20	9	1.355	weakly_reject
416.732	4	14	9	3.127	strongly_reject
422.332	4	40	18	3.022	strongly_reject
431.934	4	34	14	2.293	weakly_accept
441.027	4	20	15	2.086	strongly_reject
