onset	duration	gain	loss	RT	participant_response
4.048	4	18	19	1.03	strongly_reject
10.231	4	7	20	0.722	strongly_reject
18.633	4	10	17	0.721	strongly_reject
26.634	4	18	11	1.031	strongly_reject
32.435	4	16	15	0.619	strongly_reject
38.131	4	9	13	0.721	strongly_reject
45.131	4	17	6	0.823	strongly_reject
53.031	4	7	19	1.135	strongly_reject
60.431	4	18	10	0.928	strongly_reject
69.331	4	10	10	0.824	strongly_reject
76.831	4	11	7	1.031	strongly_reject
81.831	4	18	14	1.03	strongly_reject
88.532	4	8	16	0.722	strongly_reject
97.632	4	6	11	0.928	strongly_reject
103.832	4	16	8	1.237	strongly_accept
112.733	4	12	14	0.825	strongly_reject
122.034	4	12	7	0.927	strongly_reject
127.535	4	16	9	1.031	strongly_accept
136.532	4	13	7	0.824	strongly_reject
144.332	4	8	12	0.618	strongly_reject
154.233	4	11	8	0.825	strongly_reject
159.936	4	18	15	0.927	strongly_reject
167.533	4	6	6	0.721	strongly_reject
174.433	4	8	6	0.618	strongly_reject
183.333	4	15	17	0.825	strongly_reject
193.033	4	14	8	0.823	strongly_reject
198.433	4	5	9	0.721	strongly_reject
204.033	4	10	15	0.721	strongly_reject
209.434	4	9	10	0.722	strongly_reject
217.034	4	20	10	1.031	strongly_accept
222.535	4	15	13	1.031	strongly_reject
228.736	4	19	19	0.926	strongly_reject
236.834	4	10	11	0.719	strongly_reject
244.234	4	18	17	0.722	strongly_reject
250.834	4	11	18	0.619	strongly_reject
255.937	4	15	8	1.237	strongly_reject
264.734	4	8	19	1.03	strongly_reject
269.937	4	13	18	0.823	strongly_reject
278.135	4	7	6	0.722	strongly_reject
284.035	4	7	14	0.618	strongly_reject
289.635	4	20	5	0.722	strongly_accept
298.734	4	15	19	0.826	strongly_reject
303.936	4	10	20	1.236	strongly_reject
311.635	4	18	9	0.825	strongly_accept
316.835	4	17	5	0.925	strongly_accept
322.939	4	16	12	0.928	strongly_reject
329.538	4	11	10	0.722	strongly_reject
335.338	4	19	7	0.618	strongly_accept
340.335	4	16	11	0.825	strongly_reject
345.436	4	7	10	0.722	strongly_reject
354.736	4	14	16	0.722	strongly_reject
360.236	4	19	20	0.719	strongly_reject
367.836	4	6	16	0.722	strongly_reject
377.436	4	10	16	0.721	strongly_reject
383.536	4	10	6	0.824	strongly_reject
389.636	4	15	12	0.824	strongly_reject
395.333	4	12	18	0.619	strongly_reject
402.236	4	16	20	0.722	strongly_reject
407.836	4	6	18	0.825	strongly_reject
413.337	4	15	16	0.824	strongly_reject
419.32	4	7	8	0.721	strongly_reject
425.821	4	5	15	0.926	strongly_reject
433.622	4	20	14	0.722	strongly_reject
441.024	4	17	14	0.827	strongly_reject
