onset	duration	gain	loss	RT	participant_response
4.033	4	12	19	1.252	strongly_reject
12.933	4	7	13	1.561	strongly_reject
21.133	4	13	19	1.875	strongly_reject
27.333	4	19	14	2.815	weakly_reject
33.133	4	15	5	1.46	strongly_accept
38.334	4	12	13	2.085	weakly_reject
47.636	4	10	12	2.293	strongly_reject
57.333	4	8	15	1.458	strongly_reject
66.234	4	17	7	1.666	strongly_accept
71.434	4	13	6	1.563	strongly_accept
80.334	4	17	10	2.084	weakly_accept
86.034	4	6	5	1.878	weakly_reject
94.834	4	7	18	1.457	strongly_reject
102.934	4	10	14	1.458	strongly_reject
108.634	4	16	6	1.563	strongly_accept
114.734	4	16	5	0.939	strongly_accept
122.334	4	12	17	1.356	strongly_reject
130.135	4	17	9	1.773	weakly_accept
135.735	4	9	8	1.876	weakly_reject
144.736	4	9	7	2.083	weakly_reject
150.137	4	17	18	2.085	weakly_reject
156.835	4	14	14	2.295	weakly_reject
163.735	4	8	20	1.773	strongly_reject
168.735	4	13	17	1.667	strongly_reject
174.625	4	6	12	2.501	strongly_reject
179.735	4	13	20	1.566	strongly_reject
185.827	4	11	9	2.393	strongly_reject
192.428	4	20	17	1.98	weakly_reject
198.229	4	12	15	2.915	strongly_reject
205.83	4	9	15	1.773	strongly_reject
212.031	4	9	9	1.979	weakly_reject
218.033	4	20	7	1.77	strongly_accept
225.836	4	5	12	0.938	strongly_reject
233.736	4	20	16	1.98	weakly_reject
238.719	4	7	17	1.667	strongly_reject
244.22	4	13	10	2.295	weakly_reject
250.822	4	17	17	1.149	weakly_reject
256.422	4	19	11	2.814	weakly_accept
262.124	4	5	10	2.188	strongly_reject
269.625	4	20	11	1.876	strongly_accept
278.726	4	5	13	1.146	strongly_reject
284.227	4	15	10	2.086	strongly_accept
291.629	4	13	13	1.773	weakly_reject
301.23	4	13	12	2.502	weakly_reject
306.731	4	17	13	1.565	weakly_reject
316.633	4	15	14	1.355	weakly_reject
324.034	4	8	8	1.772	weakly_reject
332.421	4	5	6	1.045	weakly_reject
339.821	4	10	5	1.982	strongly_accept
349.122	4	20	6	1.669	strongly_accept
357.123	4	6	19	3.126	strongly_reject
362.524	4	15	20	1.563	strongly_reject
369.026	4	13	9	2.503	weakly_reject
374.227	4	8	10	1.355	strongly_reject
380.428	4	9	18	1.563	strongly_reject
386.029	4	9	5	2.399	strongly_accept
391.53	4	9	20	1.559	strongly_reject
398.531	4	14	13	2.396	strongly_reject
403.632	4	20	20	1.771	weakly_reject
412.733	4	5	16	1.357	weakly_reject
420.335	4	7	7	1.668	weakly_reject
426.422	4	19	5	1.146	strongly_accept
433.322	4	9	11	1.664	weakly_reject
441.023	4	20	13	0	NoResp
