onset	duration	gain	loss	RT	participant_response
4.043	4	32	18	2.08	weakly_accept
10.127	4	14	17	1.251	strongly_reject
15.328	4	40	13	1.459	strongly_accept
20.829	4	36	13	1.667	strongly_accept
27.73	4	34	10	1.769	strongly_accept
33.431	4	18	9	1.667	weakly_accept
41.233	4	22	15	1.459	strongly_reject
50.134	4	10	13	1.147	strongly_reject
58.02	4	30	5	2.084	strongly_accept
67.621	4	38	10	1.46	weakly_accept
73.722	4	30	15	1.978	weakly_accept
79.523	4	28	19	2.497	weakly_reject
84.724	4	20	14	1.981	strongly_reject
92.325	4	40	14	1.771	strongly_accept
99.726	4	14	20	1.147	strongly_reject
106.727	4	40	9	1.249	strongly_accept
114.729	4	26	8	1.771	weakly_accept
124.031	4	14	5	1.979	strongly_accept
129.832	4	36	6	1.771	strongly_accept
139.133	4	36	17	1.874	strongly_reject
145.634	4	14	19	1.353	strongly_reject
153.322	4	12	12	0.938	strongly_reject
158.822	4	40	6	0.94	strongly_accept
164.222	4	14	11	1.148	strongly_reject
169.222	4	22	6	1.044	strongly_accept
178.123	4	32	19	1.456	weakly_accept
187.225	4	34	18	1.354	weakly_accept
193.926	4	16	19	0.938	strongly_reject
200.127	4	12	5	1.461	strongly_accept
206.728	4	10	5	1.874	weakly_accept
215.13	4	26	10	1.562	weakly_accept
220.731	4	10	9	1.355	strongly_reject
227.332	4	24	19	1.77	strongly_reject
236.233	4	26	7	1.25	strongly_accept
242.235	4	38	5	1.353	strongly_accept
249.123	4	40	19	1.871	weakly_accept
256.924	4	28	14	1.668	weakly_accept
262.824	4	36	5	1.042	strongly_accept
272.524	4	22	14	1.044	weakly_accept
277.924	4	38	11	1.982	strongly_accept
285.326	4	24	7	2.604	strongly_accept
291.027	4	32	16	1.565	weakly_accept
296.127	4	30	13	1.669	strongly_accept
301.328	4	34	17	1.563	strongly_accept
308.83	4	22	17	1.146	weakly_accept
314.331	4	12	16	1.249	strongly_reject
322.432	4	24	8	1.043	strongly_accept
328.633	4	18	16	0.937	strongly_reject
336.035	4	36	15	1.666	weakly_accept
345.925	4	22	12	1.668	strongly_accept
354.725	4	16	14	1.251	strongly_reject
362.925	4	10	14	1.042	strongly_reject
369.025	4	32	6	1.147	strongly_accept
376.625	4	18	18	0.938	strongly_reject
385.626	4	20	19	0.832	strongly_reject
391.827	4	20	12	0.939	strongly_reject
397.429	4	28	11	2.291	strongly_accept
402.929	4	32	17	1.25	weakly_accept
408.53	4	16	12	1.042	strongly_reject
413.631	4	32	9	1.148	strongly_accept
418.632	4	22	5	0.939	strongly_accept
427.734	4	10	8	1.252	strongly_reject
435.335	4	28	12	1.565	weakly_accept
441.036	4	24	12	1.459	weakly_accept
