onset	duration	gain	loss	RT	participant_response
4.04	4	20	14	2.601	weakly_reject
10.028	4	32	18	3.334	weakly_accept
16.529	4	34	18	1.772	weakly_reject
25.429	4	36	15	3.331	weakly_accept
33.429	4	10	5	1.459	weakly_accept
42.73	4	16	12	1.46	weakly_reject
48.531	4	26	8	1.564	weakly_reject
53.732	4	40	6	1.148	strongly_accept
61.933	4	10	14	1.146	strongly_reject
67.434	4	26	10	2.711	weakly_accept
75.829	4	20	12	1.563	strongly_accept
83.23	4	18	9	2.393	strongly_accept
91.03	4	12	16	1.356	strongly_reject
97.93	4	34	17	3.857	weakly_reject
103.33	4	36	6	1.142	strongly_accept
108.83	4	30	5	0.939	strongly_accept
114.43	4	14	20	1.147	strongly_reject
123.53	4	10	8	1.461	strongly_reject
129.73	4	24	19	1.979	weakly_reject
138.631	4	22	15	2.912	weakly_accept
145.631	4	12	12	1.044	strongly_reject
150.632	4	20	19	1.044	strongly_reject
156.433	4	32	16	3.439	weakly_reject
164.334	4	28	12	2.188	strongly_accept
170.431	4	28	11	1.042	strongly_accept
176.131	4	40	13	0.94	strongly_accept
182.731	4	14	5	0.94	strongly_accept
187.931	4	24	7	1.982	weakly_accept
196.931	4	32	19	1.461	weakly_reject
204.531	4	22	12	1.77	weakly_accept
214.431	4	32	6	1.457	strongly_accept
220.532	4	22	5	1.356	strongly_accept
226.132	4	32	9	1.147	strongly_accept
231.132	4	28	19	2.917	weakly_reject
236.332	4	26	7	1.667	weakly_accept
242.532	4	32	17	1.668	weakly_accept
252.233	4	16	14	1.147	strongly_reject
258.835	4	12	5	2.502	weakly_reject
267.932	4	38	10	2.397	weakly_accept
273.332	4	36	13	2.085	weakly_accept
282.133	4	16	19	1.876	strongly_reject
287.833	4	22	17	2.083	weakly_reject
294.733	4	10	9	1.043	strongly_reject
301.433	4	40	9	1.461	weakly_accept
308.833	4	28	14	1.773	weakly_accept
316.933	4	22	6	1.563	weakly_accept
322.833	4	14	17	1.147	strongly_reject
330.433	4	18	18	1.147	strongly_reject
336.133	4	18	16	1.458	weakly_reject
341.233	4	24	12	1.251	weakly_accept
346.733	4	14	11	1.353	weakly_reject
354.535	4	36	5	1.978	strongly_accept
360.636	4	30	13	1.98	strongly_accept
366.137	4	36	17	1.669	weakly_accept
371.234	4	40	14	1.044	strongly_accept
378.834	4	10	13	1.357	strongly_reject
387.734	4	40	19	1.669	weakly_accept
395.434	4	24	8	2.396	strongly_accept
401.634	4	38	11	1.979	strongly_accept
407.234	4	30	15	1.253	strongly_accept
414.635	4	34	10	0.94	strongly_accept
423.935	4	22	14	1.773	weakly_accept
431.435	4	38	5	2.812	strongly_accept
441.035	4	14	19	1.147	strongly_reject
