onset	duration	gain	loss	RT	participant_response
4.038	4	13	12	1.147	strongly_accept
9.629	4	15	14	1.043	strongly_accept
17.731	4	8	10	1.249	strongly_reject
25.532	4	13	13	2.602	strongly_accept
32.033	4	17	13	1.251	strongly_accept
39.735	4	14	13	0.835	strongly_accept
46.722	4	6	19	0.938	strongly_reject
53.622	4	17	18	1.459	strongly_reject
59.822	4	20	13	1.044	strongly_accept
65.623	4	20	16	1.668	strongly_accept
72.524	4	15	20	1.458	strongly_reject
77.625	4	13	17	1.669	strongly_reject
82.826	4	14	14	1.354	weakly_accept
88.027	4	20	17	1.354	strongly_accept
93.127	4	5	6	1.666	strongly_reject
102.729	4	9	9	1.563	weakly_accept
111.831	4	9	18	1.669	strongly_reject
119.232	4	10	5	1.148	strongly_accept
126.733	4	17	10	1.147	strongly_accept
132.134	4	19	5	1.148	strongly_accept
137.323	4	6	12	1.459	strongly_reject
143.023	4	10	12	1.564	strongly_reject
150.623	4	8	15	1.355	weakly_reject
158.523	4	20	6	1.042	strongly_accept
166.724	4	7	17	1.25	strongly_reject
172.925	4	13	19	1.148	strongly_accept
180.526	4	12	13	1.043	strongly_reject
189.428	4	12	19	1.249	strongly_reject
198.329	4	16	5	0.939	strongly_accept
204.931	4	20	7	0.835	strongly_accept
209.931	4	11	9	1.042	strongly_accept
216.632	4	5	10	0.938	strongly_reject
222.734	4	7	13	1.564	strongly_accept
232.035	4	19	14	1.041	strongly_accept
237.625	4	17	9	0.73	strongly_accept
246.725	4	19	11	0.936	strongly_accept
256.425	4	5	13	1.459	strongly_reject
262.525	4	16	6	1.248	strongly_accept
269.925	4	13	10	1.147	strongly_accept
278.927	4	13	9	1.355	strongly_accept
284.528	4	9	5	0.938	strongly_accept
291.929	4	9	8	1.356	strongly_accept
297.33	4	9	7	0.835	strongly_accept
306.631	4	17	7	0.938	strongly_accept
312.633	4	5	16	2.085	strongly_reject
320.434	4	17	17	0.834	strongly_accept
328.035	4	5	12	0.937	strongly_reject
336.426	4	13	20	1.042	strongly_reject
346.326	4	9	15	1.042	strongly_reject
352.926	4	9	20	0.939	strongly_reject
359.026	4	13	6	1.458	strongly_accept
364.727	4	15	5	1.357	strongly_accept
370.427	4	12	15	1.147	strongly_reject
375.427	4	7	18	1.25	strongly_reject
384.229	4	7	7	1.355	weakly_accept
393.13	4	20	20	1.25	weakly_accept
398.631	4	8	20	1.669	strongly_reject
404.832	4	9	11	2.917	strongly_reject
410.333	4	8	8	1.248	weakly_accept
416.134	4	15	10	1.563	strongly_accept
422.035	4	6	5	1.25	strongly_accept
427.528	4	12	17	2.294	strongly_reject
433.028	4	10	14	1.873	strongly_reject
441.028	4	20	11	1.353	strongly_accept
