onset	duration	gain	loss	RT	participant_response
4.049	4	6	17	1.957	weakly_reject
13.131	4	11	15	1.854	weakly_accept
18.332	4	5	14	1.751	weakly_reject
23.833	4	7	15	1.751	weakly_reject
30.834	4	15	15	2.778	weakly_accept
37.435	4	12	16	1.439	weakly_accept
46.227	4	20	18	2.364	strongly_accept
54.227	4	12	11	2.367	weakly_accept
61.627	4	12	9	2.57	strongly_accept
69.828	4	15	9	1.235	strongly_accept
76.027	4	13	15	2.164	weakly_reject
83.528	4	15	11	1.338	strongly_accept
93.429	4	17	15	1.647	weakly_accept
99.63	4	20	9	1.748	strongly_accept
105.031	4	18	20	2.983	weakly_reject
113.932	4	7	5	2.572	weakly_accept
120.033	4	19	10	1.43	strongly_accept
125.634	4	17	8	1.123	strongly_accept
133.736	4	14	19	2.16	weakly_reject
142.628	4	17	16	2.059	weakly_reject
149.228	4	7	9	1.752	weakly_reject
154.929	4	6	20	1.339	strongly_reject
160.029	4	5	8	1.442	weakly_reject
169.729	4	18	5	1.543	strongly_accept
175.429	4	5	5	2.058	weakly_accept
180.929	4	14	18	1.65	weakly_reject
187.029	4	6	14	1.545	strongly_reject
192.129	4	9	14	1.236	weakly_reject
199.931	4	11	11	1.854	weakly_accept
205.432	4	12	8	1.544	weakly_accept
214.734	4	10	18	1.853	weakly_reject
220.534	4	11	12	1.339	weakly_reject
225.535	4	5	18	1.336	strongly_reject
233.93	4	16	16	1.751	weakly_reject
239.53	4	5	11	1.645	strongly_reject
245.53	4	14	7	1.752	strongly_accept
251.13	4	18	12	1.646	weakly_accept
256.63	4	19	18	1.643	weakly_reject
261.83	4	11	19	1.443	strongly_reject
268.33	4	16	14	1.751	weakly_reject
275.73	4	11	6	2.368	strongly_accept
283.331	4	11	5	1.546	strongly_accept
289.531	4	8	7	2.06	weakly_accept
294.731	4	7	11	1.235	weakly_reject
302.432	4	20	15	2.265	weakly_reject
310.233	4	13	5	1.443	strongly_accept
317.835	4	8	18	1.439	strongly_reject
323.536	4	11	20	1.749	strongly_reject
332.631	4	14	12	1.75	weakly_reject
337.631	4	10	7	1.853	weakly_accept
343.431	4	14	5	1.03	strongly_accept
353.031	4	14	9	1.339	weakly_accept
360.432	4	6	10	1.852	weakly_reject
369.332	4	18	13	1.852	weakly_accept
376.232	4	16	17	1.236	strongly_reject
382.932	4	17	20	2.266	strongly_reject
391.932	4	13	8	1.854	strongly_accept
399.533	4	19	9	1.237	strongly_accept
408.834	4	9	17	1.852	strongly_reject
414.735	4	8	13	1.645	weakly_reject
420.836	4	14	20	1.853	weakly_reject
428.733	4	10	13	1.647	weakly_reject
435.633	4	20	8	1.131	strongly_accept
441.033	4	18	7	1.132	strongly_accept
