onset	duration	gain	loss	RT	participant_response
4.051	4	14	17	1.458	strongly_reject
9.634	4	40	13	0.83	strongly_accept
18.536	4	14	5	1.246	strongly_accept
24.628	4	10	14	1.144	strongly_reject
29.827	4	38	10	0.833	strongly_accept
38.028	4	34	18	0.937	strongly_accept
43.528	4	34	10	0.937	strongly_accept
48.628	4	22	15	1.039	strongly_accept
57.028	4	40	14	0.832	strongly_accept
62.028	4	40	6	0.832	strongly_accept
67.628	4	24	8	0.938	strongly_accept
75.429	4	22	14	1.041	strongly_accept
82.93	4	18	9	0.937	strongly_accept
89.832	4	36	17	0.832	strongly_accept
95.532	4	32	9	0.728	strongly_accept
101.733	4	36	6	0.936	strongly_accept
107.234	4	32	18	1.249	strongly_accept
113.336	4	28	19	0.834	strongly_accept
118.329	4	12	5	0.937	strongly_accept
124.129	4	22	12	1.143	strongly_accept
132.129	4	10	5	1.144	strongly_accept
138.029	4	36	13	1.352	strongly_accept
143.829	4	38	11	0.832	strongly_accept
149.229	4	10	8	1.56	weakly_accept
157.029	4	32	16	1.977	strongly_accept
166.933	4	24	12	0.936	strongly_accept
174.33	4	32	6	0.834	strongly_accept
181.031	4	32	19	1.353	strongly_accept
190.733	4	14	19	1.248	strongly_reject
199.734	4	20	12	0.935	strongly_accept
206.335	4	32	17	1.042	strongly_accept
215.63	4	26	8	0.938	strongly_accept
223.231	4	30	13	1.042	strongly_accept
232.331	4	14	11	1.664	weakly_accept
241.23	4	28	14	1.457	strongly_accept
250.831	4	36	15	0.933	strongly_accept
257.831	4	16	14	3.015	weakly_accept
266.631	4	14	20	1.451	strongly_reject
275.731	4	34	17	1.143	strongly_accept
281.232	4	26	10	1.038	strongly_accept
286.733	4	10	13	1.144	strongly_reject
292.334	4	20	19	1.559	weakly_accept
299.937	4	30	15	0.832	strongly_accept
306.436	4	10	9	1.248	weakly_accept
312.532	4	40	9	0.832	strongly_accept
317.732	4	12	12	2.392	weakly_accept
326.632	4	18	18	2.08	weakly_accept
332.632	4	16	19	1.558	strongly_reject
340.332	4	16	12	1.769	weakly_accept
345.532	4	24	19	1.144	strongly_accept
351.232	4	28	12	1.142	strongly_accept
357.433	4	30	5	1.041	strongly_accept
362.532	4	36	5	0.833	strongly_accept
370.633	4	22	17	2.079	strongly_accept
376.832	4	22	5	0.726	strongly_accept
384.433	4	12	16	1.25	strongly_reject
390.134	4	20	14	0.937	strongly_accept
397.036	4	18	16	1.77	weakly_accept
404.433	4	40	19	0.831	strongly_accept
412.333	4	38	5	1.036	strongly_accept
421.633	4	26	7	0.934	strongly_accept
429.034	4	22	6	0.832	strongly_accept
434.433	4	24	7	0.833	strongly_accept
441.034	4	28	11	1.041	strongly_accept
