onset	duration	gain	loss	RT	participant_response
4.052	4	15	6	1.235	weakly_accept
10.034	4	5	17	0.824	strongly_reject
15.534	4	7	16	0.825	strongly_reject
25.134	4	17	11	1.03	strongly_accept
35.034	4	14	15	0.927	strongly_reject
41.534	4	11	16	0.824	strongly_reject
47.635	4	18	8	0.927	strongly_accept
55.636	4	13	11	1.134	weakly_reject
60.637	4	19	6	0.928	strongly_accept
68.435	4	16	10	1.235	strongly_reject
75.035	4	6	15	0.824	strongly_reject
82.635	4	14	11	0.93	strongly_reject
90.035	4	13	14	1.339	strongly_reject
95.535	4	10	8	0.719	strongly_reject
101.435	4	16	18	0.72	strongly_reject
108.436	4	10	9	0.721	strongly_reject
113.535	4	9	12	0.619	strongly_reject
119.036	4	6	8	0.618	strongly_reject
124.736	4	19	15	1.237	strongly_accept
131.336	4	8	17	0.825	strongly_reject
136.436	4	5	20	0.721	strongly_reject
142.036	4	14	17	0.721	strongly_reject
149.736	4	12	5	0.927	strongly_reject
156.621	4	15	7	0.824	strongly_accept
165.925	4	6	7	0.721	strongly_reject
172.124	4	19	8	1.03	strongly_accept
177.724	4	7	12	0.825	strongly_reject
186.726	4	18	18	1.133	strongly_reject
192.427	4	8	5	0.823	strongly_reject
200.028	4	18	16	0.927	strongly_reject
206.73	4	20	12	0.928	strongly_reject
212.531	4	20	19	1.133	strongly_reject
221.832	4	17	12	1.34	strongly_reject
227.634	4	16	13	1.029	strongly_reject
236.037	4	14	6	1.545	strongly_accept
242.137	4	9	16	0.825	strongly_reject
249.521	4	16	19	0.826	strongly_reject
258.422	4	9	6	0.72	strongly_reject
264.623	4	16	7	0.823	strongly_accept
273.525	4	11	14	0.721	strongly_reject
278.925	4	14	10	1.03	strongly_reject
284.126	4	9	19	0.927	strongly_reject
289.327	4	13	16	0.928	strongly_reject
297.529	4	19	13	0.722	strongly_accept
306.43	4	6	9	0.825	strongly_reject
315.532	4	18	6	0.722	strongly_accept
324.633	4	10	19	0.824	strongly_reject
329.634	4	12	20	0.721	strongly_reject
335.835	4	19	12	0.928	strongly_accept
341.322	4	19	17	1.03	strongly_reject
348.924	4	6	13	0.824	strongly_reject
358.623	4	12	10	0.722	strongly_reject
366.024	4	19	16	0.824	strongly_reject
374.126	4	11	13	0.719	strongly_reject
382.93	4	12	12	0.721	strongly_reject
389.828	4	11	17	0.618	strongly_reject
395.529	4	8	9	0.927	strongly_reject
403.331	4	5	19	0.618	strongly_reject
410.832	4	5	7	0.721	strongly_reject
418.733	4	8	14	0.721	strongly_reject
424.335	4	17	19	1.031	strongly_reject
430.435	4	8	11	0.617	strongly_reject
435.824	4	12	6	1.032	strongly_reject
441.024	4	15	18	1.133	strongly_reject
