onset	duration	gain	loss	RT	participant_response
4.067	4	5	11	1.133	strongly_reject
9.133	4	20	18	1.236	strongly_accept
15.333	4	19	10	1.237	strongly_accept
23.133	4	7	5	1.439	strongly_reject
30.733	4	6	14	1.544	strongly_reject
39.633	4	18	5	0.926	strongly_accept
45.133	4	18	13	1.236	strongly_accept
50.833	4	17	20	1.236	strongly_reject
58.233	4	17	16	1.235	strongly_reject
67.334	4	7	15	1.338	strongly_reject
72.335	4	11	19	1.337	strongly_reject
78.536	4	13	8	1.132	strongly_accept
84.134	4	8	7	0.926	strongly_reject
93.034	4	15	11	1.545	strongly_accept
98.934	4	17	15	1.647	strongly_accept
107.034	4	15	15	0.927	strongly_reject
113.934	4	8	18	1.133	strongly_reject
121.334	4	11	12	1.337	strongly_reject
126.534	4	20	15	1.134	strongly_accept
132.235	4	9	17	0.826	strongly_reject
139.635	4	14	5	1.029	strongly_accept
145.735	4	5	14	1.134	strongly_reject
151.435	4	11	11	1.133	strongly_reject
156.435	4	15	9	0.928	strongly_accept
164.435	4	8	13	1.132	strongly_reject
173.336	4	14	12	1.85	weakly_accept
178.837	4	14	7	1.132	strongly_accept
187.235	4	19	18	1.648	weakly_accept
193.835	4	11	6	1.031	strongly_accept
202.936	4	11	5	1.237	strongly_accept
212.236	4	5	18	1.34	strongly_reject
218.036	4	5	8	1.236	strongly_reject
223.636	4	10	18	1.235	strongly_reject
231.336	4	9	14	1.031	strongly_reject
237.831	4	10	7	1.443	weakly_accept
243.036	4	14	18	1.442	strongly_reject
250.033	4	14	19	1.133	strongly_reject
255.436	4	7	9	1.032	strongly_reject
260.836	4	17	8	1.133	strongly_accept
267.737	4	10	13	1.442	weakly_reject
277.021	4	18	20	1.341	strongly_reject
284.922	4	12	8	1.338	strongly_accept
292.524	4	19	9	0.928	strongly_accept
297.725	4	12	9	1.542	strongly_accept
302.826	4	16	16	1.338	strongly_reject
308.826	4	12	16	1.338	strongly_reject
314.328	4	7	11	1.029	strongly_reject
320.429	4	11	20	1.031	strongly_reject
326.23	4	5	5	1.647	weakly_accept
332.431	4	13	15	1.133	strongly_reject
342.033	4	11	15	1.029	strongly_reject
347.633	4	18	7	1.132	strongly_accept
353.134	4	6	20	1.237	strongly_reject
361.338	4	6	10	1.441	strongly_reject
368.821	4	18	12	1.545	strongly_accept
378.722	4	16	14	1.44	weakly_accept
388.424	4	12	11	1.544	strongly_reject
396.225	4	6	17	1.031	strongly_reject
405.027	4	14	20	1.132	strongly_reject
411.728	4	20	8	1.131	strongly_accept
418.329	4	20	9	1.029	strongly_accept
424.43	4	14	9	1.134	strongly_accept
433.432	4	16	17	1.339	strongly_reject
441.033	4	13	5	1.131	strongly_accept
