onset	duration	gain	loss	RT	participant_response
4.043	4	34	7	1.042	strongly_accept
9.526	4	40	7	0.939	strongly_accept
15.627	4	38	13	1.46	weakly_accept
21.328	4	34	20	1.565	strongly_accept
27.429	4	18	10	1.249	weakly_accept
32.83	4	30	11	1.354	weakly_accept
41.932	4	26	11	1.354	strongly_accept
50.833	4	40	10	0.94	strongly_accept
60.535	4	20	18	1.25	weakly_accept
68.125	4	14	10	1.562	weakly_reject
74.325	4	10	16	1.561	strongly_reject
82.025	4	24	15	2.084	weakly_accept
87.525	4	28	16	1.565	strongly_accept
93.725	4	30	20	1.459	weakly_accept
98.925	4	14	18	2.294	weakly_reject
104.726	4	16	11	1.459	weakly_reject
113.628	4	32	7	1.044	strongly_accept
118.829	4	12	18	1.872	strongly_reject
124.23	4	38	18	1.982	weakly_reject
129.231	4	40	8	0.94	strongly_accept
139.132	4	20	16	1.563	weakly_accept
144.333	4	18	8	1.455	strongly_accept
152.334	4	40	5	1.042	strongly_accept
160.526	4	12	15	1.564	strongly_reject
166.226	4	30	16	1.771	strongly_accept
175.126	4	20	11	1.146	weakly_accept
182.026	4	12	14	1.772	strongly_reject
189.427	4	40	17	1.668	weakly_reject
196.127	4	26	5	1.044	strongly_accept
203.927	4	18	6	1.772	weakly_accept
209.728	4	28	7	1.146	strongly_accept
215.329	4	16	9	1.877	strongly_accept
220.93	4	16	7	1.249	strongly_accept
227.031	4	30	7	1.043	strongly_accept
233.032	4	12	6	2.085	weakly_reject
240.633	4	10	12	1.873	strongly_reject
246.134	4	16	15	1.875	weakly_reject
253.628	4	16	8	1.354	weakly_accept
260.228	4	28	18	1.667	weakly_accept
267.828	4	34	15	1.979	weakly_reject
275.728	4	24	11	1.773	weakly_reject
283.828	4	34	12	1.563	weakly_accept
288.928	4	24	20	2.501	weakly_reject
294.028	4	22	16	2.399	weakly_reject
299.928	4	20	6	1.459	weakly_accept
306.528	4	24	16	1.878	weakly_accept
315.33	4	26	13	1.565	weakly_accept
323.131	4	16	20	1.564	strongly_reject
331.533	4	10	19	1.874	strongly_reject
340.834	4	18	11	2.086	strongly_reject
348.229	4	12	8	1.77	strongly_reject
355.629	4	40	15	1.977	weakly_accept
361.829	4	24	6	1.145	weakly_accept
370.929	4	30	18	2.293	weakly_accept
376.429	4	36	14	1.56	weakly_reject
385.73	4	36	19	2.708	weakly_accept
391.33	4	26	18	1.46	weakly_reject
400.33	4	30	12	1.98	weakly_accept
406.03	4	18	17	2.815	strongly_reject
412.53	4	22	18	1.25	weakly_reject
422.132	4	36	11	1.355	weakly_reject
429.033	4	32	15	3.333	weakly_accept
434.034	4	32	11	1.773	weakly_accept
441.035	4	36	9	1.251	strongly_accept
