onset	duration	gain	loss	RT	participant_response
4.044	4	17	15	1.876	strongly_accept
10.126	4	18	5	1.668	strongly_accept
18.327	4	17	20	2.293	strongly_reject
23.427	4	10	13	2.083	strongly_reject
30.027	4	18	13	1.876	weakly_accept
35.727	4	11	6	2.502	strongly_accept
42.427	4	19	18	2.917	weakly_reject
47.927	4	6	14	2.188	strongly_reject
53.728	4	20	18	2.5	weakly_reject
59.729	4	19	10	1.978	strongly_accept
68.831	4	14	9	2.919	strongly_accept
74.532	4	5	18	2.603	strongly_reject
81.533	4	11	20	2.395	strongly_reject
87.234	4	18	20	2.29	strongly_reject
96.128	4	5	14	2.501	strongly_reject
105.028	4	15	11	2.917	weakly_reject
114.028	4	12	11	0	NoResp
120.628	4	9	14	2.186	strongly_reject
128.328	4	7	9	2.604	strongly_reject
135.228	4	11	5	2.188	strongly_accept
140.829	4	6	20	1.77	strongly_reject
146.929	4	18	7	2.393	strongly_accept
153.829	4	14	12	0	NoResp
163.431	4	7	11	2.396	weakly_accept
170.832	4	14	5	1.875	strongly_accept
178.233	4	7	15	2.19	strongly_reject
187.535	4	12	9	1.772	weakly_accept
195.329	4	10	7	1.566	weakly_accept
202.729	4	11	11	3.645	strongly_reject
210.529	4	11	15	3.648	strongly_reject
215.73	4	6	17	2.186	strongly_reject
220.73	4	13	15	0	NoResp
225.83	4	10	18	2.605	strongly_reject
231.63	4	14	19	3.022	strongly_reject
236.83	4	6	10	3.232	strongly_reject
246.73	4	5	8	2.814	strongly_reject
256.43	4	7	5	3.439	weakly_accept
265.332	4	5	11	2.813	strongly_reject
272.933	4	15	15	3.44	strongly_accept
279.434	4	17	8	3.127	strongly_reject
287.431	4	14	18	3.02	strongly_reject
293.631	4	9	17	2.605	strongly_reject
299.031	4	20	15	3.231	strongly_accept
305.231	4	11	19	3.856	strongly_reject
314.031	4	12	8	3.957	strongly_reject
321.931	4	13	5	3.126	strongly_accept
331.031	4	8	18	1.876	strongly_reject
336.031	4	16	14	2.708	weakly_accept
344.131	4	8	13	0	NoResp
349.632	4	11	12	3.333	strongly_accept
357.132	4	18	12	2.084	strongly_accept
364.733	4	20	9	1.877	strongly_accept
370.634	4	15	9	1.354	strongly_accept
376.235	4	8	7	1.565	weakly_accept
382.432	4	19	9	1.668	strongly_accept
388.032	4	17	16	1.77	weakly_accept
393.532	4	12	16	2.187	strongly_reject
401.932	4	14	20	0	NoResp
411.233	4	20	8	3.232	strongly_accept
418.833	4	16	17	3.232	strongly_reject
424.233	4	5	5	1.67	strongly_accept
429.433	4	16	16	1.564	weakly_accept
434.933	4	13	8	1.565	strongly_accept
441.033	4	14	7	1.773	strongly_accept
