onset	duration	gain	loss	RT	participant_response
4.029	4	32	14	1.744	strongly_accept
10.129	4	38	14	2.081	strongly_accept
16.629	4	10	18	2.084	strongly_reject
21.729	4	32	12	1.873	strongly_accept
27.13	4	24	13	2.392	weakly_accept
32.931	4	28	20	1.876	weakly_accept
40.333	4	22	19	2.189	strongly_reject
45.934	4	40	18	2.814	strongly_accept
51.335	4	38	9	1.98	strongly_accept
57.03	4	24	17	2.19	strongly_reject
65.83	4	38	20	1.771	weakly_accept
70.83	4	12	9	2.813	strongly_reject
79.73	4	28	5	2.711	strongly_accept
87.43	4	10	10	1.773	strongly_reject
96.53	4	22	10	2.814	weakly_reject
103.43	4	38	15	0	NoResp
108.63	4	32	20	0	NoResp
115.331	4	14	6	2.918	strongly_reject
122.931	4	30	17	2.08	weakly_accept
129.932	4	14	9	1.878	strongly_reject
137.933	4	32	5	1.459	strongly_accept
144.534	4	16	17	1.773	strongly_reject
150.231	4	34	14	1.98	weakly_accept
158.331	4	20	15	2.496	strongly_reject
167.232	4	10	7	2.083	strongly_reject
175.431	4	20	5	1.873	strongly_accept
181.432	4	36	7	1.77	strongly_accept
189.832	4	20	7	2.292	weakly_accept
195.932	4	28	8	1.667	strongly_accept
201.432	4	28	9	1.874	strongly_accept
206.632	4	40	12	2.395	strongly_accept
215.632	4	12	19	2.394	strongly_reject
223.232	4	24	9	2.291	weakly_accept
230.633	4	22	11	2.711	weakly_reject
236.734	4	30	8	2.085	strongly_accept
242.635	4	36	10	1.979	strongly_accept
252.533	4	20	9	3.019	weakly_reject
258.733	4	38	19	3.126	weakly_accept
267.633	4	36	12	2.601	strongly_accept
277.233	4	16	5	2.393	strongly_accept
285.133	4	38	6	1.461	strongly_accept
290.633	4	10	15	1.875	strongly_reject
296.833	4	18	20	1.457	strongly_reject
306.133	4	34	19	2.293	weakly_accept
311.934	4	34	13	3.126	weakly_accept
319.734	4	30	14	2.086	weakly_accept
325.334	4	20	8	2.813	weakly_accept
330.834	4	26	16	2.394	weakly_accept
338.435	4	12	10	1.666	strongly_reject
345.336	4	16	16	1.251	strongly_reject
350.834	4	36	8	1.769	strongly_accept
356.038	4	18	14	1.565	strongly_reject
362.634	4	16	13	1.769	strongly_reject
370.034	4	10	20	2.497	strongly_reject
379.734	4	32	13	2.813	strongly_accept
387.235	4	16	6	2.705	weakly_accept
392.935	4	24	14	2.293	weakly_accept
399.135	4	22	8	2.189	strongly_accept
408.435	4	26	9	2.396	strongly_accept
417.535	4	20	20	1.354	strongly_reject
425.335	4	34	8	1.563	strongly_accept
430.435	4	28	17	2.916	weakly_accept
435.419	4	30	10	2.08	strongly_accept
441.036	4	14	14	1.458	strongly_reject
