onset	duration	gain	loss	RT	participant_response
4.054	4	15	5	0.927	strongly_accept
12.937	4	17	10	0.927	strongly_accept
21.82	4	6	5	1.852	strongly_reject
27.421	4	9	20	1.133	strongly_reject
37.123	4	10	5	1.134	strongly_accept
46.225	4	15	20	1.337	strongly_reject
55.026	4	5	10	1.134	strongly_reject
60.827	4	17	18	1.442	strongly_reject
69.229	4	11	9	1.339	strongly_accept
75.33	4	8	8	1.854	strongly_reject
80.431	4	10	12	1.648	strongly_reject
85.631	4	14	14	1.957	strongly_accept
91.132	4	15	14	1.44	strongly_accept
96.833	4	5	13	0.926	strongly_reject
103.335	4	8	15	1.03	strongly_reject
109.038	4	17	13	1.036	strongly_accept
117.121	4	8	20	0.926	strongly_reject
122.522	4	19	5	0.928	strongly_accept
131.423	4	8	10	1.853	strongly_reject
137.124	4	17	7	0.721	strongly_accept
144.725	4	9	5	1.029	strongly_accept
149.926	4	12	17	1.442	strongly_reject
157.527	4	19	14	0.927	strongly_accept
162.928	4	5	6	1.34	strongly_reject
172.23	4	17	17	2.163	strongly_accept
181.832	4	9	7	1.44	strongly_accept
191.133	4	20	7	0.926	strongly_accept
196.634	4	5	16	1.444	strongly_reject
201.735	4	9	11	1.031	strongly_reject
207.823	4	10	14	1.442	strongly_reject
214.023	4	17	9	0.825	strongly_accept
220.023	4	12	19	1.031	strongly_reject
229.924	4	19	11	1.134	strongly_accept
237.325	4	15	10	1.136	strongly_accept
244.726	4	20	20	1.031	strongly_accept
250.927	4	6	19	1.237	strongly_reject
258.629	4	9	15	1.854	strongly_reject
264.53	4	13	9	1.237	strongly_accept
272.031	4	7	7	1.03	strongly_reject
277.032	4	5	12	1.031	strongly_reject
285.233	4	13	12	0.927	strongly_accept
292.235	4	6	12	0.928	strongly_reject
297.735	4	9	9	1.134	strongly_reject
304.624	4	12	13	1.132	strongly_reject
309.624	4	14	13	0.721	strongly_accept
317.525	4	13	17	1.34	strongly_reject
326.525	4	20	17	0.927	strongly_accept
332.125	4	7	17	1.134	strongly_reject
339.929	4	13	13	1.956	strongly_reject
346.827	4	20	6	1.135	strongly_accept
352.93	4	12	15	2.576	strongly_reject
359.129	4	7	13	1.234	strongly_reject
367.131	4	20	11	1.03	strongly_accept
376.233	4	9	8	1.031	strongly_accept
381.433	4	13	20	1.132	strongly_reject
388.035	4	20	16	0.927	strongly_accept
394.736	4	13	10	1.339	strongly_accept
400.226	4	9	18	1.645	strongly_reject
406.026	4	13	19	1.133	strongly_reject
413.426	4	16	5	0.825	strongly_accept
420.026	4	13	6	0.927	strongly_accept
427.826	4	16	6	1.03	strongly_accept
435.426	4	7	18	1.029	strongly_reject
441.027	4	20	13	0.824	strongly_accept
