onset	duration	gain	loss	RT	participant_response
4.048	4	20	13	1.542	strongly_accept
9.93	4	12	17	1.339	strongly_reject
19.63	4	36	16	2.471	strongly_accept
25.831	4	28	15	2.265	strongly_accept
33.631	4	26	15	3.297	strongly_accept
42.931	4	38	8	1.747	strongly_accept
51.832	4	38	17	2.267	strongly_accept
59.433	4	38	12	1.75	weakly_accept
68.735	4	34	5	2.164	strongly_accept
73.931	4	40	20	2.779	strongly_accept
80.031	4	20	17	1.959	weakly_accept
89.131	4	26	20	2.06	strongly_accept
94.732	4	32	8	2.059	strongly_accept
102.632	4	30	9	1.545	strongly_accept
111.532	4	28	6	2.575	strongly_accept
120.432	4	30	19	2.575	strongly_accept
125.932	4	36	18	2.365	strongly_accept
130.936	4	18	19	1.545	strongly_reject
136.632	4	18	7	2.267	weakly_accept
143.232	4	16	10	2.265	weakly_accept
148.632	4	16	18	1.442	strongly_reject
155.634	4	26	12	1.545	strongly_accept
160.635	4	26	14	2.162	strongly_accept
169.036	4	34	11	2.061	strongly_accept
174.233	4	10	11	1.854	strongly_reject
179.333	4	22	7	1.958	strongly_accept
187.133	4	18	12	2.267	weakly_accept
194.533	4	14	16	2.474	strongly_accept
200.633	4	18	15	2.573	weakly_reject
206.133	4	14	12	1.957	weakly_reject
212.333	4	12	7	2.162	weakly_accept
218.533	4	18	13	2.368	weakly_accept
226.533	4	32	10	1.953	strongly_accept
236.134	4	12	20	1.132	strongly_reject
245.234	4	28	13	2.778	strongly_accept
254.034	4	34	6	1.75	strongly_accept
262.136	4	26	17	2.16	strongly_accept
268.737	4	30	6	1.647	strongly_accept
274.234	4	18	5	1.545	strongly_accept
284.134	4	22	9	1.853	strongly_accept
290.234	4	34	9	1.752	strongly_accept
295.938	4	14	13	1.75	weakly_reject
301.335	4	14	7	2.164	strongly_accept
307.135	4	24	10	1.956	weakly_accept
314.535	4	14	15	1.443	strongly_reject
320.535	4	36	20	1.955	strongly_accept
325.635	4	24	18	1.546	strongly_accept
332.335	4	20	10	1.236	strongly_accept
339.937	4	22	13	2.472	strongly_accept
347.535	4	24	5	1.03	strongly_accept
354.035	4	14	8	1.955	strongly_accept
359.636	4	10	6	1.339	weakly_accept
367.138	4	12	11	2.165	strongly_accept
376.136	4	38	7	3.294	strongly_accept
383.836	4	10	17	1.237	strongly_reject
389.036	4	34	16	2.06	strongly_accept
396.436	4	40	16	1.752	strongly_accept
403.327	4	40	11	1.133	strongly_accept
408.828	4	26	6	1.131	strongly_accept
414.629	4	26	19	1.546	strongly_accept
420.33	4	28	10	3.399	strongly_accept
428.532	4	22	20	1.751	weakly_accept
434.133	4	38	16	1.546	strongly_accept
441.034	4	12	13	1.235	strongly_reject
