onset	duration	gain	loss	RT	participant_response
4.05	4	28	10	1.852	strongly_accept
11.732	4	18	19	2.367	weakly_reject
20.133	4	16	10	2.779	weakly_accept
29.835	4	26	6	1.234	strongly_accept
36.432	4	34	11	2.266	strongly_accept
42.332	4	36	18	2.472	strongly_accept
51.939	4	10	17	2.884	strongly_reject
57.533	4	14	8	3.09	strongly_accept
63.733	4	38	8	1.649	strongly_accept
71.333	4	20	10	1.75	strongly_accept
77.333	4	22	20	2.059	weakly_reject
84.833	4	10	6	1.546	weakly_accept
92.633	4	12	17	3.189	weakly_reject
101.733	4	38	7	1.752	strongly_accept
106.933	4	28	6	2.469	strongly_accept
112.034	4	12	20	1.648	strongly_reject
117.534	4	20	13	2.472	weakly_reject
123.035	4	22	13	2.06	weakly_reject
130.636	4	30	9	1.03	strongly_accept
136.337	4	34	16	3.296	weakly_accept
141.834	4	34	5	1.032	strongly_accept
149.234	4	34	6	2.161	strongly_accept
155.334	4	22	9	2.265	strongly_accept
161.034	4	18	13	3.091	weakly_reject
168.834	4	12	13	1.751	strongly_reject
175.334	4	32	10	1.853	strongly_accept
181.035	4	14	16	1.852	strongly_reject
186.235	4	18	12	0	NoResp
194.335	4	26	14	1.749	weakly_accept
199.335	4	38	12	1.959	strongly_accept
207.235	4	32	8	1.545	strongly_accept
216.335	4	14	7	2.161	strongly_accept
223.036	4	28	13	2.37	strongly_accept
230.437	4	40	11	1.544	strongly_accept
236.238	4	26	15	1.855	strongly_accept
245.135	4	26	12	2.369	strongly_accept
253.136	4	38	16	2.059	strongly_accept
258.336	4	18	5	1.545	strongly_accept
267.636	4	38	17	1.957	strongly_accept
273.036	4	16	18	1.339	strongly_reject
280.429	4	14	15	1.544	strongly_reject
289.731	4	28	15	1.853	strongly_accept
295.933	4	18	7	1.235	strongly_accept
304.934	4	18	15	2.164	strongly_reject
310.437	4	40	16	1.447	strongly_accept
317.436	4	26	19	2.883	weakly_accept
323.22	4	30	19	2.472	weakly_accept
328.821	4	40	20	1.953	strongly_accept
337.722	4	10	11	2.471	weakly_accept
346.624	4	30	6	2.369	strongly_accept
354.226	4	36	16	1.958	strongly_accept
361.127	4	26	20	2.474	weakly_reject
371.028	4	14	13	2.368	strongly_reject
377.129	4	34	9	1.237	strongly_accept
384.031	4	24	10	3.602	weakly_reject
389.031	4	26	17	1.648	strongly_reject
397.833	4	20	17	2.577	weakly_reject
402.934	4	24	5	2.469	strongly_accept
409.035	4	12	11	2.367	strongly_reject
415.621	4	14	12	2.059	weakly_reject
423.821	4	36	20	2.164	strongly_reject
429.422	4	12	7	2.368	weakly_accept
434.823	4	24	18	2.366	weakly_reject
441.024	4	22	7	1.958	strongly_accept
