onset	duration	gain	loss	RT	participant_response
4.041	4	12	12	1.34	weakly_accept
12.223	4	14	17	2.164	weakly_reject
17.224	4	19	12	1.442	strongly_accept
25.325	4	19	17	1.441	weakly_accept
34.227	4	12	5	1.031	strongly_accept
42.628	4	12	10	1.34	weakly_accept
47.829	4	11	13	2.161	weakly_reject
55.43	4	9	16	2.058	strongly_reject
64.532	4	8	14	1.648	strongly_reject
71.933	4	10	19	1.649	weakly_reject
81.235	4	16	10	1.44	strongly_accept
86.736	4	9	12	1.443	weakly_reject
94.624	4	13	16	1.852	weakly_reject
102.224	4	17	11	1.234	strongly_accept
111.925	4	17	19	2.985	weakly_accept
117.625	4	18	18	1.854	weakly_accept
125.126	4	13	11	1.649	weakly_accept
131.327	4	18	6	1.133	strongly_accept
138.229	4	14	11	1.543	weakly_accept
147.03	4	8	17	1.442	strongly_reject
152.231	4	12	6	2.164	strongly_accept
161.133	4	10	8	1.134	weakly_accept
166.833	4	18	16	1.442	weakly_accept
172.234	4	8	9	1.649	weakly_reject
178.336	4	12	20	1.854	strongly_reject
185.726	4	13	14	1.648	weakly_reject
191.326	4	18	8	1.032	strongly_accept
197.826	4	20	12	1.134	strongly_accept
205.626	4	5	17	1.546	strongly_reject
214.726	4	5	19	1.753	strongly_reject
220.326	4	19	8	1.75	strongly_accept
225.427	4	8	11	1.441	weakly_reject
231.128	4	20	19	1.648	weakly_accept
240.03	4	19	13	2.164	weakly_accept
247.731	4	7	12	1.752	weakly_reject
254.632	4	5	7	1.133	weakly_reject
260.133	4	9	6	2.473	weakly_accept
266.334	4	6	8	1.439	weakly_reject
271.435	4	6	7	1.339	weakly_reject
278.427	4	5	20	1.646	weakly_reject
285.128	4	14	15	2.368	weakly_accept
294.127	4	16	19	1.545	weakly_accept
300.727	4	15	7	1.133	strongly_accept
308.128	4	9	19	1.958	strongly_reject
313.628	4	19	6	1.546	strongly_accept
319.128	4	10	9	1.646	weakly_reject
327.128	4	8	5	1.443	weakly_accept
332.529	4	19	16	1.443	strongly_accept
338.63	4	15	18	1.856	weakly_accept
344.431	4	7	16	1.339	strongly_reject
349.432	4	11	14	2.162	weakly_reject
355.033	4	11	17	2.266	weakly_reject
360.934	4	6	13	2.164	strongly_reject
366.735	4	14	6	1.443	weakly_accept
374.329	4	6	15	1.546	strongly_reject
380.329	4	16	18	0	NoResp
386.428	4	16	7	1.647	strongly_accept
396.329	4	14	10	1.338	strongly_accept
402.929	4	6	9	1.856	weakly_reject
409.129	4	19	15	1.545	strongly_accept
418.729	4	17	12	1.855	strongly_accept
426.529	4	15	6	1.031	strongly_accept
435.831	4	11	16	1.957	weakly_reject
441.032	4	16	13	1.34	strongly_accept
