onset	duration	gain	loss	RT	participant_response
4.048	4	20	14	1.029	strongly_accept
12.13	4	10	20	1.237	strongly_reject
17.231	4	8	6	0.928	weakly_accept
23.73	4	5	9	1.237	weakly_reject
29.53	4	7	6	0.824	weakly_accept
36.23	4	15	17	1.134	weakly_reject
41.631	4	13	18	1.031	weakly_reject
50.531	4	17	14	0.927	weakly_accept
56.031	4	16	11	0.722	weakly_accept
63.631	4	11	8	0.721	weakly_accept
71.031	4	18	15	1.029	weakly_accept
76.132	4	12	14	0.926	weakly_reject
84.033	4	11	18	1.133	strongly_reject
93.135	4	20	5	0.927	strongly_accept
99.336	4	12	7	0.926	weakly_accept
106.331	4	6	11	0.925	weakly_reject
112.932	4	6	16	0.928	strongly_reject
120.332	4	9	10	1.03	weakly_reject
127.932	4	15	13	0.824	weakly_accept
137.032	4	10	11	1.854	weakly_reject
142.232	4	10	17	0.927	strongly_reject
151.232	4	7	20	0.823	strongly_reject
159.432	4	16	20	0.926	strongly_reject
164.932	4	18	19	0.927	weakly_reject
170.133	4	16	8	1.235	strongly_accept
175.533	4	8	16	1.03	strongly_reject
181.233	4	19	20	1.133	weakly_reject
190.135	4	18	10	0.927	strongly_accept
195.636	4	18	14	0.719	strongly_accept
201.733	4	15	12	0.825	weakly_accept
206.733	4	6	18	1.133	strongly_reject
212.433	4	7	19	0.825	strongly_reject
219.033	4	18	17	1.133	weakly_accept
225.933	4	7	8	1.134	weakly_reject
235.633	4	14	8	1.133	weakly_accept
240.833	4	17	6	0.824	strongly_accept
247.034	4	12	18	1.339	weakly_reject
255.934	4	16	12	0.927	weakly_accept
263.734	4	16	9	1.03	weakly_accept
269.934	4	20	10	0.927	strongly_accept
275.734	4	5	15	0.926	strongly_reject
285.035	4	7	14	0.927	weakly_reject
291.136	4	15	19	0.825	weakly_reject
300.734	4	9	13	0.825	weakly_reject
306.634	4	10	16	1.135	weakly_reject
314.235	4	10	15	0.825	weakly_reject
320.235	4	11	10	1.03	weakly_accept
328.635	4	18	11	1.235	strongly_accept
334.135	4	19	7	0.824	strongly_accept
341.635	4	19	19	1.237	weakly_reject
346.635	4	10	6	0.927	weakly_accept
354.335	4	15	8	1.03	weakly_accept
363.635	4	6	6	0.928	weakly_reject
369.235	4	11	7	0.824	weakly_accept
376.636	4	15	16	1.134	weakly_reject
382.236	4	7	10	0.825	weakly_reject
391.037	4	13	7	0.824	weakly_accept
400.939	4	16	15	0.926	weakly_accept
406.636	4	14	16	0.825	weakly_reject
414.624	4	10	10	0.824	weakly_reject
420.225	4	18	9	0.824	strongly_accept
428.027	4	17	5	0.823	strongly_accept
434.93	4	8	12	1.031	weakly_reject
441.029	4	8	19	0.928	strongly_reject
