onset	duration	gain	loss	RT	participant_response
4.048	4	14	14	1.233	strongly_accept
10.231	4	26	9	1.543	strongly_accept
16.731	4	20	8	1.236	strongly_accept
23.631	4	30	14	1.443	strongly_accept
32.432	4	22	8	1.956	weakly_accept
37.933	4	16	5	2.162	strongly_accept
45.534	4	30	8	1.442	strongly_accept
54.535	4	30	10	1.853	strongly_accept
61.931	4	12	19	1.545	strongly_reject
67.631	4	12	10	1.338	strongly_reject
72.631	4	28	20	1.544	weakly_accept
81.931	4	10	20	1.442	strongly_reject
87.132	4	16	16	1.444	strongly_reject
94.832	4	10	10	1.853	weakly_accept
100.832	4	28	8	1.958	strongly_accept
107.732	4	32	20	1.854	strongly_reject
112.732	4	18	14	2.883	weakly_accept
121.632	4	10	18	1.442	strongly_reject
128.232	4	36	12	1.442	strongly_accept
133.733	4	28	5	1.234	strongly_accept
139.934	4	36	7	0.927	strongly_accept
145.835	4	38	20	1.544	strongly_accept
151.336	4	12	9	1.132	strongly_accept
157.133	4	18	20	1.648	strongly_reject
166.033	4	34	8	1.134	strongly_accept
172.133	4	14	6	1.443	strongly_accept
180.533	4	32	5	1.134	strongly_accept
187.533	4	32	12	1.031	strongly_accept
192.933	4	22	11	1.954	weakly_accept
201.033	4	36	10	1.234	strongly_accept
207.233	4	24	17	1.544	strongly_accept
216.334	4	32	14	1.648	strongly_accept
224.234	4	10	15	1.338	strongly_reject
234.134	4	16	6	1.545	strongly_accept
242.335	4	20	7	0.825	strongly_accept
252.037	4	32	13	1.442	strongly_accept
257.434	4	20	20	1.855	strongly_reject
266.335	4	20	5	1.545	strongly_accept
273.734	4	28	9	1.132	strongly_accept
279.234	4	16	13	0	NoResp
285.335	4	26	16	1.957	strongly_accept
291.435	4	38	9	1.031	strongly_accept
296.535	4	36	8	1.031	strongly_accept
302.235	4	24	14	1.749	weakly_accept
309.635	4	38	19	1.443	weakly_accept
315.235	4	28	17	1.648	weakly_accept
322.835	4	30	17	1.545	strongly_accept
328.535	4	40	12	1.236	strongly_accept
336.035	4	22	10	1.546	strongly_accept
341.236	4	22	19	1.752	weakly_accept
348.837	4	34	13	1.443	strongly_accept
356.839	4	16	17	1.545	strongly_reject
364.636	4	38	6	1.134	strongly_accept
371.336	4	38	15	1.443	strongly_accept
376.436	4	34	19	2.987	strongly_accept
382.236	4	38	14	1.235	strongly_accept
388.828	4	24	13	1.649	strongly_accept
396.629	4	10	7	1.851	weakly_reject
405.933	4	24	9	1.957	strongly_accept
411.531	4	20	9	0.824	strongly_accept
416.732	4	14	9	1.648	weakly_accept
422.333	4	40	18	1.234	strongly_accept
431.937	4	34	14	2.781	strongly_accept
441.021	4	20	15	2.268	strongly_reject
