onset	duration	gain	loss	RT	participant_response
4.047	4	14	6	2.267	strongly_accept
11.83	4	34	14	1.751	strongly_accept
19.53	4	34	13	1.546	strongly_accept
27.53	4	10	10	3.603	strongly_reject
36.432	4	12	19	1.648	strongly_reject
43.933	4	20	8	2.676	strongly_accept
50.534	4	28	9	1.338	strongly_accept
59.836	4	20	15	1.853	weakly_reject
65.83	4	10	7	2.265	strongly_reject
71.53	4	16	6	2.47	weakly_reject
80.431	4	16	5	3.606	weakly_accept
89.731	4	10	15	1.854	strongly_reject
95.231	4	16	17	1.339	strongly_reject
100.331	4	20	9	2.985	weakly_accept
105.531	4	24	13	1.647	weakly_accept
113.131	4	18	20	1.236	strongly_reject
122.131	4	22	10	3.198	weakly_accept
128.232	4	38	14	1.443	weakly_accept
135.633	4	38	9	2.263	strongly_accept
141.233	4	28	5	1.443	strongly_accept
148.135	4	32	20	2.884	weakly_reject
155.132	4	32	13	1.855	weakly_accept
163.532	4	14	9	2.267	weakly_reject
171.432	4	32	5	1.649	weakly_accept
178.832	4	20	7	1.339	weakly_accept
188.732	4	36	8	1.957	strongly_accept
195.432	4	30	8	1.546	weakly_accept
200.532	4	28	8	1.237	weakly_accept
207.032	4	24	17	1.853	weakly_reject
213.933	4	26	16	3.092	weakly_reject
220.133	4	38	6	2.164	weakly_accept
229.033	4	30	14	1.441	weakly_accept
234.533	4	36	7	1.853	strongly_accept
239.734	4	14	14	2.37	strongly_reject
247.136	4	26	9	1.958	weakly_reject
253.233	4	40	18	2.367	weakly_accept
262.333	4	24	14	1.649	weakly_reject
271.433	4	36	10	2.784	strongly_accept
276.834	4	16	16	1.854	strongly_reject
285.034	4	20	20	1.443	strongly_reject
291.634	4	28	17	2.163	strongly_reject
301.334	4	12	9	2.266	strongly_reject
310.134	4	32	14	2.576	weakly_reject
315.734	4	36	12	0	NoResp
321.934	4	38	15	2.471	strongly_accept
329.534	4	32	12	1.853	weakly_accept
335.434	4	28	20	1.855	strongly_reject
340.635	4	38	19	2.266	weakly_reject
348.437	4	12	10	1.443	strongly_reject
353.939	4	40	12	2.264	weakly_reject
361.535	4	34	19	2.266	weakly_reject
367.735	4	22	11	2.163	strongly_reject
373.535	4	24	9	2.061	weakly_reject
378.535	4	16	13	2.884	strongly_reject
384.635	4	22	19	1.646	strongly_reject
390.135	4	22	8	1.853	weakly_reject
395.135	4	10	20	1.133	strongly_reject
400.735	4	20	5	2.06	weakly_accept
410.336	4	30	10	1.75	weakly_accept
416.036	4	18	14	1.75	strongly_reject
421.736	4	34	8	1.853	weakly_accept
427.536	4	30	17	1.543	weakly_reject
435.636	4	10	18	1.546	strongly_reject
441.036	4	38	20	1.029	strongly_reject
