onset	duration	gain	loss	RT	participant_response
4.038	4	15	5	0.931	strongly_accept
12.937	4	17	10	0.824	strongly_accept
21.821	4	6	5	1.344	weakly_accept
27.421	4	9	20	1.241	strongly_reject
37.122	4	10	5	0.829	strongly_accept
46.224	4	15	20	1.138	strongly_reject
55.025	4	5	10	1.342	strongly_reject
60.826	4	17	18	1.856	weakly_accept
69.228	4	11	9	1.444	weakly_accept
75.329	4	8	8	1.549	weakly_accept
80.43	4	10	12	2.168	weakly_accept
85.63	4	14	14	1.343	weakly_accept
91.132	4	15	14	1.65	weakly_accept
96.833	4	5	13	1.24	strongly_reject
103.333	4	8	15	1.858	weakly_reject
109.035	4	17	13	0.928	strongly_accept
117.136	4	8	20	0.827	strongly_reject
122.522	4	19	5	1.238	strongly_accept
131.422	4	8	10	2.272	weakly_accept
137.123	4	17	7	0.828	strongly_accept
144.724	4	9	5	1.653	strongly_accept
149.925	4	12	17	1.235	strongly_reject
157.527	4	19	14	0.928	strongly_accept
162.93	4	5	6	2.167	weakly_reject
172.229	4	17	17	1.446	weakly_accept
181.831	4	9	7	1.862	weakly_accept
191.132	4	20	7	0.826	strongly_accept
196.634	4	5	16	1.034	strongly_reject
201.735	4	9	11	1.24	weakly_reject
207.835	4	10	14	1.237	weakly_reject
214.024	4	17	9	0.827	strongly_accept
220.024	4	12	19	1.237	strongly_reject
229.926	4	19	11	1.447	strongly_accept
237.324	4	15	10	0.928	strongly_accept
244.725	4	20	20	1.856	weakly_accept
250.928	4	6	19	1.138	strongly_reject
258.627	4	9	15	1.24	strongly_reject
264.529	4	13	9	1.035	strongly_accept
272.03	4	7	7	1.033	weakly_reject
277.031	4	5	12	1.239	strongly_reject
285.233	4	13	12	1.136	weakly_accept
292.234	4	6	12	1.654	strongly_reject
297.735	4	9	9	1.238	weakly_accept
304.636	4	12	13	1.138	weakly_reject
309.625	4	14	13	1.24	weakly_accept
317.525	4	13	17	1.032	strongly_reject
326.525	4	20	17	1.136	weakly_accept
332.125	4	7	17	1.546	strongly_accept
339.925	4	13	13	1.444	weakly_accept
346.826	4	20	6	1.135	strongly_accept
352.93	4	12	15	1.237	weakly_reject
359.129	4	7	13	1.03	weakly_reject
367.13	4	20	11	1.237	strongly_accept
376.231	4	9	8	1.237	weakly_accept
381.433	4	13	20	1.447	strongly_reject
388.034	4	20	16	0.827	strongly_accept
394.735	4	13	10	1.345	strongly_accept
400.236	4	9	18	1.138	strongly_accept
406.026	4	13	19	1.24	strongly_reject
413.427	4	16	5	0.825	strongly_accept
420.027	4	13	6	0.929	strongly_accept
427.827	4	16	6	0.827	strongly_accept
435.427	4	7	18	1.032	strongly_reject
441.027	4	20	13	0.929	strongly_accept
