onset	duration	gain	loss	RT	participant_response
4.047	4	14	14	0.933	weakly_accept
10.227	4	26	9	1.041	strongly_accept
16.727	4	20	8	0.935	strongly_accept
23.627	4	30	14	1.039	strongly_reject
32.429	4	22	8	1.248	strongly_accept
37.93	4	16	5	1.458	strongly_accept
45.532	4	30	8	0.937	strongly_accept
54.533	4	30	10	0.936	strongly_accept
61.934	4	12	19	1.352	weakly_reject
67.635	4	12	10	1.558	strongly_reject
72.628	4	28	20	1.872	strongly_reject
81.928	4	10	20	1.142	strongly_reject
87.129	4	16	16	1.561	weakly_reject
94.828	4	10	10	1.037	weakly_reject
100.829	4	28	8	1.454	strongly_accept
107.729	4	32	20	1.35	strongly_reject
112.729	4	18	14	1.664	weakly_accept
121.629	4	10	18	1.248	strongly_reject
128.229	4	36	12	1.041	strongly_accept
133.731	4	28	5	0.938	strongly_accept
139.931	4	36	7	0.933	strongly_accept
145.832	4	38	20	1.144	strongly_reject
151.334	4	12	9	1.459	weakly_accept
157.135	4	18	20	1.457	strongly_reject
166.036	4	34	8	0.934	strongly_accept
172.13	4	14	6	1.248	weakly_accept
180.53	4	32	5	0.727	strongly_accept
187.53	4	32	12	1.145	strongly_accept
192.93	4	22	11	1.35	weakly_accept
201.03	4	36	10	1.041	strongly_accept
207.23	4	24	17	1.352	weakly_accept
216.33	4	32	14	1.248	strongly_accept
224.231	4	10	15	1.56	weakly_reject
234.131	4	16	6	1.247	weakly_accept
242.333	4	20	7	1.249	weakly_accept
252.035	4	32	13	1.247	strongly_accept
257.435	4	20	20	1.353	strongly_reject
266.331	4	20	5	1.457	strongly_accept
273.732	4	28	9	0.938	strongly_accept
279.232	4	16	13	1.66	weakly_accept
285.332	4	26	16	1.56	weakly_accept
291.432	4	38	9	0.937	strongly_accept
296.532	4	36	8	1.039	strongly_accept
302.232	4	24	14	1.457	weakly_accept
309.632	4	38	19	0.937	strongly_accept
315.232	4	28	17	1.664	weakly_accept
322.832	4	30	17	1.557	strongly_accept
328.532	4	40	12	1.144	strongly_accept
336.032	4	22	10	1.353	weakly_accept
341.233	4	22	19	1.561	weakly_reject
348.835	4	34	13	1.143	strongly_accept
356.836	4	16	17	1.457	strongly_reject
364.633	4	38	6	0.936	strongly_accept
371.333	4	38	15	1.353	strongly_accept
376.433	4	34	19	1.455	strongly_accept
382.233	4	38	14	1.353	strongly_accept
388.833	4	24	13	1.455	weakly_accept
396.633	4	10	7	1.56	weakly_reject
405.934	4	24	9	0.936	strongly_accept
411.534	4	20	9	0.933	strongly_accept
416.734	4	14	9	1.561	weakly_accept
422.334	4	40	18	1.145	strongly_accept
431.934	4	34	14	1.25	strongly_accept
441.034	4	20	15	1.458	weakly_reject
