CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	X	Y	Z	RotX	RotY	RotZ
7611.445	7164.7114	9526.293	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.000602908	-0.0633439	-0.0338736	0.000340856	-0.000798059	0.0
7623.347	7163.934	9485.796	1.23283076	58.9720726	1.1033293	0.223275302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00289475	0.0382965	0.00943616	-0.000427751	-0.000195628	0.000149628
7471.6567	7146.705	9426.419	1.05559635	50.49412155	1.02797723	0.16527379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0147457	-0.0107908	0.0257916	0.000210155	0.000527386	-0.000133264
7410.4053	7125.89	9399.198	1.03312719	49.41931534	0.9975841	0.138457665	-0.037750675	0.074232296	-0.032519925	0.0501983171	-0.0327454867	0.0137304878	0.0193536019	-0.0697017368	0.046936340599999994	-0.0031394708	0.048964324000000004	-0.0573340892	0.0666662605	0.06666504200000001	0.0666630113	0.0666601683	0.066656513	0.0666520456	0.0	0.0	0.0	-0.0233836	-0.000163845	0.025793	-8.45712e-05	-0.00018124	0.000657384
7435.31	7142.7354	9397.812	1.1095382	53.07440948	1.03120804	0.23975623499999996	-0.0973536936	0.0086797431	0.0013708670000000002	0.046268501600000005	-0.040500672200000004	0.10515748550000001	0.038083726	-0.0718670374	-0.031240737999999997	-0.0268507579	0.0541633583	-0.0197567856	0.0666630113	0.0666520456	0.0666337707	0.0666081887	0.0665753023	0.0665351152	0.0	0.0	0.0	0.0133114	0.0560299	0.0221543	-0.0008685919999999998	0.000931609	-0.000310322
7395.1406	7133.4707	9385.574	1.07840133	51.58499146	1.03087854	0.24756499	-0.0697199815	-0.0300263871	0.0318641188	0.0177108095	0.0161551648	0.0455691335	0.0162957449	-0.017578209299999998	-0.061474438	0.0236440337	0.014791131599999998	-0.013905401599999999	0.066656513	0.0666260551	0.0665753023	0.06650427	0.0664129799	0.0663014597	0.0	0.0	0.0	-0.0215238	0.0987193	0.0806607	-0.00081501	-8.70688e-05	0.000848098
7367.8613	7123.693	9356.496	1.02692926	49.12283707	0.99333608	0.16040472000000003	-0.0332062943	-0.0551128119	0.0355874365	0.011571027099999999	-0.0024732117999999997	-0.007714435	-0.0084011572	0.0297369643	-0.0713505915	0.008925081	0.0348286443	-0.0288064381	0.066646766	0.0665870758	0.0664876318	0.0663484933	0.0661697434	0.0659514889	0.0	0.0	0.0	-0.01868	0.0341422	0.07241799999999998	4.15502e-05	-0.000244519	0.00152891
7335.5376	7111.5093	9351.902	1.04418373	49.94820404	0.99200881	0.07373423999999999	0.01463223	-0.058339349299999996	0.0353615412	0.0090900298	-0.0031684476000000002	-0.0216513894	-0.0206720176	0.0713852421	-0.0259734169	0.0173275328	0.0410167273	-0.0125738874	0.0666337707	0.0665351152	0.0663707976	0.0661409801	0.06584588940000001	0.0654858167	0.0	0.0	0.0	-0.0299433	0.0300208	0.0565792	0.000302783	-0.000486321	0.00118173
7326.2236	7128.7573	9357.158000000001	0.98806387	47.26372528	0.98735487	0.16897364999999998	0.0394984289	-0.0405652369	0.0255498608	-0.012250881000000002	0.0025918226	0.0035632561	-0.0013933935	0.0823684609	-0.0147092615	0.0213776686	0.0246782198	0.0427223933	0.0666175278	0.0664701835	0.066224851	0.0658818921	0.06544181219999999	0.0649052602	0.0	0.0	0.0	-0.0338133	0.080154	0.0880894	-0.000334571	-0.000374993	0.000261207
7308.4580000000005	7123.6665	9356.405	0.98371542	47.05571747	0.98008132	0.11341634499999997	0.0352975507	-0.0373756782	0.0163152774	0.0122814951	0.0168176593	0.020762071899999998	0.007541406	0.0643161818	-0.011167656000000001	0.016226240700000002	0.045533687	-0.0558806195	0.066598038	0.06639229320000001	0.06604985599999999	0.06557143139999999	0.0649580043	0.0642108378	0.0	0.0	0.0	-0.0482469	0.0471651	0.0560724	-0.000212647	-0.00060456	-6.68389e-05
