CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	X	Y	Z	RotX	RotY	RotZ
6807.6006	6902.5244	9588.903	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.23081e-05	0.0385475	-0.016937899999999995	0.0	0.000542847	0.0
6692.4614	6902.509	9543.872	1.07527804	49.24531937	1.03486025	0.1647289481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.00513944	-0.0458829	-0.0158955	0.000396239	-0.000431875	0.000110927
6658.826999999999	6910.1113	9535.679	1.03437972	47.37226486	1.00952029	0.23831393470000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.33447e-05	0.052437	0.0215151	-0.000497139	0.000512233	0.0
6639.6753	6905.1064	9520.506	1.06338727	48.70074463	1.009058	0.1720993853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0141798	-0.0250114	0.00213762	0.000367968	0.000262233	-0.000107234
6616.5415	6910.005999999999	9509.857	0.99760121	45.68789291	0.97375739	0.03444933	0.0727915433	-0.0466639633	0.1982103334	-0.0026454145	0.0417630118	0.0752500756	0.060566489400000006	-0.0449630463	0.014721706999999999	-0.0097441327	0.008157896999999999	-0.0821396677	0.06674045599999999	0.0667392307	0.0667371887	0.0667343298	0.0667306541	0.0667261618	0.0	0.0	0.0	0.0	0.0182605	-0.0200838	0.010006	0.000325664	0.000512233	-0.000166383
6610.0923	6898.781	9516.08	1.03028142	47.18457413	0.99853915	0.18926805	0.0583344737	0.0187366329	0.20770617019999998	0.076565797	0.0819999958	-0.0047204329	-0.009218590799999999	-0.061179445	-0.0794814378	0.005529514399999999	-0.11226121300000001	-0.0342453105	0.0667371887	0.0667261618	0.066707785	0.0666820603	0.0666489906	0.0666085795	0.0	0.0	0.0	0.0	0.0100381	0.0799066	0.0268074	-0.000619778	0.000338981	0.0
6586.81	6888.3447	9505.221	1.05722189	48.41838455	1.01162243	0.19804847	-0.0192693276	0.0511379448	0.18375484649999999	-0.0344253879	0.114953166	0.0729370409	-0.0480490469	-0.0231839052	0.062053653	0.03116427	0.0313977316	0.008687614100000001	0.0667306541	0.0667000264	0.0666489906	0.0665775623	0.0664857635	0.0663736221	0.0	0.0	0.0	0.0	0.0187741	-0.0209952	0.00362793	0.000270843	0.000441645	-0.000311339
6569.6	6899.3716	9496.939	1.06631649	48.8348999	1.00582635	0.14286712	-0.0535559692	-0.0134362374	0.1711438784	0.027485862000000003	0.047657962699999994	-0.0156733647	-0.012366085700000001	0.0359809927	0.0005732786	-0.0325023709	-0.1065282318	-0.0414381772	0.06672085280000001	0.0666608298	0.06656083139999999	0.0664209177	0.0662411725	0.0660217037	0.0	0.0	0.0	0.0	0.0137021	0.0502021	0.0102923	-0.00067024	0.000502689	-0.000114797
6588.1826	6900.6333	9508.581	1.08271897	49.5860939	1.01370144	0.01229405	0.049507296	-0.0598050274	0.1214081262	0.0032871831	0.058661207	0.0860705141	0.0740052846	-0.0289856541	-0.0174394596	0.0887405052	0.0590757741	-0.10836076720000001	0.066707785	0.0666085795	0.0664433463	0.0662122491	0.065915517	0.0655534443	0.0	0.0	0.0	0.0	0.01185	0.0500135	0.0140282	-0.000654688	0.000502689	0.0
6586.165	6902.1724	9509.232	1.0532428	48.23615265	1.00646186	0.15531647	0.0572726032	0.0316935349	0.1232346568	0.0524394945	0.0752467471	-0.005699883	-0.0078595095	-0.0576631108	0.0095935164	0.0263180166	-0.0799105867	-0.0658118386	0.0666914515	0.0665432858	0.06629658690000001	0.0659517199	0.0655091956	0.0649696691	0.0	0.0	0.0	0.0	0.0221599	-0.0200211	0.00387698	0.000208774	0.00060673	-0.000328912
6560.7026	6903.9169999999995	9520.379	1.04906046	48.04461288	1.00683987	0.18111602	-0.0252305026	0.0582153271	0.094019793	0.0279746089	0.0328013825	0.08568587949999999	-0.0677430399	0.0434051221	-0.01782863	-0.0267310392	0.010546571599999999	-0.0365069172	0.066671853	0.0664649616	0.06612061799999999	0.0656395343	0.0650227054	0.06427140690000001	0.0	0.0	0.0	0.0	0.0129581	0.0708137	0.0227094	-0.000647695	0.000408672	-0.000138499
6569.504	6906.204000000001	9508.14	1.07246411	49.11644745	1.01283419	0.19182685	-0.060329479299999995	-0.0407774784	0.043263229900000005	0.0908157478	0.0746127292	-0.0297257748	0.0081123728	0.0630874678	0.0023774782	0.08926584929999999	-0.0574806878	-0.040636714500000004	0.0666489906	0.0663736221	0.065915517	0.0652759366	0.06445664179999999	0.0634598881	0.0	0.0	0.0	0.0	0.0232251	-0.0235423	-0.00775265	0.000204065	0.000502689	-0.000327558
6540.795999999999	6915.0977	9502.083	1.02550232	46.96570206	0.98970157	0.1129396	0.0250062994	-0.0554728816	-0.0195568451	-0.0143212927	0.0794906138	0.044267048499999996	0.0360326289	-0.013840688899999998	0.026290866099999997	0.0099447898	-0.00017120830000000003	0.0520066416	0.0666228653	0.0662692852	0.0656813745	0.06486121190000001	0.0638116976	0.06253654269999999	0.0	0.0	0.0	0.0	0.0161118	0.0370181	0.0108709	-0.000213675	0.000446194	-0.000268946
6563.6934	6903.414000000001	9495.356	1.03735197	47.50838852	0.99771768	0.05577525000000001	0.0228314239	0.0183349142	-0.0235982709	0.0392103958	0.0965061652	-0.0406446729	0.0011629689	-0.0522746211	-0.061817255	0.07676718610000001	-0.0005328336	-0.08759518529999999	0.0665934784	0.0661519714	0.0654182934	0.0643956847	0.063088662	0.0615029978	0.0	0.0	0.0	0.0	0.013652	0.059691	0.0218407	-0.000329264	0.000328135	-0.00010913900000000003
6560.4575	6912.025	9483.79	1.0333941	47.32712936	0.99140596	0.08352465500000002	-0.0279647929	0.0528588486	-0.0377770536	-0.0182013347	0.0939252009	0.0586123301	-0.0471623479	-0.0356554178	0.0852058592	0.0071894653000000005	0.0201808188	-0.0055764848	0.06656083139999999	0.0660217037	0.0651263897	0.0638797199	0.0622884198	0.0603610746	0.0	0.0	0.0	0.0	0.0161225	0.0195458	0.0108033	6.89741e-05	0.00037673	-0.000259737
6556.5146	6917.7715	9470.086	1.00908875	46.21399689	0.98717213	0.069364505	-0.061390577300000006	0.0131543898	-0.0570919317	0.0693007505	-0.013339126100000001	0.0594160795	-0.0331330908	0.045500264400000004	-0.0482554669	0.0156438734	-0.022707875	0.12366199929999999	0.0665249258	0.06587850740000001	0.0648057921	0.0633137214	0.0614119504	0.0591127855	0.0	0.0	0.0	0.0	0.0192648	0.0528013	0.0176981	-0.000329264	0.000379552	-0.000380115
6555.941999999999	6909.01	9472.013	1.05189073	48.17423248	0.99908334	0.05858255	-0.0169961117	-0.0468814213	-0.0790795617	0.029371537000000003	0.0804546068	-0.021309749	0.0258598536	0.030465123900000002	-0.0129762381	0.0087147964	0.06661025940000001	0.0941071467	0.0664857635	0.0657224108	0.06445664179999999	0.06269813269999999	0.0604603265	0.05776033	0.0	0.0	0.0	0.0	0.0101997	0.0630918	0.0219122	-0.0007592229999999998	0.000331174	-0.000158195
6532.9316	6910.5776	9458.209	1.05581391	48.35390472	1.01807761	0.2564212	0.0400389288	0.0040781862	-0.0647461216	0.0368742702	-0.0179369362	0.023828202799999997	-0.0032414608	-0.0176101998	0.032192278	-0.01430229	-0.0689552796	0.0105740333	0.0664433463	0.0655534443	0.0640790926	0.0620334358	0.0594347124	0.056306091600000004	0.0	0.0	0.0	0.0	-0.0223201	-0.0359718	0.0345367	0.000571836	-0.000423838	0.0
6507.58	6909.186	9455.429	1.01561069	46.51268768	0.99379069	0.14669514	0.0018141968	0.0571729604	-0.0720442411	-0.006516923399999999	-0.0174199723	-0.0323129234	-0.04890901809999999	-0.0367800617	0.0063318843999999996	-0.035672585	0.012994431599999998	0.0579758173	0.0663976762	0.065371641	0.06367331080000001	0.0613201515	0.058336363499999995	0.0547526326	0.0	0.0	0.0	0.0	-0.0231033	0.0626217	0.0494432	-5.60718e-05	-0.000444169	0.0
6521.710999999999	6904.847	9453.533000000001	1.01318324	46.40151596	0.98565972	0.03401757	-0.0588192378	0.0234780771	-0.0802990134	0.0160540733	-0.0657074699	0.0862942651	-0.0482927451	0.0062195683	0.0050156795	0.019351858	-0.0446414361	0.0246685833	0.06634875559999999	0.0651770366	0.0632394753	0.0605588383	0.0571666238	0.0531026907	0.0	0.0	0.0	0.0	-0.0251966	0.0433564	0.0424564	5.33686e-05	-0.000448172	0.0
6537.59	6901.04	9440.332	1.01768601	46.60773087	0.97705358	0.08958284999999999	-0.058891096500000004	-0.0417115822	-0.0700799167	0.022590575	-0.0227284658	-0.07420846860000001	-0.0020440452	0.0603905765	0.0159307568	-0.0098988593	-0.026892568	0.0239994027	0.06629658690000001	0.0649696691	0.0627777771	0.0597500926	0.05592692480000001	0.0513591733	0.0	0.0	0.0	0.0	-0.0296632	-0.00344993	0.0317308	0.000517142	-0.000536085	0.0
6528.456	6903.098000000001	9450.027	1.00780213	46.15507126	0.97802168	0.12527333	0.0215612191	-0.0731703992	-0.0664934095	-0.0406921075	0.0075224293	0.018024270800000002	0.0865328221	0.0329524379	0.0190425306	-0.040635327	0.0750994208	0.0470811483	0.0662411725	0.0647495792	0.0622884198	0.058894547900000004	0.054618783600000005	0.0495251527	0.0	0.0	0.0	0.0	-0.0251934	0.0630422	0.0438605	-0.000231498	-0.000441091	0.0
6559.266	6895.847	9447.478000000001	1.01700318	46.57646179	0.98231977	0.12333	0.0601358883	0.0265659642	-0.0843595509	0.0089798338	0.0132373509	-0.0495955115	-0.007743718399999999	-0.0649636974	0.022205968700000002	-0.0182206904	0.0012479835	0.011088708899999999	0.06618251530000001	0.06451681	0.0617716189	0.0579928741	0.0532438012	0.0476038607	0.0	0.0	0.0	0.0	-0.0252207	-0.0142032	0.0334645	0.000207403	-0.00033555	-0.000168784
6520.483	6904.479	9445.388	1.0116818	46.33275223	0.98553985	0.11973394	-0.0051128379	0.07156670820000001	-0.062415074699999996	-0.051417562800000004	0.0088453465	-0.0086200489	-0.015307533799999998	-0.029918889100000002	0.0142787078	-0.034962143	0.06299934559999999	0.0304564934	0.06612061799999999	0.06427140690000001	0.0612276021	0.057045777699999994	0.051803660099999996	0.045598683099999995	0.0	0.0	0.0	0.0	-0.0252014	0.0671612	0.0490789	-4.14518e-05	-0.000372628	0.0
6566.3174	6902.213000000001	9448.499	1.02988338	47.16634369	0.99497396	0.031465759999999995	-0.0746342627	-0.0040744353	-0.057778076100000006	0.0692237937	-0.0728638066	0.041235289700000004	-0.025239552400000004	0.0805283929	-0.0323450248	0.079417582	-0.0331752233	-0.0007894184	0.0660554837	0.0640134182	0.06065660900000001	0.056054000300000004	0.0503001228	0.04351315309999999	0.0	0.0	0.0	0.0	-0.0251913	0.0524499	0.0547651	-0.000222117	-0.000413126	-1.3234899999999996e-23
6531.2734	6908.8726	9439.935	1.0312916	47.23083878	0.99353302	0.05557277	0.0101506635	-0.067915877	-0.0627297641	-0.0629720172	-0.0086982081	-0.0012569758	0.055178017999999995	0.0155261273	0.0894179727	-0.03133695	0.0417048382	0.0423304431	0.0659871156	0.06374289429999999	0.060058891399999995	0.0550183187	0.048735029400000004	0.041350946	0.0	0.0	0.0	0.0	-0.0276556	0.0253049	0.0441489	4.14654e-05	-0.000369763	0.0
6545.789000000001	6910.4116	9453.209	1.02248263	46.82740784	0.99549919	0.13965532000000003	0.0714067074	-0.0010227050999999999	-0.043987978	0.031898206400000004	-0.09374249009999999	0.0165569495	0.046147440899999996	-0.0176020324	-0.0977393486	-0.0235763148	0.007766551	-0.0082546036	0.065915517	0.0634598881	0.0594347124	0.053939544299999996	0.047110295	0.0391158718	0.0	0.0	0.0	0.0	-0.0251639	0.100058	0.0774568	-0.000448393	-0.000461957	-2.64698e-23
6541.5254	6905.7217	9450.439	1.05496597	48.31507111	1.00673139	0.21910595	-0.0036778998	0.0695233804	-0.0438518799	-0.0743997989	-0.0025886032	-0.0631956896	-0.0568645175	-0.0179714752	0.0336231152	0.009077559	0.024883348599999997	-0.0187202285	0.0658406915	0.0631644552	0.058784347199999996	0.0528185218	0.0454279081	0.0368118692	0.0	0.0	0.0	0.0	-0.0302969	-0.0180716	0.0338099	0.000521945	-0.000535548	0.0
6545.3887	6912.7085	9451.91	1.02246737	46.82670593	0.99030232	0.10857464999999998	-0.0555668135	-0.0044914625	0.0101960281	-0.043015322800000005	-0.08554272199999999	-0.0479994088	-0.014447973000000001	0.05181480980000001	0.0761321182	-0.0238959225	-0.1042366986	0.001940669	0.0657626427	0.0628566533	0.058108082199999994	0.05165612940000001	0.0436899275	0.034442997999999996	0.0	0.0	0.0	0.0	-0.0312599	0.037696	0.0469514	-0.000131121	-0.000414563	0.0
