CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
7217.089	6525.1006	9246.681	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.18409e-05	-0.0	0.0
7116.844	6510.6504	9204.838	1.0519011	49.08268738	1.03142095	0.081157485	-0.0824411297	0.0104962845	-0.0040737212	0.0505871131	-0.07851402360000001	0.0446056462	0.0633368379	-0.0366964994	0.0377607	-0.0703552472	0.0154781752	-0.1053892308	0.0665186088	0.0665174038	0.0665153954	0.0665125838	0.0665089688	0.06650455059999999	0.0	0.0161018	-0.0191225	-0.00642608	0.000315946	0.000432028	-9.4009e-05
7017.4717	6511.5254	9176.275	0.98854733	46.12654114	0.98640889	0.07804202	-0.07168104559999999	-0.0173780043	0.0015096531	-0.0181592898	-0.0664590745	0.055763734599999996	0.0368914892	-0.04944634480000001	0.0582694312	-0.0251622515	-0.0386288298	-0.0501097181	0.0665153954	0.06650455059999999	0.06648647719999999	0.0664611772	0.0664286533	0.0663889091	0.0	0.0146654	-0.049609	-0.0187729	0.000815494	0.000350139	0.0
7000.107	6515.0464	9174.828000000001	1.0124203	47.2404747	0.99791807	0.169709553	-0.0578076582	-0.056491239900000004	0.0659605157	-0.0748388446	-0.018788915700000002	0.0480858051	0.0390861822	0.0126510348	0.0600655008	0.0567246023	-0.0247543701	-0.031353637999999996	0.0665089688	0.0664788467	0.0664286533	0.0663584038	0.0662681193	0.0661578271	0.0	-0.0259579	-0.0119353	-0.000151447	0.000552739	-0.000525754	0.000317174
6964.2163	6510.1333	9182.8125	0.99751377	46.54492569	0.99550015	0.15177344699999998	-0.028466146299999998	-0.0683148846	0.040592034900000004	-0.0525500344	0.042848735	-0.0126131199	0.040342128	0.050018278799999996	0.0850545072	-0.0191531265	-0.0370317067	-0.0160025003	0.0664993292	0.0664402971	0.0663419489	0.0662043429	0.0660275606	0.0658117066	0.0	-0.0259081	0.06283850000000002	0.0174476	-0.000543769	-0.000442672	0.0003246
6940.9136	6526.125	9176.386999999999	1.00555372	46.92007446	1.00060606	0.3052408475	-0.0089383774	-0.0531437534	0.024076866699999998	-0.0447164366	0.0306108827	0.0157882971	-0.0249487754	-0.0102657198	0.0423736589	-0.0133549269	-0.0320681444	-0.0245789061	0.06648647719999999	0.0663889091	0.0662264016	0.0659991137	0.0657072678	0.0653511492	0.0	0.016863099999999995	-0.04146	-0.007981139999999998	0.000802739	0.000533249	-7.819149999999998e-06
6954.2305	6536.5117	9180.695	0.98287702	45.86196136	0.97929543	0.0260952825	0.0019302867	-0.06570104639999999	0.0368043177	-0.0546274771	0.0832089419	-0.0366349552	-0.022613290699999997	-0.0134325325	0.062338285300000004	0.0457201842	0.0067098647	-0.0196393325	0.0664704133	0.0663246928	0.0660820618	0.0657428748	0.0653076276	0.0647769559	0.0	0.0169518	-0.032651	-0.0079699	0.00063717	0.00051356	-0.000166288
6965.91	6523.896	9194.007	1.00473046	46.88166046	0.99808347	0.17112845	0.0149539596	-0.0632223713	0.1012501798	0.024358536899999998	0.0709542465	-0.050971479400000005	0.0098920081	0.0895283054	0.0429765636	-0.015059513200000001	0.0052977858	-0.0113977378	0.0664511384	0.0662476605	0.0659089921	0.06543582419999999	0.0648291226	0.0640901252	0.0	0.0162043	0.0515927	0.0182313	-0.000484796	0.000590315	-0.000166288
7008.571	6523.1514	9205.205	1.03513956	48.30057907	1.01683879	0.223437625	0.0093517597	-0.0369087751	0.07848322190000001	0.0682051382	0.058591253200000006	0.019741418700000003	-0.0375403051	0.0140460275	0.0407329309	-0.0207565484	0.039524652	-0.020079367	0.0664286533	0.0661578271	0.0657072678	0.0650781993	0.0642723306	0.0632918512	0.0	0.013307200000000003	-0.043238	-0.0208891	0.000718436	6.17585e-05	-0.000166288
6968.5509999999995	6536.1406	9214.867	1.00876558	47.06994247	0.99536723	0.06944429	-0.0133755324	-0.0640365511	0.030767216200000003	0.0473682798	0.09609039890000001	0.000885432	-0.016801915	0.010772325800000001	0.08427185150000001	0.045865654900000004	0.019944533700000003	-0.0014966432	0.0664029592	0.0660552101	0.0654769766	0.0646702763	0.0636379241	0.0623835221	0.0	-0.013469600000000003	-0.0432485	-0.0274338	0.000898865	-0.000231864	8.19063e-05
6986.2734	6528.291	9217.641	1.04825878	48.91273499	1.02823937	0.279434845	0.0069394761	-0.0799523571	-0.035087563700000005	0.0480358024	0.1017665975	-0.063175653	0.0027473484000000003	0.0838966592	0.04257409559999999	-0.0051559083	0.0193762541	0.018495331	0.0663740572	0.0659398291	0.0652182186	0.06421237070000001	0.0629266692	0.0613667174	0.0	0.0169569	0.0524196	0.00991858	-0.000419069	0.000521765	-0.000166288
6969.9194	6522.3335	9189.791	1.02046716	47.61595154	1.00997627	0.21166748	0.0485218018	-0.0546815791	-0.1209003577	0.044880914400000006	0.035400026200000004	-0.0273772769	-0.08707803060000001	0.0334297969	0.0229488479	0.0052232369	0.019962835800000002	0.0151642582	0.0663419489	0.0658117066	0.0649311064	0.0637048363	0.0621394246	0.060243205	0.0	0.0190326	-0.0448191	-0.0299365	0.000881348	0.000504379	-0.000298445
6937.0513	6522.226	9178.196	1.01113486	47.18050003	1.00080776	0.1225736	0.069799565	-0.0347147988	-0.0642692007	-0.0195417546	-0.0788639149	-0.048032663899999994	-0.0836453216	0.012179421000000001	-0.012763179599999999	0.0134537372	-0.0266719911	-0.006903444399999999	0.0663066357	0.0656708672	0.0646157647	0.0631480654	0.0612771412	0.0590149387	0.0	-0.0174347	-0.0414645	-0.0299327	0.00106684	-0.00048199	0.000184652
6941.206	6525.7495	9188.794	1.01701188	47.45472336	1.00627017	0.2347989	0.06537173190000001	-0.011414644	0.017838422	-0.011574660300000001	-0.0928690576	-0.06523473	-0.022042594500000002	0.0847124341	-0.025161407	-0.0019103973000000002	-0.0057352117	0.0522908382	0.0662681193	0.0655173382	0.0642723306	0.0625424883	0.0603408602	0.0576840542	0.0	-0.0218154	0.0672616	0.0223141	-0.000230796	-0.000470495	0.000264427
6923.6265	6516.9414	9177.488000000001	1.00780892	47.0253067	1.0021435	0.25397851	0.0653064376	0.0094353502	-0.046558630700000006	-0.014052413400000002	-0.0695583239	-0.012060211000000001	-0.0502651142	0.014443786699999999	-0.0428946988	-0.0353904282	-0.0241877518	-0.0371103425	0.0662264016	0.0653511492	0.0639009535	0.0618885731	0.0593317122	0.0562528657	0.0	-0.0151422	-0.0493924	-0.0222374	0.00107156	-0.000381546	-6.62642e-05
6944.772	6514.405	9181.57	0.98481143	45.95222092	0.97916567	0.024872059999999994	0.0697391659	0.012717920800000001	0.0204602462	-0.0182518541	-0.07944220099999999	0.0002164507	-0.0700641436	-0.019077817099999998	-0.0508572163	0.0266823896	-0.0350237709	-0.055425207000000004	0.0661814847	0.0651723324	0.0635017949	0.061186825099999995	0.0582509159	0.054723861799999995	0.0	-0.0175481	-0.0494196	-0.0300738	0.0011254	-0.000418628	0.000134865
6955.8203	6519.57	9193.684000000001	1.01127648	47.18710327	1.00862527	0.31952584999999994	0.0718556245	0.0296882779	0.046137257699999996	0.025146241099999998	-0.0687191901	-0.0224476811	-0.0064381533	0.07876172570000001	-0.0745930804	0.0101927208	-0.0133797028	-0.0130042923	0.06613337059999999	0.06498092230000001	0.0630750281	0.0604377867	0.057099776500000005	0.053099701299999996	0.0	0.0148356	0.0649896	0.0133987	-0.000234811	0.000505217	-0.000166288
6933.18	6525.425	9186.099	1.00132382	46.72270584	0.99830246	0.28904181	0.0575307333	0.0332831027	-0.0018499176000000002	0.005488025	-0.054707174500000004	0.021374016200000002	-0.027992891000000002	0.021675004100000003	-0.0372456094	-0.0317039528	-0.0012450487	-0.0173490041	0.0660820618	0.0647769559	0.0626208389	0.0596420368	0.0558796839	0.051383208300000004	0.0	-0.0177022	-0.0470323	-0.0212009	0.0008701629999999998	-0.00032605	9.512120000000003e-05
6943.5380000000005	6507.2036	9183.214	0.98959267	46.17531967	0.97819984	0.059687195	0.0569530487	0.045082406299999996	0.0437630418	-0.0171883852	-0.0402743519	0.057624435599999996	-0.05175443	-0.0175052477	-0.0676099108	-0.0240558065	-0.0435298494	-0.0801426105	0.0660275606	0.0645604726	0.0621394246	0.058800190599999996	0.0545921117	0.0495773675	0.0	-0.0222012	-0.0611028	-0.0332115	0.0012293400000000004	-0.000524808	7.09143e-05
6970.057	6532.0605	9196.701	1.03087151	48.10142899	1.02170563	0.339995605	0.049207722300000006	0.0636980951	0.056737716900000006	0.0430080887	0.023054067200000004	0.0278643767	0.0167678642	0.050597455	-0.089109232	0.0449781238	0.016359810500000002	-0.035218513199999996	0.06596986980000001	0.0643315143	0.0616309946	0.0579128985	0.0532386146	0.0476853191	0.0	0.0129925	0.0577694	0.00969549	-0.000216763	0.000652341	-0.000166288
6972.3467	6515.6143	9182.385	1.01683474	47.44646072	1.01047289	0.30019549	0.0444590562	0.0691631519	-0.004616531	0.0195452125	0.0437274707	0.060601025499999996	-0.0063307235	-0.0115727648	-0.0677672878	-0.0550885884	0.0131269753	0.0082287295	0.0659089921	0.0640901252	0.0610957699	0.0569808464	0.051820827199999996	0.0457103529	0.0	-0.0185812	-0.0535434	-0.022808	0.000946257	-0.000368159	0.000146302
6955.6630000000005	6518.757	9175.966	0.98530114	45.97507095	0.97818881	0.014135300000000007	0.031061495	0.0702579399	0.0209757291	-0.023362772799999997	0.0529086384	0.0571247817	-0.0157691001	-0.04965820519999999	-0.0656778566	0.0009294978999999999	0.0323633675	0.0006185445	0.0658449304	0.0638363518	0.0605339832	0.0560047547	0.050340461399999994	0.0436559033	0.0	-0.0198474	-0.0535474	-0.0228089	0.00115897	-0.000402898	0.000156134
6992.5327	6523.9824	9185.128	1.02340436	47.75300217	1.01280999	0.252024	0.0033375768	0.0898672524	0.029351698	-0.0048252067	0.0807147101	-0.0318187542	0.0462777368	0.0339727264	-0.0920210258	0.0372043377	0.006332324499999999	0.029397932999999998	0.0657776879	0.0635702434	0.0599458788	0.054985377800000006	0.048799305099999996	0.0415255426	0.0	-0.030633	0.060797	0.0263861	-0.000126416	-0.000611686	0.00021594
6979.4683	6518.5913	9169.01	0.99480617	46.41858673	0.99372429	0.14630262000000002	-0.0096909262	0.0808246959	-0.0013076183	-0.0077450114000000006	0.0545202892	0.0078831964	0.0321844497	-0.042392915499999996	-0.0707711884	-0.0288779763	0.0110641	-0.0132539176	0.0657072678	0.0632918512	0.0593317122	0.053923503399999996	0.0471992193	0.0393229751	0.0	-0.0272633	-0.0222333	0.00625983	0.00055274	-0.00054319	0.000168065
6960.1255	6512.651	9167.805	0.96248126	44.91027451	0.96614337	0.08165488	-0.0079390974	0.0744474639	0.0101467696	-0.0368431873	0.048322524299999996	0.015590528400000001	0.0249768662	-0.056732945800000004	-0.0615729495	-0.0043963119	-0.024675032000000003	0.011992698500000001	0.06563367349999999	0.0630012291	0.058691750599999995	0.0528199524	0.0455421363	0.0370520308	0.0	-0.0184085	-0.0438589	-0.0143116	0.000932396	-0.000319676	0.000176956
6965.1924	6525.309	9175.669	0.99794143	46.56488037	0.99296844	0.183315135	-0.024673914100000003	0.0846836661	-0.0041314928	-0.0030475127000000003	0.067045158	-0.0429069544	0.0708544314	-0.0195164901	-0.0571640435	0.0711170044	-0.0008591897	0.0861454386	0.0655569085	0.0626984332	0.0580262722	0.051675577699999996	0.043830057	0.0347166586	0.0	-0.0138789	0.049576	0.0104386	-0.000153039	-0.000353006	8.371229999999998e-05
6963.6	6509.401	9172.639000000001	1.01637757	47.42512894	1.00857067	0.153576717	-0.0400465869	0.0745612955	-0.0492802922	0.0227591625	0.0463322109	-0.0170752682	0.0749924126	-0.0371989489	-0.070417866	-0.04882089269999999	-0.0321039724	0.006044811	0.0654769766	0.0623835221	0.0573355663	0.050491263700000004	0.0420650491	0.0323209192	0.0	0.0194583	0.0290984	-0.00348902	5.25964e-06	0.000665262	-0.000456407
6933.594	6515.9087	9162.947	1.00489068	46.88913727	0.99929321	0.244239773	-0.0390158707	0.0627531865	-0.021804962999999997	-0.04366456480000001	0.0382516177	-0.0151465282	0.017681752	-0.0686269476	-0.0355364473	-0.0183955126	-0.022494861	0.0108264985	0.0653938816	0.0620565566	0.0566199331	0.0492679257	0.0402492438	0.0298689786	0.0	-0.00424661	-0.0493862	-0.0314363	0.00100191	-8.0028e-05	8.371229999999998e-05
