CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	NonSteadyStateOutlier05	X	Y	Z	RotX	RotY	RotZ
6247.1504	6418.8076	9214.782	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-3.61664e-05	-0.0570823	-0.0361246	8.771849999999998e-05	-0.000451438	0.0
6186.5509999999995	6426.311	9179.508	1.08729029	53.60419846	1.06596947	0.09353337140000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.00705773	-0.039849	-0.0362945	0.000485329	0.000531677	0.0
6120.308000000001	6411.87	9167.373	1.0237143	50.46985626	1.01889384	0.2000210864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-3.61664e-05	0.0203638	0.0215465	-2.90238e-05	-0.000451438	0.0
6112.8335	6410.797	9158.431999999999	1.02095234	50.33368683	1.0056206	0.0625809636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0134748	0.0330087	0.00601078	-0.000212212	-0.000332948	-0.000117556
6085.4927	6408.089	9149.283000000001	0.98283744	48.45459747	0.9898895	0.16734737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0176406	-0.0202964	0.0209603	0.000238221	0.000326181	0.000132429
6092.5044	6415.61	9136.098	1.02062011	50.31731033	1.01572371	0.1873246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0180551	0.0443135	0.00589825	-0.000462212	-0.000280096	0.0
6098.376	6394.1284	9117.190999999999	1.01488912	50.03477097	1.00812447	0.14469715500000002	-0.0190836629	0.0390035975	-0.0201698349	0.024959735099999998	-0.038086304700000004	0.0803595423	0.032085032400000005	-0.0447455396	-0.012473918700000001	0.0138417077	-0.0719561695	0.01035004	0.0668895932	0.0668883542	0.0668862892	0.0668833982	0.0668796813	0.0	0.0	0.0	0.0	0.0	0.0	-0.0180756	-0.0340867	-0.00758766	0.000399747	-8.62441e-05	0.0
6067.6904	6400.4854	9107.49	1.01565695	50.07262421	1.0116992	0.175328205	-0.0150564471	0.056438949800000006	-0.009299712199999999	0.0277681289	-0.060931634900000003	0.0037962967	0.016611011000000002	-0.058050760599999994	-0.0204466953	0.040674198700000004	-0.0515002124	-0.0470863671	0.0668862892	0.06687513860000001	0.0668565555	0.0668305422	0.0667971015	0.0	0.0	0.0	0.0	0.0	0.0	-0.0180597	0.0558646	0.0384195	-0.000212212	-0.000261362	6.617449999999998e-24
6071.2905	6398.1094	9097.766	0.98564088	48.59280777	0.98416138	0.06389765000000001	-0.0016876611999999999	0.047953698499999996	0.0046347983	0.025623938	-0.046867937	0.037766153999999996	0.0081367673	-0.0559930597	-0.0025699915	0.046664234299999996	-0.017578913300000002	-0.0445401969	0.0668796813	0.0668487099	0.0667971015	0.066724872	0.0666320437	0.0	0.0	0.0	0.0	0.0	0.0	-0.0180557	0.0353257	0.0133512	-0.000379459	-0.000350799	-0.000109045
6066.714	6402.847	9096.103000000001	0.99204433	48.90850449	0.99189764	0.086037635	-0.001064941	0.04949318230000001	-0.017830444299999998	0.0009324964	-0.0541819923	-0.0054404862	0.0007964713000000001	-0.055824921500000006	-0.0071392225	0.0429700689	-0.0207664693	-0.027390488199999997	0.06686977	0.0668090734	0.06670795339999999	0.066566471	0.0663847118	0.0	0.0	0.0	0.0	0.0	0.0	-0.0236137	0.0228853	0.0600702	-8.917129999999998e-05	-0.000377871	0.0
