CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	X	Y	Z	RotX	RotY	RotZ
8310.345	6667.5923	9355.865	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.000732604	-0.0789799	-0.008569659999999998	0.000633977	-0.000353851	0.0
8171.5073	6662.0566	9312.687	1.06239736	50.30224991	1.05350184	0.193782574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00358833	0.0401046	0.00212258	-0.000390969	-0.000185099	0.0
8069.7593	6659.884	9275.571	1.01155448	47.89494705	1.00816631	0.03831321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0155084	0.0317239	-0.00558541	-0.000353374	-0.000353593	0.0
8000.1772	6656.1836	9258.708	1.00854146	47.75228882	1.00798559	0.17687695999999997	-0.0664738243	0.0326574958	-0.004753250200000001	0.0547711125	0.0086676693	-0.0595258295	-0.053579916	0.051624718300000004	-0.0017038912	0.0606429	-0.015987489	0.0118546436	0.0666662605	0.06666504200000001	0.0666630113	0.0666601683	0.066656513	0.0666520456	0.0	0.0	0.0	-0.0149242	-0.0837036	0.004391	0.000521036	-0.000210226	0.0
7981.16	6657.7065	9253.11	1.00031161	47.36262131	0.99223977	0.04966459999999999	-0.09062042199999999	0.0204442004	0.0544575704	-0.048205735	0.027866601	-0.04261004349999999	-0.0744649466	0.0705759698	0.052901177300000005	0.0151708266	0.032704854	0.0370752281	0.0666630113	0.0666520456	0.0666337707	0.0666081887	0.0665753023	0.0665351152	0.0	0.0	0.0	-0.00478439	-0.0974278	0.00441788	0.000889789	-6.35048e-05	0.0
7977.5109999999995	6649.696	9251.301	1.0444051	49.45035934	1.02558219	0.23073054	-0.0912979674	-0.0164633176	-0.0081134365	-0.11033659859999999	0.01601657	0.0403837412	-0.0834150979	0.043773609500000005	0.0152223229	-0.09955466240000001	0.015304621499999999	-0.0568712654	0.066656513	0.0666260551	0.0665753023	0.06650427	0.0664129799	0.0663014597	0.0	0.0	0.0	-0.0213875	0.0278095	0.00456145	-0.000371164	-0.000139949	0.000437534
7961.472	6650.4707	9239.286	1.02794397	48.67095947	1.01030993	0.032085680000000005	-0.0587787897	-0.0393654685	-0.0637799676	0.0354836682	0.061072992199999995	0.014607946	-0.07938666400000001	-0.0025685734	-0.0580434617	0.060396444199999996	-0.0211737023	-0.0720405747	0.066646766	0.0665870758	0.0664876318	0.0663484933	0.0661697434	0.0659514889	0.0	0.0	0.0	-0.0284457	0.0410929	0.00257602	-0.000535396	-0.000151952	0.000418596
7937.4746	6652.133000000001	9239.77	1.01330984	47.97806168	1.00656605	0.21039762	-0.0558707126	-0.0310904651	0.026129246600000003	0.0289030342	0.056755577	-0.005676915899999999	-0.06892924	-0.0046097344	0.021922913399999997	0.051395422999999996	-0.0172051129	-0.07159222559999999	0.0666337707	0.0665351152	0.0663707976	0.0661409801	0.06584588940000001	0.0654858167	0.0	0.0	0.0	-0.0215902	-0.0681874	-0.00170505	0.000834554	-0.000426607	0.000263586
7953.283	6667.805	9248.171	1.00350165	47.51366425	0.99508792	0.035109949999999994	-0.0615260945	-0.030593263199999998	0.0302852029	-0.0574380595	0.0479416508	0.0916822642	-0.0735251058	-0.0056252225	0.0614867151	-0.07581869570000001	-0.0121028366	-0.0746055913	0.0666175278	0.0664701835	0.066224851	0.0658818921	0.06544181219999999	0.0649052602	0.0	0.0	0.0	-0.0253408	-0.0525985	0.0100184	0.0007891979999999999	-0.00043283	0.000292947
7961.3364	6662.435	9255.896999999999	1.0244081	48.50354004	1.01785862	0.21580253500000002	-0.045538313399999995	-0.0569932975	-0.0501727543	0.012544004099999999	0.026434937000000002	0.0509005485	-0.06732608150000001	-0.038227859100000004	-0.0733645767	-0.0297136257	-0.0913145097	-0.0325006089	0.066598038	0.06639229320000001	0.06604985599999999	0.06557143139999999	0.0649580043	0.0642108378	0.0	0.0	0.0	-0.0192004	0.0661839	0.00926792	-0.000699563	-0.000382459	2.94939e-05
7939.218000000001	6654.858	9249.33	1.02327299	48.44979858	1.01699495	0.205592595	-0.0305835098	-0.0493330176	-0.024401282000000003	0.0169595393	0.0395440185	0.0014045252999999999	-0.0415015218	-0.0451165479	-0.0053570702	0.0630951	0.05113396519999999	-0.038998255	0.0665753023	0.0663014597	0.06584588940000001	0.06520984	0.0643950551	0.0634037678	0.0	0.0	0.0	-0.025321	-0.0446053	0.00161878	0.000515703	-0.00050197	0.00031539
7955.226	6665.090999999999	9253.31	1.0177213	48.18693542	0.99911171	0.05397148	-0.0539385058	-0.0574941592	0.0566685609	-0.0981603957	-0.0213154316	0.1028743022	-0.0634869584	-0.0078528151	0.0475618175	-0.0584831693	0.0575891613	-0.0780634318	0.0665493219	0.0661977005	0.0656130405	0.0647974	0.0637536504	0.062485465999999996	0.0	0.0	0.0	-0.023196	-0.0761419	-0.001469	0.0007791	-0.000435417	0.000300898
7968.1895	6665.973000000001	9252.971	1.04310131	49.3886261	1.02406025	0.21556601	-0.023474491899999998	-0.0791906015	-0.045226004900000005	0.005576164000000001	-0.0833307725	0.0566724442	-0.0418520546	-0.062200701	-0.0392014414	-0.0839420975	-0.0257391053	0.0109005977	0.0665200979	0.066081036	0.0653514116	0.064334433	0.0630345717	0.0614575434	0.0	0.0	0.0	-0.024414	0.0408565	0.00563941	-0.00049439	-0.00016961	0.000566425
7953.547	6655.8594	9239.898000000001	1.01264584	47.94662476	1.00229359	0.03253754999999999	-0.0107186175	-0.0607272472	-0.0734734403	0.0357677715	-0.0053254196	0.016015421499999998	-0.0326440961	-0.055332350499999995	-0.08758019800000001	0.0071902628000000005	0.0080790007	-0.036222511400000004	0.0664876318	0.0659514889	0.0650611175	0.06382129980000001	0.0622386951	0.06032180349999999	0.0	0.0	0.0	-0.030063	0.0384188	0.00110656	-0.000655224	-0.000327455	0.000486744
7927.505999999999	6655.6074	9238.768	1.01219666	47.92535782	1.00818694	0.22276435	-0.0129835219	-0.0642038939	0.027917268199999998	0.0330689489	-0.027092846299999997	0.0705632003	-0.0302174495	-0.0541375962	0.0254851155	0.052794264699999996	0.0176305968	0.0076615252	0.0664519252	0.0658090843	0.06474228530000001	0.0632584008	0.0613669902	0.0590802386	0.0	0.0	0.0	-0.022151	-0.08339639999999998	0.00316921	0.000883812	-0.00035411	0.000232945
7929.1396	6655.137	9237.351999999999	0.99851662	47.27763367	0.98699361	0.04206098999999999	0.021542224900000004	-0.05823804269999999	0.0850872353	0.0033859238	-0.090513745	0.0134920008	-0.0080257124	-0.057496564900000005	0.0548789642	-0.047567734400000006	-0.0919183541	0.0029300860999999997	0.0664129799	0.0656538502	0.0643950551	0.0626461747	0.0604205191	0.05773502690000001	0.0	0.0	0.0	-0.0266073	-0.06847490000000002	0.00977985	0.0008589929999999998	-0.000508547	0.00037514
7942.291	6662.9146	9236.415	1.01428592	48.02427673	1.00052106	0.11625896	0.0470506914	-0.050037524400000005	-0.012379009299999999	0.0364745475	-0.06634896309999999	-0.0246922229	0.0136884221	-0.0695420657	0.0027209132000000002	0.0144237851	-0.0150391984	0.0502339875	0.0663707976	0.0654858167	0.06401957900000001	0.0619850991	0.0594004349	0.056288528399999996	0.0	0.0	0.0	-0.0246177	-0.025843	-0.00017651	0.000347807	-0.000167505	0.000756534
7927.533	6653.931	9228.748	1.0073297	47.69491577	0.99494529	0.13432312	0.0406690125	-0.043752459699999996	0.0932138505	0.0428496383	-0.0414645792	-0.0191232279	0.015177913500000001	-0.0581263291	0.0493456457	0.011915610600000001	-0.0147175551	0.0413264875	0.0663253806	0.0653050166	0.0636160219	0.0612756893	0.058307980499999995	0.05474328059999999	0.0	0.0	0.0	-0.0299772	-0.0812142	0.00757491	0.000987306	-0.000493359	0.000405067
7946.581	6664.818	9236.099	1.01395082	48.00841141	1.00207877	0.09598689	0.0559047206	-0.01832777	0.0101403209	-0.0087779663	-0.0207941595	-0.0367207816	0.0283433144	-0.0399046269	0.007546408	-0.0459845492	-0.0382556046	0.0573539001	0.0662767309	0.0651114852	0.0631845607	0.060518498600000005	0.0571444867	0.0531019945	0.0	0.0	0.0	-0.0298303	-0.0212012	0.0221712	0.000597807	-0.000493359	0.000369952
7947.076999999999	6655.7764	9238.226999999999	1.03476238	48.9937973	1.02037668	0.11075326999999999	0.0490547125	-0.0038559938	-0.045010687599999995	0.0026337239	-0.010875599199999999	-0.0636093257	0.0420978722	-0.0252736506	-0.0311011007	0.0310763565	0.0334524083	0.042659960999999996	0.066224851	0.0649052602	0.0627253846	0.0597141173	0.055911371200000004	0.051367549500000005	0.0	0.0	0.0	-0.0304721	0.010259	0.0127945	-4.01794e-05	-0.000212741	0.000836839
7937.1914	6651.92	9242.198	1.0312649	48.82819366	1.01222515	0.19748081	0.0453701501	-0.0061176519	0.0673878353	0.023269952799999997	0.0134720632	-0.034436967799999996	0.0373517471	-0.0294278106	0.0608943572	0.0267672775	-0.0143138402	0.0808541532	0.0661697434	0.0646863818	0.0622386951	0.0588631729	0.0546101363	0.0495429884	0.0	0.0	0.0	-0.0243924	-0.0819268	0.00444971	0.00101317	-0.000428773	0.00028881
7946.4883	6653.3423	9244.296	0.99540228	47.13017654	0.98966193	0.06326958999999999	0.057725828300000004	0.011121617299999999	0.026919844300000002	-0.0639241849	-0.0227478525	-0.0318239875	0.0503074885	-0.019881195900000002	0.0294033622	-0.053640175400000004	-0.0148498747	0.0601773729	0.0661114108	0.0644548926	0.0617247057	0.057966328600000006	0.0532423673	0.047631512	0.0	0.0	0.0	-0.0273856	-0.0454395	0.014789	0.000795043	-0.000441446	0.000327006
7962.4155	6661.593000000001	9249.966	1.03874612	49.18241882	1.02058923	0.20179435	0.0630801325	0.0226801617	-0.08049441759999999	-0.023031143100000002	0.0048826971000000005	-0.0574918421	0.0764509897	-0.0072808767	-0.0743053581	-0.0264296772	-0.0170233848	-0.0064786167	0.06604985599999999	0.0642108378	0.0611836417	0.057024284	0.0518097308	0.0456364737	0.0	0.0	0.0	-0.0282483	0.0655192	0.0159677	-0.000683095	-0.000323266	0.000506573
7944.456	6660.606	9243.567	1.04142582	49.30929184	1.02273846	0.20898368	0.0484197346	0.0107528499	-0.0251583427	0.0199094065	0.0059602318	-0.0588130149	0.0538364743	-4.8821899999999994e-05	-0.0391482779	0.0493588166	0.0507355412	0.0222710944	0.0659850821	0.063954265	0.060615740599999995	0.0560377736	0.050313972	0.0435613736	0.0	0.0	0.0	-0.0325339	-0.0482223	0.00269937	0.000678947	-0.000493359	0.000528203
7941.2817	6659.0327	9247.048	0.99818605	47.26198196	0.99178106	0.10033824	0.0397347207	0.0007423619000000001	0.0584300205	0.0209416005	0.005633961099999999	-0.0405202246	0.0528601012	-0.0171913668	0.06378272900000001	0.0300556461	0.007507715600000001	0.07709727549999999	0.0659170921	0.0636852241	0.060021251399999996	0.0550075666	0.0487569134	0.041409852000000004	0.0	0.0	0.0	-0.0208319	-0.101559	0.008717759999999998	0.00099698	-0.000493359	0.000260613
7946.2935	6673.931	9257.596	1.00322676	47.5006485	0.99997079	0.2011577	0.0545085793	0.011173863899999999	-0.009397774000000001	-0.0073675712	-0.0301932019	-0.0557566339	0.0555044734	-0.0106305738	-0.013485118	-0.0656090464	-0.0417823893	0.0412513002	0.06584588940000001	0.0634037678	0.0594004349	0.0539344663	0.0471404521	0.0391856835	0.0	0.0	0.0	-0.025898	-0.00331684	0.0223374	0.000141584	-0.000128522	0.000724976
7956.651	6651.9854	9254.6875	1.02898896	48.7204361	1.01032257	0.16693397	0.0415377454	-0.0002263107	-0.0856647098	0.0075688635	-0.0278954251	-0.0026154116	0.050549213499999995	-0.0119223822	-0.1063863349	-0.0018816622	0.022771835600000002	0.0248656032	0.0657714774	0.0631099507	0.058753563499999995	0.0528193096	0.0454665573	0.036892769900000004	0.0	0.0	0.0	-0.0285322	0.0594801	0.00201077	-0.00077264	-0.000493359	0.000380513
7935.1646	6655.7964	9251.3545	1.02096808	48.34066391	1.00990129	0.19853733	0.036518975	-0.0127339005	-0.0304856242	0.0404505375	-0.031067529500000003	0.016132833500000002	0.04886128	-0.0248071351	-0.0438395475	0.049895931500000004	0.0393528718	-0.0214652369	0.0656938599	0.0628038302	0.058080920700000004	0.051662965899999996	0.043737268600000004	0.034535134	0.0	0.0	0.0	-0.0290473	-0.0649737	-0.00248766	0.000576975	-0.000493359	0.000412298
7935.786999999999	6655.9624	9252.229	1.00070524	47.38125992	0.98968768	0.07769651000000001	0.0435576212	-0.0112677671	0.056230176500000006	0.013368829099999998	-0.0416646558	-0.030658361000000002	0.032363832	-0.0298699917	0.0617665566	-0.0048359902	0.055826143099999996	0.054239735	0.0656130405	0.062485465999999996	0.057382801799999994	0.050466337	0.0419546927	0.0321169116	0.0	0.0	0.0	-0.0208134	-0.08809659999999998	0.0114591	0.0010239200000000002	-0.000424171	0.000280572
7961.4536	6665.5996	9254.171999999999	1.01620376	48.1150856	1.00323915	0.17331546999999997	0.06767273480000001	-0.0264468426	-0.0224604072	-0.0165640059	-0.0599509795	-0.0375324471	0.053437979100000005	-0.0468983338	-0.0036210988	-0.0598853996	0.0190944444	0.0325491762	0.0655290233	0.0621549201	0.0566595129	0.049230355999999996	0.040121001499999996	0.029642345299999998	0.0	0.0	0.0	-0.0249985	-0.00162908	0.0232622	0.000253269	-0.000238874	0.000741819
7949.135	6657.444	9239.461	0.99848944	47.27634811	0.99196953	0.11395878	0.0651136464	-0.0145339027	-0.0034945464	-0.0308744383	-0.011215465400000001	-0.0613919926	0.057057807	-0.0455259584	-0.0172032249	0.028630621800000002	0.096895599	0.0096510214	0.06544181219999999	0.061812257	0.055911371200000004	0.0479559867	0.0382384291	0.0271157762	0.0	0.0	0.0	-0.0291551	-0.0448193	0.00266624	0.000645975	-0.000493359	0.00046869
7945.6626	6654.295	9227.575	0.99352062	47.04108429	0.9859466	0.061280621	0.059092921900000005	0.0209233692	0.0518075405	-0.0406263369	0.0588011949	-0.0274733352	0.0500456753	-0.0331732034	0.0566896343	0.0073439297	0.0634787226	-0.0340783136	0.0653514116	0.0614575434	0.055138705	0.046644222699999995	0.036309269	0.024541636800000002	0.0	0.0	0.0	-0.0208102	-0.0710742	0.000342019	0.0009801	-0.000493359	0.000315683
7966.2134	6652.335999999999	9229.818000000001	1.010602	47.84985352	0.9917497	0.06390753100000002	0.051917415999999994	0.0465853925	-0.0047592686	-0.0781895031	-0.016385154	0.055314327999999996	0.0674736467	-0.0055541686	0.0368302378	-0.0395746863	0.0092659207	-0.036382439100000004	0.0652578259	0.061090848600000004	0.054341852999999996	0.045296087	0.0343358717	0.0219244431	0.0	0.0	0.0	-0.0282873	-0.0369858	0.0137771	0.00083725	-0.000493359	0.000350972
7935.223000000001	6649.8467	9228.405999999999	1.01275706	47.95188904	0.99816853	0.023326663	0.013498278	0.0805248808	-0.00105657	0.0084370411	0.0014211169	0.079980985	0.042899804900000005	0.060688718499999995	0.0060477378	0.012942244299999999	0.0086192158	-0.06275257719999999	0.0651610596	0.0607122441	0.053521165	0.043912630700000004	0.0323206413	0.0192687865	0.0	0.0	0.0	-0.0290209	-0.0333047	-0.000231013	0.0007391729999999998	-0.000493359	0.000350972
7928.868	6656.4155	9223.398000000001	0.99724674	47.21751022	0.99006552	0.075505873	-0.011993556200000002	0.07565664450000001	0.0825562956	0.0267982218	-0.04680078519999999	0.033665311	0.0232774176	0.0600224571	0.0759405384	0.0181684942	-0.0645754834	0.04589911309999999	0.0650611175	0.06032180349999999	0.0526770008	0.0424949326	0.030266033300000002	0.0165793258	0.0	0.0	0.0	-0.0207986	-0.0757851	0.00413331	0.000903267	-0.000365692	0.000233956
7939.0786	6666.494000000001	9234.258	1.01455891	48.03720474	1.00023007	0.10136619	-0.057518596799999995	0.0735747486	0.028447196	0.011601205900000001	-0.0770074426	-0.0315158652	-0.0130357876	0.0900613495	0.0301750859	-0.0521118346	-0.061741239100000005	0.0628149445	0.0649580043	0.059919603099999996	0.0518097308	0.0410440984	0.0281745508	0.0138607794	0.0	0.0	0.0	-0.0208033	-0.0206924	0.0268314	0.000472748	-0.000366694	0.000273849
7939.316	6664.7617	9240.561	1.02623558	48.59006882	1.01272023	0.1430708	-0.051791858899999994	0.060099106299999996	-0.045629990700000005	0.0950663542	0.006662749599999999	0.0218657	-0.027961743900000002	0.0777175474	-0.082501563	0.040625974700000005	-0.1245022748	0.0344919176	0.0648517252	0.0595057212	0.050919735199999996	0.0395612591	0.0260487419	0.011117916399999999	0.0	0.0	0.0	-0.0208119	0.0541031	0.0172903	-0.000532618	-0.000274672	0.000350973
7936.516	6649.09	9242.351999999999	1.05643845	50.02010727	1.02820492	0.2015791	-0.0239328125	0.0486007531	-0.016229367800000002	0.074724098	0.0718253319	0.0436250318	-0.0157100151	0.0486769903	-0.016074354	0.062181435199999996	-0.0710705418	-0.0446429817	0.06474228530000001	0.0590802386	0.0500074046	0.0380475712	0.0238911966	0.0083555489	0.0	0.0	0.0	-0.0250746	-0.0656469	0.0135211	0.000815804	-0.000402194	0.000350973
7920.4062	6659.9014	9246.308	0.98824543	46.79131699	0.98431075	0.05419220000000001	-0.0310852413	0.055720612999999995	0.0650289001	0.028697598300000002	0.0219706119	0.0513078335	-0.0178230535	0.055065190300000004	0.0801151318	0.029514583599999998	-0.0649189229	-0.0110572601	0.06462969	0.0586432382	0.0490731391	0.036504214900000005	0.021704543599999997	0.0055785229000000006	0.0	0.0	0.0	-0.0207922	-0.096296	0.0117384	0.00114258	-0.00037941	0.000350973
7976.97	6666.106	9252.916	1.06283605	50.32302094	1.02693546	0.1121924	-0.0672022172	0.0779286655	0.0007166789999999999	-0.0705864082	-0.10978551210000001	-0.055669983	-0.0281175062	0.0973800523	0.026241667799999997	-0.10538788019999999	0.0965785711	0.038952337999999996	0.06451394469999999	0.0581948052	0.0481173485	0.0349323937	0.019491447	0.0027917102000000003	0.0	0.0	0.0	-0.0236451	-0.0327872	0.0210015	0.000510994	-0.000333558	0.000297059
7943.7715	6664.31	9243.777	1.05632174	50.01458359	1.03157711	0.040017849999999994	-0.0543621537	0.0516331101	-0.0708762901	0.0679567449	0.0045462775	-0.0431776339	-0.028345696200000003	0.0666350676	-0.0678307906	0.0381038134	0.0352629261	0.0034960415000000002	0.0643950551	0.05773502690000001	0.0471404521	0.033333333300000004	0.017254603	-0.0	0.0	0.0	0.0	-0.0351885	-0.0250936	0.0109064	0.000510994	-0.000493359	0.000350973
7931.665	6648.0312	9239.878	1.05203533	49.81163025	1.03334808	0.08176362000000001	-0.0733287988	0.046433056900000005	-0.0225634885	0.1228845788	0.0292380251	0.0007655615	-0.0455893837	0.0687688155	-0.022923361	0.08889559080000001	-0.0338113373	0.0374262627	0.0642730269	0.057263993099999994	0.0461428783	0.0317082806	0.014996737	-0.0027917102000000003	0.0	0.0	0.0	-0.0322359	-0.0645262	0.00875878	0.00125561	-0.000493359	0.000350973
7944.781999999999	6655.2095	9259.785	1.06216824	50.29140091	1.03244531	0.02873779999999998	-0.0284960089	0.032009429900000004	0.0578277459	0.0712246159	0.10190289150000001	0.0797763144	-0.032557967400000005	0.0426168272	0.043271110300000006	0.0569993619	-0.1480282708	-0.0314420456	0.0641478662	0.0567817956	0.0451250646	0.0300585027	0.0127205997	-0.0055785229000000006	0.0	0.0	0.0	-0.0306233	-0.08075169999999998	0.00913723	0.00136718	-0.000493359	0.000449828
7966.1143	6664.0728	9275.14	1.01021814	47.83167648	1.00075138	0.05009331999999999	-0.0290959129	0.0560440159	0.0184524374	-0.0611583194	0.0089060331	0.0609126556	-0.011247445600000001	0.055385373499999994	0.038708881	-0.0665580558	-0.0393813666	-0.024626207999999997	0.06401957900000001	0.056288528399999996	0.0440874577	0.028385286099999997	0.010428964300000001	-0.0083555489	0.0	0.0	0.0	-0.0318768	-0.052566	0.0119074	0.00116814	-0.000433575	0.000350973
7961.6387	6647.7764	9274.452	1.04073179	49.27643585	1.02543187	0.20637607	-0.0186543416	0.0684541957	-0.09543819880000001	-0.0256095686	-0.0238946654	0.0379954586	0.0021486679000000002	0.0625559825	-0.0790605514	-0.044640279299999995	0.07713851599999999	-0.0071025478	0.0638881716	0.055784287599999996	0.0430305125	0.026689935499999998	0.0081246229	-0.011117916399999999	0.0	0.0	0.0	-0.0318754	0.0705246	0.00498778	-0.000299365	-0.000493359	0.000350973
7955.084	6652.933000000001	9253.568000000001	1.03142715	48.83588028	1.01703262	0.16829181	-0.0039341857000000004	0.0622984846	-0.0687297575	-0.0011925634	0.0526828796	0.0090963433	0.0125001276	0.0632655313	-0.0690600235	0.043868502000000004	0.07077627660000001	0.010261429499999999	0.0637536504	0.055269171500000006	0.0419546927	0.0249737729	0.0058103828000000005	-0.0138607794	0.0	0.0	0.0	-0.0351706	-0.0339461	0.00279687	0.000736435	-0.000493359	0.000481873
7925.229	6666.6387	9248.561	0.98722726	46.74310684	0.98742157	0.0817241	0.0173528448	0.047851758700000004	0.0312307741	-0.0112623772	0.07878476570000001	0.0168788338	0.028717949700000002	0.0323514317	0.016301756100000002	0.058220502800000004	0.0672545172	-0.035512026099999996	0.0636160219	0.05474328059999999	0.0408604702	0.0232381365	0.0034890637	-0.0165793258	0.0	0.0	0.0	-0.0292445	-0.07648739999999998	0.00513632	0.00122388	-0.000493359	0.000350973
7953.1445	6654.8823	9239.931999999999	1.02484977	48.52445221	0.99791402	0.01673915999999999	-0.0098593507	0.09269448779999999	0.0519953359	-0.0320307785	-0.0820604972	0.0724394714	0.0234968832	0.0722028597	0.0592597299	0.006457421999999999	0.014280318200000001	-0.0701589245	0.0634752928	0.0542067174	0.039748325	0.021484379700000004	0.0011634938	-0.0192687865	0.0	0.0	0.0	-0.0295583	-0.0764687	0.00519298	0.00141429	-0.000430706	0.00042491
7982.736999999999	6662.121999999999	9231.213	1.07367694	50.83631516	1.02988148	0.07474157	-0.0654715113	0.056474984400000004	-0.0096926946	-0.0937420098	-0.0669910469	-0.0342363533	-0.0178957782	0.0916636828	0.0266959115	-0.09604428289999999	0.0889627499	0.0055258312	0.0633314701	0.0536595865	0.0386187448	0.01971387	-0.0011634938	-0.0219244431	0.0	0.0	0.0	-0.0318754	-0.029854	0.00521125	0.00103505	-0.000493359	0.000350973
