CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
7327.6167	6513.946	9308.903	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.62185e-07	0.023091	-2.984e-06	-0.000410317	-0.000411992	0.0
7221.7627	6507.026999999999	9260.235	1.08274889	56.18513489	1.02059412	0.12410345637099998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.44556e-07	-0.0214838	0.00375584	0.00035091	0.000342168	0.0
7164.786999999999	6508.361999999999	9245.473	1.08328271	56.21283722	1.0128696	0.220761059556	-0.0447278183	0.0347795123	-0.0173789095	0.014823154199999999	-0.1001556675	0.047190196799999994	0.0051079939	-0.0754456845	-0.0499245963	0.0223495211	-0.0178631673	0.0722482152	0.0665923119	0.06659110019999999	0.0665890807	0.0665862534	0.0665826184	0.0665781756	0.0	0.0	-0.0142921	0.0643239	0.0226261	-0.000660213	-0.000587493	9.50211e-05
7137.7417	6518.9683	9233.954	1.03751481	53.837883	0.98606068	0.099247695	-0.0107093034	-0.0588722904	-0.0353285706	-0.0499226529	0.0153432767	0.1061558142	-0.037014229700000005	0.0012317394999999999	0.049311995899999995	-0.0147337871	-0.0191431979	0.0409903273	0.0665890807	0.0665781756	0.0665600019	0.0665345614	0.066501857	0.0664618922	0.0	0.0	-0.0228255	0.0244117	0.0109807	-0.000253506	-0.000630772	0.000428169
7138.965	6517.8213	9239.694	1.03611803	53.76540375	0.98987681	0.17659485	0.0648875231	0.0030616096999999997	0.07018604519999999	0.0390126798	-0.0293945556	0.04700197	-0.016804215600000002	0.0685055664	-0.0070736391	-0.0707707601	0.0622750697	0.022841194	0.0665826184	0.06655232900000001	0.066501857	0.0664312176	0.0663404322	0.0662295284	0.0	0.0	0.0161403	0.050841	0.0204911	-0.00074195	0.0003654	-0.000121002
7114.0312	6531.908	9237.511999999999	1.01938939	52.89733505	0.98050433	0.050740870000000014	0.0261898117	0.0447460143	-0.0288186711	-0.0119692526	0.0067399362	-0.0184261662	0.0673957961	-0.013415257600000001	0.026246214500000004	0.034386233100000003	-0.0705753979	-0.0044774753	0.0665729253	0.0665135654	0.0664146714	0.0662763021	0.0660985399	0.06588149019999999	0.0	0.0	0.015843	0.043114	0.00262668	-0.000597466	0.000651366	-0.000187595
7143.3047	6524.8057	9227.892	1.03466976	53.69025421	0.99758399	0.16392372	-0.0585745154	0.0343812291	0.0072557232	0.0108358096	-0.046767618399999995	-0.0327919053	-0.0163750062	-0.06788823320000001	0.011327603600000001	-0.049114047	0.030519511699999998	0.0083965525	0.0665600019	0.0664618922	0.06629848320000001	0.0660699354	0.0657764733	0.0654183853	0.0	0.0	-0.0274557	0.0499521	0.0214836	-0.00040555	-0.000670072	0.000197651
7118.6759999999995	6517.133000000001	9220.591999999999	1.05138648	54.55770493	0.99113786	0.04368095	-0.0460691959	-0.0402262008	0.0160103531	-0.0564364968	0.0438048595	0.0021893067	-0.060927841399999995	0.008960112	-0.0015035587	0.06544883650000001	0.0210610852	-0.0025546087	0.0665438488	0.0663973196	0.0661533431	0.06581227740000001	0.06537462320000001	0.0648410227	0.0	0.0	-0.0275977	0.0338275	0.0106045	-0.000289506	-0.0008297969999999998	0.000142715
7138.233	6514.545999999999	9227.402	1.03150928	53.52625275	0.98670518	0.07804901999999998	0.055101816799999995	-0.0395443871	-0.00033021470000000003	0.054807860300000004	-0.0489374614	0.0536200409	-0.019431269299999998	0.069385605	0.022501875	-0.023193232799999998	-0.010263435500000001	0.05407583269999999	0.06652446690000001	0.06631986	0.0659793144	0.0655035283	0.06489347690000001	0.0641504106	0.0	0.0	-0.0175476	0.0499516	0.00582765	-0.00040555	-7.33561e-05	7.32405e-05
7119.418000000001	6521.4004	9236.925	1.04330873	54.13853836	0.98206377	0.03544626	0.0339390487	0.0548261267	-0.022952926800000002	-0.0187991923	0.0555010982	0.0193236013	0.0752644646	-0.0035244025	0.026945812000000003	-0.0294502112	0.0106189427	0.0071205549	0.066501857	0.0662295284	0.0657764733	0.0651439278	0.0643336182	0.0633477554	0.0	0.0	-0.0249004	0.0499536	0.00463181	-0.000354932	-0.000492767	0.000141124
7138.4536	6507.9	9235.597	1.06051147	55.03120804	0.98860031	0.11830127	-0.07457406379999999	0.0148564704	0.0487508096	0.0337236469	-0.0282266127	-0.0069696722	-0.022815085899999997	-0.0712423635	0.08252448309999999	0.0226611629	0.011246277399999999	-0.0103817891	0.06647602030000001	0.0661263425	0.0655449082	0.0647337551	0.063695726	0.062434459000000005	0.0	0.0	-0.0284111	-0.00833509	0.00470554	0.000488323	-0.000707921	0.000211278
