CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
6843.486999999999	6468.66	9722.744	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00626811	-0.0289968	-0.01671	0.0	-7.36089e-05	0.000117107
6754.1074	6448.8096	9655.162	1.05990505	50.37943268	1.06183136	0.11388054310000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.40331e-05	0.022374	0.0182305	0.0	5.17681e-05	-0.000183258
6692.331	6442.095	9628.711	1.05940259	50.35554886	1.04399192	0.1232290751	-0.05125975730000001	0.012023164199999999	-0.0118261996	0.0208043654	-0.013102965	0.0380884697	-0.052629148099999995	0.0383674522	-0.06347735139999999	-0.0038303049	0.0023921016	-0.026921719900000002	0.0665923119	0.06659110019999999	0.0665890807	0.0665862534	0.0665826184	0.0665781756	0.0	0.0	0.0214418	-0.0150207	0.000528663	0.000800903	8.96859e-24	-0.000102395
6657.719	6433.847	9608.879	1.00770688	47.89834976	1.01664078	0.03605971300000001	-0.0556308046	0.0114711146	-0.0091838331	-0.01118811	-0.0050881348	0.0209483934	-0.0726049644	0.0186413146	-0.0112758847	0.0042188057	-0.0600311678	-0.034846514	0.0665890807	0.0665781756	0.0665600019	0.0665345614	0.066501857	0.0664618922	0.0	0.0	0.0270425	-0.0150227	-0.0108687	0.000522105	-0.0	0.0
6645.8859999999995	6439.5005	9600.24	0.97357929	46.27619553	0.9819048	0.02134835	-0.0510891949	0.0186425255	-0.0383270778	-0.012681381100000002	0.031543359900000005	-0.005895559599999999	-0.0397973425	0.0233010115	-0.0811893787	-0.0095333055	-8.19409e-05	0.0468024608	0.0665826184	0.06655232900000001	0.066501857	0.0664312176	0.0663404322	0.0662295284	0.0	0.0	0.0286974	-0.009346	-0.0103907	0.000413655	0.000162325	0.0
6642.9169999999995	6449.5166	9596.829	1.00208056	47.6309166	1.00554931	0.16183108499999999	-0.0576915914	0.030266747099999998	-0.0359388415	-0.0384712715	0.0439747329	0.0187619248	-0.0449922231	0.059791354000000005	-0.0077867093999999994	-0.08627905050000001	0.0119807867	0.019914252900000002	0.0665729253	0.0665135654	0.0664146714	0.0662763021	0.0660985399	0.06588149019999999	0.0	0.0	-0.00890786	0.0454486	0.017654699999999995	-0.000169504	-8.22325e-05	0.0
6613.9194	6435.1206	9580.65	0.99763513	47.4196167	1.0014894	0.126376	-0.0338650218	0.0257541535	-0.025624893399999998	-0.0386787221	0.0215686888	0.0731619951	-0.0211853786	0.0412747182	-0.0183385859	0.0015369606	-0.074940831	-0.0315537249	0.0665600019	0.0664618922	0.06629848320000001	0.0660699354	0.0657764733	0.0654183853	0.0	0.0	0.0179986	0.00473574	0.00160791	9.92253e-05	0.000161321	-0.000341915
6617.986	6431.9043	9579.568000000001	0.98391032	46.76725006	0.98608488	0.017478745000000004	-0.0531553906	0.0168795439	0.0176714069	-0.0236878974	-0.0017136095000000002	0.10632338390000001	-0.059808760499999995	0.0156522296	-0.0088599241	0.0249440352	-0.0009235811	0.024633908	0.0665438488	0.0663973196	0.0661533431	0.06581227740000001	0.06537462320000001	0.0648410227	0.0	0.0	0.0195281	-0.00389036	0.00159735	0.000204383	0.00015465	-0.000307492
6643.26	6428.784000000001	9592.534	0.96562201	45.89796829	0.97796524	0.051288620000000014	-0.04347710849999999	0.0191237619	0.0418863631	-0.009021117	-0.0045531868	0.08781291	-0.0606429808	0.0336222731	-0.0524216477	0.0184716975	0.031769237400000004	-0.0035257004	0.06652446690000001	0.06631986	0.0659793144	0.0655035283	0.06489347690000001	0.0641504106	0.0	0.0	0.019562	-0.0138792	-0.00708793	0.000183796	0.000478183	0.0
6648.4556	6439.9946	9606.173	0.96152991	45.70346451	0.97595352	0.037321002	-0.041453255	0.0161811891	0.046095083499999995	-0.034725987	-0.0121997652	0.059428160599999995	-0.032261173	0.040698711400000004	-0.016491719499999998	0.0327675832	0.0665158868	0.0412938561	0.066501857	0.0662295284	0.0657764733	0.0651439278	0.0643336182	0.0633477554	0.0	0.0	0.016489799999999995	0.000764537	-0.00225361	7.22861e-05	0.000399616	-0.000105338
6646.1694	6449.718000000001	9615.815	0.98759234	46.94226456	0.99676472	0.126161528	-0.0520041008	0.023294919	0.0480812235	-0.0417879511	-0.014052447099999999	0.0463329337	-0.0326045335	0.0335142457	0.0343984274	-0.054937893	0.0301637125	-0.0154466528	0.06647602030000001	0.0661263425	0.0655449082	0.0647337551	0.063695726	0.062434459000000005	0.0	0.0	0.0012653	0.04409	0.0219192	-0.000360947	-0.0	-0.000141264
