CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	NonSteadyStateOutlier05	NonSteadyStateOutlier06	NonSteadyStateOutlier07	NonSteadyStateOutlier08	NonSteadyStateOutlier09	X	Y	Z	RotX	RotY	RotZ
6951.214	5665.161999999999	8444.738000000001	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00166587	1.5958	1.53398	0.013466100000000003	-0.00370774	-6.45703e-05
6902.807	5697.6216	8432.118	0.95383883	59.3868866	0.99875814	0.3529245149999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0116892	1.71616	1.66753	0.0127551	-0.00334975	-0.000775404
6815.437	5680.8	8405.466	1.03369355	64.35871887	1.05294955	0.4085173669999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000506722	1.56865	1.48	0.013071	-0.00351624	-3.21651e-05
6737.993	5664.681	8361.765	0.93944466	58.49069214	0.98411351	0.1747510419999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00952633	1.61826	1.56958	0.0133675	-0.00366056	3.75747e-05
6759.9766	5680.991	8365.164	0.89523739	55.73830795	0.95884758	0.13389237000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0130952	1.66236	1.64962	0.0132461	-0.00366283	3.75747e-05
6778.929	5682.7056	8384.51	1.00802004	62.76026154	1.02972031	0.22255453499999975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.015441	1.75195	1.69012	0.0135191	-0.00295233	-0.0007812999999999999
6768.347	5672.672	8410.038	1.15009677	71.60608673	1.12071466	0.5799265500000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0177787	1.55022	1.43545	0.0147716	-0.00288118	0.000318827
6727.272	5682.1772	8438.545	1.23351705	76.7999115	1.15608776	0.25933807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.00729668	1.43126	1.35876	0.0154421	-0.00254344	0.000374708
7271.508000000001	5840.4775	8776.665	2.27737021	141.79118347	2.10388803	2.26941322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0448101	0.616936	0.380778	0.0079254	-0.0014250300000000003	0.000217942
6944.1646	5816.246	8663.158000000001	2.08670449	129.92015076	1.89362335	1.63941335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0445377	-0.133522	-0.119394	0.000907976	-0.0007320099999999998	0.000277717
6674.885	5752.764	8530.284	1.04912698	65.31961823	1.10957611	0.1231029	-0.0349275265	0.0259131969	-0.0291864542	0.029061782400000003	-0.07626637730000001	0.095454305	-0.0187171921	0.0296338273	-0.053543703	0.019841108899999998	0.1353411651	-0.1388405306	0.0671908917	0.0671896245	0.0671875126	0.0671845559	0.0671807546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0402222	-0.0689539	-0.117336	0.000357318	-0.000554607	0.000592882
6694.003000000001	5758.2686	8527.436	0.97160798	60.49321365	1.03111041	0.3119176	-0.0369196042	0.0166246682	-0.0230952194	0.040675478	-0.0668224259	0.0848546452	-0.0072087847	0.0238479053	-0.0357289419	0.0057734906	0.1406609749	-0.1438777852	0.0671875126	0.0671761085	0.0671571032	0.0671304988	0.0670962983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0245692	0.100871	-0.0953529	-0.00107272	-0.00022928	0.000259115
6775.647	5778.396	8555.055	0.98953336	61.60926437	1.04388154	0.3471544	-0.042031241399999995	0.0345233737	-0.0404228542	0.0321138229	-0.0528758279	0.109930901	0.0023160761	0.0396056567	-0.0289252744	-0.0048434672	0.1612927358	-0.10260664480000001	0.0671807546	0.0671490793	0.0670962983	0.0670224282	0.066927492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017899499999999995	-0.0486109	-0.146685	-0.000276237	0.000620678	-0.000171878
6813.338000000001	5806.468000000001	8549.579	0.99285281	61.81593323	1.04506493	0.1289593	-0.05205198849999999	0.0056611672	-0.0295924395	0.055514886799999996	-0.002158813	0.0951317972	0.0286463644	0.0165823205	-0.023685175699999998	0.021016442200000002	0.1316610294	-0.07498680469999999	0.06717061790000001	0.0671085423	0.0670051254	0.0668604309	0.0666745479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023815	-0.0486359	-0.0664877	0.000330089	0.000370574	-0.000171878
6857.316999999999	5796.754	8544.099	0.94951862	59.11790848	1.0186373	0.248129825	-0.0453668384	-0.034605941800000005	-0.0372936504	0.0632887433	0.0166363442	0.086151505	0.044425315	0.0008671094	-0.0260258269	0.022989625299999997	0.1171430715	-0.0247590932	0.0671571032	0.0670545056	0.0668836256	0.0666446373	0.066337784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0179559	0.0873921	0.00386966	-8.98393e-05	0.000668353	-0.000171878
6894.406999999999	5784.8240000000005	8552.973	1.0232538	63.70872498	1.06188965	0.07654725499999998	-0.054816366	-0.022079955800000002	-0.0386710407	0.0468995525	0.010324850600000001	0.0611231196	0.0488597213	0.0031138302000000002	-0.0115355857	0.0110584762	0.1253476626	-0.037344995	0.0671402111	0.0669869801	0.06673185400000001	0.066375221	0.0659176235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017950899999999995	0.107746	0.00393523	-0.0008834319999999999	0.0008107379999999998	-0.000358356
6850.602	5784.012	8546.011999999999	1.11325824	69.31248474	1.12287843	0.41991608	-0.069936162	0.0105033817	-0.0624764083	0.0651513086	0.0094689864	0.12242911449999999	0.0216454677	0.0381431463	-0.025247289	0.0166195822	0.1630363387	-0.0023836966	0.0671199425	0.06690597940000001	0.0665498794	0.0660523989	0.0654145948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199453	-0.124329	-0.0885785	0.000560175	0.000574164	-0.000171878
6853.2007	5768.609	8521.8955	0.93473178	58.19726562	1.0078218	0.0976847	-0.0465478587	-0.0167019836	-0.047130558200000006	0.058739382	0.0314288388	0.09844041640000001	0.027744328500000002	0.011492428899999999	-0.033881581800000005	0.032336826400000004	0.1294381884	-0.026159841	0.0670962983	0.06681151980000001	0.066337784	0.0656764306	0.0648293301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129014	-0.110673	-0.0195289	0.000693389	0.000548674	-0.000171878
6877.366	5771.493	8531.033000000001	0.99957526	62.23448181	1.04929137	0.3277396	-0.0515200513	-0.0394227749	-0.035048684	0.0603868033	0.0331848262	0.0578664456	0.046525972699999994	-0.0022255712	-0.031496560699999995	0.029865281299999998	0.1282149888	-0.0073090722	0.0670692798	0.0667036203	0.0660956638	0.0652476187	0.0641625653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017934	0.0772535	0.0261858	-0.000455509	0.000871805	-0.000481165
6873.165	5760.816999999999	8523.12	1.02085638	63.5594635	1.05919516	0.30864155	-0.06030037	-0.0039549885	-0.0393533274	0.0696283212	-0.0029823387	0.0673930675	0.0281032409	0.0365586877	-0.0193032901	0.0065284237	0.12525634130000002	0.015691536699999998	0.0670388883	0.0665823026	0.0658236285	0.06476630809999999	0.0634151387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0235756	-0.08189689999999998	-0.0588258	0.000135609	0.000595451	-0.000171878
6850.649	5752.772	8499.789	0.95454216	59.43067932	1.02083886	0.12279548999999998	-0.049075595599999994	-0.018090001	-0.0291735926	0.0719289176	0.0085227034	0.0702386561	0.0393692876	0.0026677908	-0.035954590099999996	0.0337796542	0.0864045182	0.0025671498999999998	0.0670051254	0.06644759110000001	0.0655218011	0.0642328862	0.0625879897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01795	-0.0525919	0.009641640000000003	0.00040078	0.000472673	-0.000171878
6889.4673	5774.6475	8523.288	1.02386928	63.74705124	1.0631181	0.35628606	-0.0391544919	-0.056787501	-0.013194611	0.0538292132	0.0249349968	0.06294726490000001	0.058839308099999994	-0.0168626196	-0.0251956404	0.0393434235	0.070122405	0.0423743281	0.0669679926	0.0662995129	0.0651903183	0.0636477822	0.0616821583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0179925	0.148836	0.0897077	-0.00076829	0.000303901	-0.000329028
6868.9155	5769.315	8514.6	1.04500699	65.06310272	1.07540953	0.17052345	-0.0662747062	-0.029170113799999998	-0.0265461875	0.0598599388	-0.0069843014	0.0750014734	0.042402143600000004	0.0320102956	-0.0075630966	0.014732446399999998	0.1056756967	0.0302625555	0.066927492	0.0661380977	0.0648293301	0.0630114668	0.0606987832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0250836	0.0934462	0.021769	-0.000625021	0.000908821	-0.00027514
6874.4927	5760.6025	8501.827	0.99995178	62.25792313	1.04182231	0.08166630000000001	-0.053638827800000004	-0.021246424	-0.010762391000000001	0.0766935171	0.0030904626	0.0715180296	0.0512934547	0.0218303181	-0.0144216849	0.0330408315	0.08291093440000001	0.0379576431	0.0668836256	0.0659633782	0.0644389999	0.062324452	0.0596391007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0179932	0.09814800000000003	0.0529553	-0.000470025	0.000393323	-0.000171878
6885.8276	5761.4097	8507.219000000001	0.95419085	59.40880585	1.01063025	0.11345035	-0.048700155599999996	-0.05978543	0.0096271235	0.0527506109	0.0090409817	0.0201372495	0.0597275683	0.0088009385	0.0015666332999999999	0.0423027768	0.0564966066	0.0118842756	0.06683639549999999	0.0657753893	0.06401950440000001	0.0615872906	0.0585044429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0180188	0.144764	0.100436	-0.000646196	0.000236657	-0.000225602
6892.7266	5763.493	8525.101	1.00911736	62.82857895	1.04994953	0.1268644	-0.0368203728	-0.0517673864	0.0147549861	0.0498413514	0.0084377221	-0.006928576	0.058519686900000006	0.0061249818	0.0031501062	0.023057271400000003	0.0272707493	-0.0139260332	0.0667858041	0.0655741689	0.0635710333	0.060800575700000005	0.0572962364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0179814	0.21986	0.128214	-0.000947329	0.000255895	-0.000384291
6856.915	5764.0117	8529.124	1.07217026	66.75431061	1.0912112	0.2823226	-0.0665389594	-0.034314750299999995	-0.0236151622	0.0690052571	0.0046097475	0.07166514730000001	0.0556501561	0.0434371953	-0.0112492002	0.0232039159	0.0836083446	0.01378255	0.06673185400000001	0.0653597576	0.0630937897	0.059964940300000005	0.0560159999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022023	0.0922465	0.0430855	-0.000160072	0.00064095	-0.000245823
6865.9243	5777.0327	8525.753	0.9928835	61.81784439	1.03977954	0.1565103	-0.027426347	-0.059533016200000004	0.0195795689	0.0337335129	0.0178483659	0.0538192193	0.0541385025	0.012007896	0.0006761511	0.0312824444	0.04701951769999999	-0.0004713086	0.0666745479	0.0651321984	0.0625879897	0.0590810568	0.054665343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100507	0.126419	0.102749	-0.000563224	0.000104007	-0.000171878
