CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	NonSteadyStateOutlier05	NonSteadyStateOutlier06	NonSteadyStateOutlier07	NonSteadyStateOutlier08	X	Y	Z	RotX	RotY	RotZ
6993.835999999999	6151.191999999999	8734.403	1.0536207	52.42557907	1.02202749	0.06570113	0.0061326311	0.055318292699999994	0.0640877112	0.0947804317	-0.0901840973	-0.0501692354	-0.0027609903999999998	0.0558313029	0.1087589226	0.0405092696	0.0405508048	0.0388424267	0.0664777718	0.0645763941	0.061447611799999996	0.057150893700000004	0.0517679077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064435	-0.0579993	-0.00649387	-0.000338039	0.000479011	0.000566175
6959.735	6146.868	8735.997	1.01168108	50.33876801	1.00064206	0.11054716	0.0243503963	0.0337311061	-0.055045348200000004	0.036869311200000005	-0.0400862265	-0.0497789533	0.024103043199999997	0.0321228662	-0.0218297882	0.0246828504	0.0993924569	0.0628826271	0.0664107933	0.0643111596	0.060860802900000004	0.056132191	0.0502246384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0642469	-0.00493662	-0.0146304	-0.000945735	0.000438823	0.000901488
6981.8859999999995	6146.4824	8733.983	1.00917661	50.21415329	1.00292993	0.12719767999999998	0.049412946900000004	0.0045518219	-0.05328795309999999	-0.0098369387	0.0393245944	-0.0382999944	0.0539084034	-0.0015656506	-0.054375586100000005	0.010668201799999999	-0.030726355299999997	0.0535035455	0.0663404898	0.0640330464	0.060246572199999994	0.055068527199999995	0.0486185133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0664767	-0.0564196	-0.0318088	-0.000272547	0.000321194	0.000566175
6956.1904	6149.3354	8723.493	0.98866105	49.19334793	0.98724151	0.0354817	0.053923768399999995	-0.0039613049	-0.0696349887	-0.005203028	-0.0014636434	-0.0908450992	0.0685851088	-0.0037943185	-0.0638277731	0.030558791800000002	-0.0056690690000000005	0.0488829395	0.0662668651	0.0637421101	0.0596051964	0.0539607542	0.046951542400000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0605701	-0.0497857	-0.0146257	-0.000350538	0.000358365	0.000566175
6955.835999999999	6146.34	8713.235999999999	1.0030899	49.91128922	0.99964666	0.0523105	0.0554128357	-0.0154464979	-0.044676331900000005	-0.0171610128	0.0260782916	-0.059388873499999995	0.0661642669	-0.0169080801	-0.0579247159	-0.031217123399999998	0.011438425700000001	0.09206779779999999	0.0661899227	0.0634384091	0.0589369643	0.052809759500000004	0.045225812000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0644288	-0.0394286	-0.030987	-0.0007245869999999998	0.000418984	0.000566175
6959.895	6147.7896	8707.257	0.99420053	49.46897888	0.99289727	0.06342679999999999	0.058225354699999995	-0.0322177546	-0.023494748399999998	-0.0299037739	-0.0074155488	-0.031781651099999995	0.0484436516	-0.0356773636	-0.0003350741	0.0314721041	0.005187067	-0.0477221316	0.0661096666	0.0631220041	0.058242177199999995	0.0516164649	0.043443481799999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0595382	-0.0602522	-0.012447	-0.000369681	0.00044753	0.000566175
6952.170999999999	6147.6187	8707.806999999999	0.99095339	49.30740738	0.99199682	0.10622495	0.0510437546	-0.0540878736	-0.040394374	-0.051238367400000005	-0.014698279299999999	-0.04943520059999999	0.045308009100000005	-0.0434630258	-0.0449941305	0.0274051023	0.0072811596999999995	0.0355784508	0.0660261007	0.0627929585	0.057521148	0.0503818263	0.0416067824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0597163	-0.0113973	-0.0146426	-0.00119574	0.000471398	0.000816175
6984.182	6142.75	8707.174	1.00863469	50.18718338	0.99933022	0.09936675	0.0536285885	-0.0524416796	0.033473063399999996	-0.0637249852	-0.0007651396000000001	0.00088415	0.048363227	-0.0587275813	0.0091808513	-0.0730216239	-0.0083480114	0.0197461769	0.0659392292	0.0624513383	0.056774201600000004	0.0491068326	0.0397180124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0683028	-0.0564029	-0.0255817	-0.000869573	0.000591942	0.000566175
6965.826	6152.4585	8710.042	0.993402	49.429245	0.98736864	0.0235533	0.0326223912	-0.04697304150000001	0.0313855797	-0.0384679977	-0.0337574892	0.025091897999999998	0.03049474	-0.06262497780000001	-0.008898581	-0.0486447346	0.0310010784	0.0252496883	0.0658490565	0.0620972117	0.0560016747	0.047792504900000005	0.037779535499999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0644174	-0.0594293	-0.0146201	-0.0007631959999999998	0.000584721	0.000566175
6967.6763	6144.427	8715.002	0.99652535	49.58465576	0.9947136	0.08736325	0.0056116211	-0.064150922	0.0327479687	-0.0297979852	-0.023785709300000003	-0.032000131200000004	-0.0136475875	-0.0603306303	0.0214092599	-0.0479925205	0.027885357799999996	0.0255415021	0.065755587	0.0617306498	0.055203915199999995	0.046439896200000004	0.035793777799999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0701454	-0.0275883	-0.0268088	-0.00119574	0.000508965	0.0008099859999999998
6987.785	6165.7075	8731.413	1.07186985	53.33361053	1.03079712	0.104982535	-0.0237896929	-0.0802705179	0.0689688271	0.0786326914	-0.016155815	0.0604414578	-0.0502209761	-0.061843622300000005	0.08417670960000001	0.0199416723	-0.021913526099999997	-0.1540701801	0.0656588255	0.061351725999999995	0.0543812826	0.0450500897	0.0337632245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0709556	-0.0550597	0.000655035	-0.000643823	0.000697979	0.000566175
6982.0645	6145.78	8731.433	1.04862761	52.17713547	1.01803911	0.06460259500000003	-0.05537552	-0.0368718789	-0.027710538	0.0832990492	-0.0544118522	0.0493704009	-0.0675398875	-0.0303768309	0.0288625392	0.0849125225	-0.006144550899999999	-0.05869918	0.0655587769	0.060960516	0.0535341475	0.0436241988	0.0316904167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07121420000000002	-0.0226138	0.0013632300000000004	-0.00112329	0.000553648	0.000566175
6967.9214	6155.951999999999	8744.567	1.02901685	51.20135498	1.00956011	0.08432897999999998	-0.061300659800000004	-0.0030603553000000004	-0.0572941407	-0.0254235625	-0.0742047866	0.050317092599999995	-0.048195456799999994	-0.0060259656000000005	-0.0361577192	0.0413323483	0.06328837030000001	-0.0798140532	0.065455446	0.0605570983	0.0526628917	0.0421633655	0.0295779485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0675469	-0.0550648	0.00643136	-0.000467363	0.000604003	0.000722744
6963.467	6152.0645	8748.309000000001	0.98915684	49.21801758	0.98674065	0.04197241000000001	-0.060981848600000006	0.035941274100000004	-0.0303458484	-0.053317535	-0.0299884046	0.0337656757	-0.0559857505	0.040477014900000004	-0.0319537675	-0.0864187141	0.0767171443	-0.0052054692	0.06534883820000001	0.0601415537	0.0517679077	0.04066876	0.0274284638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055461	-0.0461181	-0.00704595	-0.00053648	0.000610125	0.000648733
6970.8859999999995	6166.732	8748.869	0.99281538	49.40005493	0.99305868	0.04950895	-0.053133540800000004	0.0415717751	-0.0061454787	-0.09780344369999999	0.0363138806	0.011640534899999999	-0.0383329535	0.0525385464	-0.0462581084	-0.0441847767	-0.060545256900000004	-0.03174417	0.06523895860000001	0.059713965300000005	0.0508495987	0.0391415793	0.0252446525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0631193	-0.0342777	-0.0126472	-0.000945736	0.000658862	0.000618546
6983.2466	6163.494000000001	8741.325	0.99690729	49.60366058	0.99233478	0.0619005	-0.0346749412	0.0621035386	-0.0104448866	-0.0685915605	0.0232059505	0.0359385412	-0.0182689707	0.051452056399999994	-0.0494374088	-0.0871854333	0.013386702299999999	-0.0111873852	0.0651258129	0.0592744188	0.049908378600000004	0.0375830468	0.0230292477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0567072	-0.0536468	-0.0126213	-0.000332675	0.000615553	0.000684044
6973.2876	6159.7607	8736.039	0.98872066	49.19631195	0.98697239	0.0826597	-0.0308162235	0.061331362599999995	0.0147418469	-0.0513488446	0.0593195248	0.0061950357	-0.0174108179	0.0501139974	-0.058894492300000004	-0.073726196	-0.0618336637	0.0158087476	0.0650094067	0.058823002199999995	0.048944671399999994	0.035994410899999996	0.0207850219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666955	-0.0249714	-0.0126537	-0.000945736	0.000541011	0.0008757129999999998
6983.3906	6166.188	8735.775	1.00804603	50.15789413	0.99514204	0.0454902	-0.0159392226	0.0652177905	0.0442479877	0.0042093415	-0.028096737400000002	-0.006149302099999999	-0.0117780131	0.0459779418	0.033773324900000005	-0.0484328687	0.0262661729	-0.05835796099999999	0.0648897458	0.05835980599999999	0.0479589113	0.0343769439	0.018514783899999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0566829	-0.0277797	0.0108767	-0.00100049	0.000567347	0.000977401
6980.621999999999	6150.15	8735.693000000001	1.00927067	50.21883392	0.99413234	0.045778049999999994	-0.009337410400000001	0.0721209852	0.0557770444	-0.0050488505	-0.0011911345	-0.0304340475	0.0147539104	0.0658314896	0.0642308359	-0.075599367	-0.0430484219	0.011079191799999999	0.0647668362	0.0578849228	0.046951542400000004	0.0327319415	0.0162213747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0631581	-0.0147621	-0.0028946	-0.00119574	0.000520336	0.000969383
6977.9526	6156.3647	8739.19	1.00972772	50.24157333	0.99552202	0.045509	0.0020641465	0.06564505080000001	0.0509455315	0.0203553396	-0.014953879299999999	-0.0048083607	0.0009646780000000001	0.0676261178	0.0805236882	-0.0313597875	-0.023538571499999997	-0.021699800800000002	0.0646406841	0.0573984478	0.0459230187	0.031060721200000002	0.0139076646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056704	-0.0147517	0.0164796	-0.000945736	0.000556201	0.00107692
6985.2837	6150.1553	8737.081	1.01033127	50.27160263	0.99717724	0.062234230000000015	0.0043931845	0.0715458772	0.0585543138	-0.0062187458	0.0400994327	0.0060459625	0.0194266402	0.0723300607	0.0391821173	-0.0598516799	-0.0398522381	0.039060341	0.06451129580000001	0.056900478399999996	0.044873803600000005	0.0293646218	0.0115765491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0567042	0.00311327	0.00181649	-0.00129684	0.000478879	0.000911227
6977.4077	6152.0425	8734.091	1.01514101	50.51092529	1.00346017	0.03827038000000001	0.0150295587	0.062204248499999996	0.034860971	0.0412200668	0.041380751	-0.0354995747	0.0369296305	0.06173857519999999	0.08832911789999999	0.0420417642	-0.0681895022	-0.0369993954	0.0643786777	0.0563911142	0.043804369800000006	0.027645001699999998	0.0092309456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0616555	-0.0126445	0.0106528	-0.00127557	0.00061615	0.000927186
6968.755999999999	6152.0254	8732.16	1.00549948	50.03118896	0.99713242	0.020080640000000004	0.0364025096	0.052211979299999996	0.0024986407	0.0629217769	-0.0168722606	0.0071148435	0.0413619468	0.055237264	0.0360256282	0.0832268879	0.0330751191	0.008868769	0.0642428365	0.0558704575	0.042715199100000004	0.025903238399999997	0.0068737897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666804	-0.016941	0.00519131	-0.00128413	0.00053566	0.000944091
6982.0605	6147.191	8743.534	1.00521386	50.0169754	0.99848139	0.03610187000000001	0.0529442214	0.0450970655	-0.0472302258	0.057147240599999996	-0.0205967612	0.0513028467	0.05860242139999999	0.0573597817	0.0368076011	0.0762702553	0.0705244934	-0.060823605999999995	0.064103779	0.0553386122	0.0416067824	0.0241407269	0.0045080313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666662	-0.0289654	-0.00223486	-0.00119574	0.000691146	0.000855225
6981.557	6151.9614	8758.315999999999	1.00044692	49.77978134	0.99916285	0.06644581699999999	0.0523267359	0.0178546168	-0.060966346799999994	0.0247828292	-0.0356969965	0.0866612203	0.058752871100000006	0.006931879100000001	-0.0029514384000000004	0.0456101662	0.079019085	-0.0033440738	0.0639615122	0.0547956851	0.040479619	0.022358878999999998	0.0021366311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0566421	-0.0320064	-0.000855443	-0.000670142	0.000518893	0.0011974
6984.639	6158.013000000001	8768.556999999999	1.001863	49.85024261	0.99777591	0.08745334699999999	0.051746554400000006	0.0040113683	-0.07008081070000001	0.0065680612	-0.024204421099999998	0.04755181519999999	0.0631890185	-0.010356919499999999	-0.054229426500000004	0.0264809861	0.0032225415999999995	0.0315755015	0.0638160432	0.054241784800000005	0.0393342168	0.0205591221	-0.0002374431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0566715	-0.0032166	-0.00326614	-0.00141153	0.000406807	0.000926405
