CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	X	Y	Z	RotX	RotY	RotZ
6791.6543	7058.7964	9746.924	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0169219	-0.027744	-0.0104024	0.000172962	-0.000133012	0.0
6700.8240000000005	7048.084	9741.774	0.9588756	45.73395538	0.96700197	0.115723429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.016948399999999995	-0.000161741	-0.007633479999999998	-0.000602927	-0.0	-0.000121138
6700.5264	7048.9414	9739.024	0.93915898	44.79356384	0.95466554	0.111203868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.001388	-0.027612	-0.000723971	0.000114786	-0.000331303	0.0
6707.4634	7060.441	9749.299	0.93355227	44.52614975	0.94481778	0.08628754099999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00428969	-0.00308327	0.0070748	0.00043495	0.00031418	0.0
6645.1626	7045.4746	9768.33	0.91443282	43.61423874	0.94247282	0.07429477999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0115497	0.0282814	0.0106592	-0.000134676	0.000242092	0.0
6634.8306	7056.2944	9782.169	0.92031395	43.89474106	0.94457847	0.09489415	0.0362589604	-0.020745966299999998	0.055839248	-0.0757789699	0.0086138025	0.0172712018	0.009283553100000001	-0.0135139969	0.0311282896	-0.0305845962	0.0120705636	-0.022932246899999998	0.06681489980000001	0.0668136677	0.0668116142	0.0668087393	0.0668050431	0.0668005257	0.0	0.0	0.0	0.0	0.0	-0.008863259999999998	0.0182843	-0.00138239	-0.000540936	-0.000280902	0.000119596
6629.3984	7077.4937	9798.306999999999	0.92907441	44.31257629	0.95198196	0.14192585000000002	0.0425404646	0.0061087148	0.0420609467	-0.062470584800000006	-0.013448068300000001	0.0100527599	0.018819428500000002	-0.0034538674	0.0365435324	-0.056572343600000005	-0.026778981099999998	-0.0491827229	0.0668116142	0.0668005257	0.0667820462	0.0667561777	0.0667229232	0.0666822863	0.0	0.0	0.0	0.0	0.0	-0.019052	-0.016927399999999995	-0.0228247	0.0007439359999999998	-0.000378096	0.0
6642.2583	7070.9976	9806.641	0.9552744	45.56219482	0.96525079	0.14612841	0.0642992808	0.0506102229	0.0170432371	-0.0472034768	-0.0275372485	0.0087387356	0.0083961717	0.0024246257	0.0318822467	-0.073432537	-0.0383356121	-0.0082212892	0.0668050431	0.0667742442	0.0667229232	0.0666510959	0.06655878429999999	0.0664460169	0.0	0.0	0.0	0.0	0.0	-0.0127953	0.0311106	0.00408646	-0.000352927	-0.000407651	0.000172033
6721.991	7086.803000000001	9821.617	0.98400861	46.93268585	0.96703303	0.07823215999999998	0.0608842706	0.0682445832	-0.0040061478	-0.000217752	0.0222390004	0.040808820499999995	0.0311293185	-0.009343873	0.0150932605	-0.0436602004	-0.0344834517	0.0278946516	0.066795187	0.0667348285	0.06663427150000001	0.0664935765	0.0663128282	0.06609213559999999	0.0	0.0	0.0	0.0	0.0	-0.0095515	0.0209647	-0.0364672	-0.000670106	-0.000369712	0.000302691
6711.3657	7093.4575	9839.976	1.08392668	51.69831467	1.03330457	0.13141344	0.0419582118	0.042483503	0.0123560325	0.044944058700000004	0.0236057006	0.0199092615	0.0166304442	8.551030000000001e-05	-0.0072455164	0.0026425096	-0.0512499938	0.0814564923	0.0667820462	0.0666822863	0.0665161303	0.06628374349999999	0.0659853573	0.0656212689	0.0	0.0	0.0	0.0	0.0	-0.0128811	0.00722181	-0.0278326	0.00108	-0.000130177	0.000427177
6756.379	7099.173000000001	9905.046999999999	1.33969235	63.89716339	1.1995281	0.23100024	0.0028109531	0.0032534939	0.0406519531	0.0917654506	0.007084313199999999	-0.0018869160999999998	0.0314032494	0.013572246100000001	-0.0038715347999999997	0.10139093119999999	-0.0463883663	0.06675646589999999	0.0667656214	0.0666166279	0.0663685518	0.0660217619	0.065576774	0.0650342501	0.0	0.0	0.0	0.0	0.0	-0.0153314	0.0329938	-0.0477507	0.00405768	-0.0	-0.000122163
6763.74	7086.0586	9878.504	1.145944	54.65625763	1.08533442	0.28584026	-0.0159133494	-0.057654102699999994	0.0683331138	0.08214143269999999	-0.0511135819	-0.0061774252	0.0096651875	-0.0041332198999999995	-0.0155299127	0.1747623782	-0.0532141587	-0.0162422838	0.0667459134	0.0665378663	0.0661916014	0.0657078379	0.06508758070000001	0.0643321184	0.0	0.0	0.0	0.0	0.0	-0.0331193	0.0767018	0.00359631	0.00546996	0.0008047	-0.00136513
6773.9526	7098.019	9903.058	1.60273612	76.44313812	1.38284898	0.4444239400000001	-0.0416269335	-0.059594166500000004	0.0234182952	0.0037480553000000002	0.0060928612	0.0506174352	0.0354280976	-0.0149326986	-0.007136896899999999	0.050137955	0.0674564879	0.0232579548	0.0667229232	0.0664460169	0.0659853573	0.0653422184	0.0645183787	0.0635161165	0.0	0.0	0.0	0.0	0.0	-0.015954699999999995	0.0562953	0.0311897	-0.0008645439999999998	0.000646541	-0.000272604
6683.345	7074.856	9836.538	0.97290337	46.40301514	0.99246007	0.06467674999999999	-0.0266230514	-0.0469867379	0.0239709275	-0.0031369478999999996	-0.039992082400000004	0.0188180451	0.0098916122	-0.0032365927	0.0238645549	0.0085488171	0.0523239092	-0.0140526412	0.0666966519	0.0663410978	0.0657499109	0.0649251911	0.06386986759999999	0.0625876888	0.0	0.0	0.0	0.0	0.0	-0.0135752	0.07331319999999998	0.0197775	-0.000415152	0.000735431	-0.000411665
6691.0019999999995	7064.9194	9852.581	0.92023802	43.89112091	0.9433223	0.0473017	-0.0217296063	-0.0447439919	0.0064303481	-0.011150771499999998	-0.0502402824	0.0207934491	0.0028329678000000003	-0.0135547647	0.027100483300000002	-0.0008600217999999999	0.0458753937	-0.0417835819	0.0666671009	0.0662231296	0.0654853664	0.0644570841	0.0631428446	0.061548478499999996	0.0	0.0	0.0	0.0	0.0	-0.0118891	0.07567849999999998	0.00127015	-0.000702009	0.000943433	-0.000411665
6715.8623	7065.0327	9868.956	0.91576195	43.67763138	0.94120878	0.030842069999999992	-0.0282589625	-0.0247329046	-0.024016003799999998	-0.0181515382	-0.051337855599999996	0.0261698642	0.0005139839	-0.011190039399999999	0.0207150239	0.0056150233	0.0367174448	-0.044233215199999995	0.06663427150000001	0.06609213559999999	0.0651918408	0.0639382656	0.062338203499999995	0.0604003253	0.0	0.0	0.0	0.0	0.0	-0.0149047	0.061159	0.00123198	-0.000478631	0.000985431	-0.000411665
6712.316999999999	7074.5044	9890.238000000001	0.92613178	44.17222595	0.94890404	0.048042895	-0.0315709617	-0.013549634199999999	-0.013481035300000001	-0.0214616706	-0.0795354472	0.0025363604000000002	0.0104657327	-0.0141248674	0.0124435291	0.0073042974	0.0020380739	-0.061863197800000005	0.0665981654	0.0659481415	0.064869464	0.0633691439	0.0614569334	0.0591452613	0.0	0.0	0.0	0.0	0.0	-0.0117534	0.07921509999999998	0.00708958	-5.90731e-05	0.000985431	-0.000411665
6691.0815	7068.079000000001	9889.644	0.99054992	47.24467468	0.979316	0.06931657499999999	0.0050522454	0.0455392754	-0.0416752712	-0.0253047229	-0.057167994800000003	0.0141363267	0.0051585128999999995	-0.0080894009	0.0205443461	-0.022471737400000004	-0.0370223878	-0.0180509319	0.06655878429999999	0.06579117570000001	0.0645183787	0.06275016679999999	0.060500117400000004	0.057785508	0.0	0.0	0.0	0.0	0.0	-0.00996115	0.0755771	-0.016327399999999995	-0.000309073	0.0007354319999999998	-0.000721053
6727.9697	7066.451	9890.055	1.00997782	48.17129898	0.98520571	0.07318729999999998	0.0228743652	0.0725312046	-0.042322388200000005	0.0238789056	-0.019356561499999998	0.034075506400000004	0.0031701356	-0.0074764535	0.0162800417	-0.065662841	-0.020690834499999998	0.0076214688000000004	0.0665161303	0.0656212689	0.0641387403	0.062081820999999995	0.0594689319	0.0563234723	0.0	0.0	0.0	0.0	0.0	-0.0164597	0.0693143	-0.0436424	-0.000478494	0.00108191	-0.000574733
6744.4033	7080.318	9881.226	1.00952291	48.14959717	0.98275137	0.104070507	0.0185551999	0.045403212400000004	-0.0039086092	0.0621753228	0.0180789505	0.0456065607	0.0145338974	-0.0017158208	0.0078174875	-0.0028191784000000004	-0.0354723171	0.0854636127	0.0664702053	0.0654384547	0.0637307167	0.061364632599999996	0.0583646443	0.054761742	0.0	0.0	0.0	0.0	0.0	-0.00918587	0.07481459999999998	0.000872527	0.000170669	0.0008147989999999998	-0.000555378
6712.4634	7072.5186	9882.212	1.00901401	48.12532806	0.97761142	0.08155225700000002	-0.0050432483	-0.0269447262	0.0160042086	0.061088416799999996	0.0511604927	0.0658833859	0.007859084	-0.0031749	0.031776193700000004	0.0324591995	0.0302396736	0.0927881542	0.0664210116	0.0652427689	0.0632944887	0.0605991658	0.057188612199999996	0.0531030815	0.0	0.0	0.0	0.0	0.0	-0.0142788	0.07634359999999998	-0.0211147	-0.000716804	0.000904075	-0.000473265
6690.319	7077.4463	9874.638	0.94086355	44.87486267	0.95582104	0.04844425	-0.0271977171	-0.0413357959	0.0136384885	0.0190484021	0.0313758297	0.0489219366	0.0136446152	-0.007236966	0.027770683199999997	0.0431721303	0.0383847499	0.0173698817	0.0663685518	0.0650342501	0.0628302491	0.0597860227	0.055942281100000005	0.051350426500000004	0.0	0.0	0.0	0.0	0.0	-0.0141774	0.0598712	-0.023871	-0.000341689	0.0007585069999999998	-0.000411665
6709.5830000000005	7075.477	9888.802	0.98953104	47.19607925	0.97337317	0.08210747999999998	-0.0387354428	-0.054288235899999995	0.032260275899999996	0.018824917099999998	-0.0267895566	0.0110423148	0.0098355424	-0.016848326599999998	0.0206607132	0.0514124781	0.0388446926	-0.015618745600000001	0.0663128282	0.0648129394	0.062338203499999995	0.05892584309999999	0.0546271831	0.0495068795	0.0	0.0	0.0	0.0	0.0	-0.0136446	0.0733612	0.00685738	0.000377379	0.000786565	-0.000411665
6713.659000000001	7074.474	9893.045	0.98718756	47.08430481	0.97319078	0.10125327	-0.0466274095	-0.0465025734	-0.0131563331	-0.048157237699999994	-0.0272694034	0.0041198935	0.0192373788	-0.0041576844	0.017122949	-0.0136083077	0.0597906974	-0.0670016739	0.0662538438	0.0645788801	0.0618185697	0.0580193038	0.053244934800000004	0.0475757035	0.0	0.0	0.0	0.0	0.0	-0.00544931	0.08775679999999998	-0.0202246	-0.000453605	0.000987189	-0.000411665
6722.717	7082.335	9893.08	0.97941595	46.71363449	0.96784729	0.055610905	-0.027871332000000002	0.012301476799999999	-0.0269095182	-0.0646419216	-0.0135638593	-0.0050830125	0.0185998741	-0.0096965042	-0.0003180634	-0.0295997425	-0.0026157898999999997	-0.037260116499999996	0.0661916014	0.0643321184	0.0612715775	0.0570671179	0.0517972354	0.0455603167	0.0	0.0	0.0	0.0	0.0	-0.00984438	0.0688462	-0.0226998	-4.44183e-05	0.000931017	-0.000542907
6693.4834	7075.269	9889.273000000001	0.98089939	46.7843895	0.96962452	0.091236965	-0.0006211875	0.0475455318	-0.025266925099999997	-0.0383894679	-0.054602614	-0.0149403023	0.0049706635999999995	-0.011415411799999999	0.018063858500000002	-0.0350825501	-0.0294023383	-0.041816790699999995	0.0661261039	0.0640727028	0.0606974691	0.0560700347	0.0502858643	0.0434642866	0.0	0.0	0.0	0.0	0.0	-0.00643739	0.0887924	0.00698191	0.000490202	0.000832838	-0.000411665
6776.61	7075.576999999999	9893.082	1.04226649	49.71131897	0.9974367	0.13970148	0.0159683371	0.0730700976	-0.0424073846	0.0414260276	0.0023185042	0.0353915058	0.0063184886	-0.0088878785	0.0105160447	-0.0773043385	-0.026302425600000002	0.0728615516	0.06605735480000001	0.0638006843	0.060096498600000006	0.055028838499999996	0.0487126795	0.0412913231	0.0	0.0	0.0	0.0	0.0	-0.00197307	0.0897768	-0.0440327	-0.000611938	0.00114848	-0.000658646
6757.1484	7078.564	9883.65	0.97627747	46.56394577	0.972655	0.07894436500000002	0.0146298053	0.0377943935	-0.009933844399999999	0.0554226241	0.0367398892	0.0366280718	0.0079577265	-0.0078705147	0.00042787690000000003	0.0107058373	-0.0149140018	0.0999259151	0.0659853573	0.0635161165	0.0594689319	0.053944348499999996	0.047079614699999994	0.0390452725	0.0	0.0	0.0	0.0	0.0	-0.00564048	0.0808269	-0.0179859	2.85961e-05	0.0011658	-0.000510895
6723.96	7074.854	9882.021999999999	1.00374556	47.87404633	0.97689551	0.03410894500000001	-0.0224214187	-0.0171273918	0.0184431961	0.0641523433	0.0384512719	0.0393870849	0.0011001238	-0.00287487	0.0068938122	0.0374120986	0.028007651600000003	0.05932795019999999	0.065910115	0.0632190552	0.0588150467	0.052817417900000004	0.0453886775	0.0367301103	0.0	0.0	0.0	0.0	0.0	-0.0111808	0.08637269999999998	-0.011503	1.12726e-05	0.000993805	-0.000652375
6711.68	7083.7544	9896.783000000001	0.99750245	47.57627869	0.98945421	0.12902451	-0.0399184397	-0.03751244	0.0216805	0.011940588200000001	0.0392306189	0.033574856800000004	0.025441008900000003	-0.0015259953	-0.0069356337	0.0281034158	0.0730363557	0.0129079591	0.0658316316	0.062909559	0.0581351325	0.0516489334	0.0436419463	0.034349934500000005	0.0	0.0	0.0	0.0	0.0	-0.00635031	0.0584013	-0.0586147	0.000748988	0.000915802	-0.000818875
6729.624	7074.0234	9897.65	0.99127245	47.27913666	0.97497416	0.10707523999999996	-0.046210409800000005	-0.0522155655	0.0326045024	0.0054000254	-0.0010376784	0.0116825856	-0.0008652224	0.0056949634	0.010698028600000001	0.0562588788	0.0399805398	-0.0114041755	0.0657499109	0.0625876888	0.05742949	0.0504398143	0.0418415684	0.031908958	0.0	0.0	0.0	0.0	0.0	-0.0146565	0.063618	-0.0169563	0.00175622	0.000915802	-0.0007882279999999998
6736.2754	7089.0737	9921.237	1.06495309	50.79336166	1.02781785	0.1832415	-0.0456027966	-0.048606564000000005	0.0205710442	-0.0459356384	-0.0408520144	-0.0158656431	0.0186373679	-0.0007400988000000001	-0.01324547	0.0437381927	0.0078758277	-0.1032998313	0.065664957	0.062253507699999995	0.056698431699999996	0.0491910117	0.0399897569	0.0294115016	0.0	0.0	0.0	0.0	0.0	-0.0141562	0.0778284	-0.0529371	0.00378795	0.00125125	-0.00107205
6754.0557	7088.963000000001	9896.327	1.06174886	50.64053726	1.01841092	0.14542839999999999	-0.0255181281	0.0222721517	-0.021377412000000002	-0.0820184728	-0.008836232900000001	-0.013243893100000001	0.0162654125	0.007805915300000001	-0.0088605242	-0.015980241399999998	0.011847068700000001	-0.0644639371	0.065576774	0.061907081600000004	0.055942281100000005	0.0479035083	0.0380887881	0.026861985699999997	0.0	0.0	0.0	0.0	0.0	-0.0101671	0.0426913	-0.073131	0.00223337	0.00115821	-0.000997504
6703.571999999999	7084.626	9893.308	0.9704023	46.28372574	0.96549553	0.14449626	0.012337468400000001	0.031199727599999998	0.0003598844	-0.0407479646	-0.0595504154	-0.031777201	0.0033225011	0.00592364	-0.0254584605	0.0112521154	-0.0634048709	-0.0636015797	0.0654853664	0.061548478499999996	0.055161372800000004	0.04657831690000001	0.0361409987	0.0242649232	0.0	0.0	0.0	0.0	0.0	-0.00924364	0.07468679999999998	-0.0310371	0.00315832	0.0007792759999999998	-0.00091172
6722.901	7084.3315	9892.373	1.02740264	49.00238037	0.99056399	0.06525275999999999	0.0260340742	0.0697145931	-0.021046697200000002	-0.0007471737	-0.0360511673	-0.006445922	0.0022120004999999997	-0.0017136682999999999	-0.0118606771	-0.027404361800000002	-0.05967863599999999	-0.0052173444	0.06539073849999999	0.0611777691	0.054356052300000006	0.04521648019999999	0.0341487831	0.0216249108	0.0	0.0	0.0	0.0	0.0	-0.00608928	0.08349779999999998	-0.0337988	0.00243429	0.00104169	-0.00093579
6754.2725	7087.5923	9895.595	1.00912786	48.13075638	0.98055327	0.10861418	0.027329744700000002	0.0650189598	-0.0278389719	0.0344852847	0.0298800897	-0.0006432059	0.0036748883	0.0055535696	-0.0169876605	-0.0163689105	-0.044156118099999996	0.015429606100000002	0.065292895	0.0607950263	0.053526676100000004	0.0438190695	0.0321145902	0.018946621599999998	0.0	0.0	0.0	0.0	0.0	-0.00895486	0.0533405	-0.0869896	0.00218837	0.00115296	-0.00102661
6744.7925	7095.326999999999	9885.343	0.98121786	46.79957962	0.96946371	0.12994664	0.0179739422	0.030846686499999998	0.0097099622	0.0574474363	0.0179778489	0.0016149222	0.0072710903000000006	0.0014645746	-0.018198479099999998	0.008079816	-0.0602146539	0.1035421668	0.0651918408	0.0604003253	0.0526736113	0.0423871842	0.0300409206	0.016234796200000002	0.0	0.0	0.0	0.0	0.0	-0.0171931	0.07639419999999998	-0.0395524	0.00290856	0.000951444	-0.000923966
6744.3574	7074.314	9886.315999999999	1.01097262	48.21874619	0.97814941	0.05804545000000001	-0.011229728100000001	-0.0186920275	0.0331714391	0.0647234134	0.0457610119	0.0128147245	-0.0012817589	-0.0104120371	-0.0085222576	0.0749608666	0.0110534095	0.046753385599999996	0.06508758070000001	0.059993743700000005	0.0517972354	0.040921951	0.0279303232	0.0134942346	0.0	0.0	0.0	0.0	0.0	-0.0100947	0.0877849	-0.0393638	0.00222303	0.00104708	-0.000917777
