CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	X	Y	Z	RotX	RotY	RotZ
6728.235	7076.5605	9886.192	1.01591516	48.45447922	0.9851141	0.11629803	-0.0356801033	-0.040858721	0.0092785032	0.0094391934	0.05466874360000001	0.0104236439	-0.0039086386	0.0027474131	-0.0071090092	0.036490965	0.06267244940000001	0.050593472199999996	0.06498012	0.0595753616	0.050897936100000006	0.0394245226	0.0257853926	0.0107297877	0.0	0.0	0.0	0.0	0.0	-0.00393212	0.0594051	-0.0827648	0.00162193	0.0011474	-0.00098345
6743.985	7080.895	9874.021999999999	1.01265931	48.29919052	0.97885668	0.17346410000000004	-0.0399461237	-0.0512596498	0.0255180185	-0.036161936400000004	-0.0054658384	-0.0156185456	-0.007999126	-0.0070714746	-0.0192599854	0.0604974242	0.015587513	-0.064451932	0.064869464	0.0591452613	0.049976111600000005	0.037896077	0.023608765299999997	0.0079463487	0.0	0.0	0.0	0.0	0.0	-0.00650812	0.09000099999999998	-0.0247549	0.00275945	0.000871847	-0.0007508769999999998
6727.4414	7079.104	9858.1875	0.97251129	46.38431549	0.96092558	0.029059930000000005	-0.0291333259	-0.011247126699999999	0.0015821320000000002	-0.0748743615	-0.0361990626	-0.041430450099999995	0.0007119249	9.64213e-05	-0.0033628487	0.0018864876999999999	-0.0197815474	-0.1139700723	0.064755618	0.058703527199999994	0.049032169800000004	0.0363378168	0.021403117000000003	0.0051488443	0.0	0.0	0.0	0.0	0.0	-0.00140064	0.102779	-0.0251601	0.00264344	0.0008442859999999998	-0.0008226909999999999
6728.1265	7069.6562	9857.999	1.02562356	48.91752625	0.98542297	0.1271279	0.0230534704	0.057359529699999995	-0.033950246600000004	-0.026364120499999998	0.0069082415000000005	-0.014330987	-0.0107785311	0.0066367416	0.0004349542	-0.055874142	-0.0331431423	-0.0366363713	0.06463858759999999	0.0582502464	0.048066528399999996	0.0347509679	0.019171159099999998	0.0023422264000000003	0.0	0.0	0.0	0.0	0.0	-0.00190299	0.08440989999999998	-0.0572251	0.00162193	0.00117046	-0.000998836
6701.151999999999	7078.493	9850.259	1.0032016	47.84810257	0.97985876	0.14432934	0.0395672589	0.061678728099999997	-0.014182593700000001	0.0174351251	-0.0191244725	-0.0208604919	-0.0148803309	0.008280034300000001	-0.0022795341	-0.0024802184	-0.094475605	0.0415121904	0.0645183787	0.057785508	0.047079614699999994	0.0331367787	0.016915635	-0.00046853739999999996	0.0	0.0	0.0	0.0	0.0	-0.00519863	0.0669975	-0.0319801	0.00304399	0.000905059	-0.000718771
6740.0996	7064.2896	9845.882	0.99222857	47.32473755	0.97263539	0.07386634999999998	0.0375838917	0.0483589647	0.0037048459000000003	0.055659102099999996	0.0062779899	-0.010311851700000001	-0.0166394697	-0.0042665748	0.0138634052	-0.0047409378	-0.058844263099999995	0.054243173799999995	0.0643949971	0.0573094034	0.0460718656	0.031496519300000005	0.014639317399999999	-0.0032784719	0.0	0.0	0.0	0.0	0.0	-0.00186388	0.0881314	-0.0321598	0.00235709	0.00106986	-0.00085143
6696.052	7072.0454	9860.216	0.99467432	47.44139099	0.97206026	0.07314439999999998	0.0083587881	0.003480213	0.0158991728	0.0693008179	0.0591789414	0.015314844199999999	-0.0126350104	-0.0069995898	0.0055645176	0.0338558835	0.01224927	0.062487881399999994	0.0642684489	0.0568220262	0.045043727	0.0298314801	0.0123450045	-0.0060826032999999995	0.0	0.0	0.0	0.0	0.0	0.00011542	0.073354	-0.0558002	0.00181815	0.00117812	-0.000859176
6717.023	7065.7134	9863.249	0.9938587	47.40248871	0.96976364	0.152201	-0.012990278899999999	-0.0512620982	0.044428321900000005	0.069605182	0.0039685368	-0.0134850302	-0.019079504	-0.0051001943	-0.0047495466	0.07660878809999999	-0.009678254499999999	0.046695753099999994	0.0641387403	0.0563234723	0.043995653899999994	0.028142971099999997	0.010035516500000001	-0.0088759684	0.0	0.0	0.0	0.0	0.0	-0.00519118	0.094163	-0.0196075	0.00284917	0.0007532129999999998	-0.000517249
6729.0537	7070.882	9866.735999999999	1.02298605	48.79172897	0.98128784	0.09563448	-0.0432829046	-0.0749780473	0.0284410638	0.022747061800000003	-0.0046675406	-0.0057392358	-0.0117797734	-0.0041709404999999995	0.002973509	0.0417326865	0.0437312047	-0.02371678	0.06400587769999999	0.05581383980000001	0.0429281103	0.026432320699999998	0.0077136923999999996	-0.0116536226	0.0	0.0	0.0	0.0	0.0	-0.0020699	0.0855207	-0.0502288	0.00233535	0.00104765	-0.000773984
6719.967	7073.901	9862.488000000001	0.97354883	46.43379974	0.96454406	0.03423355	-0.0462032604	-0.042853065499999995	0.0004946438	-0.060804990999999996	0.0032597849	-0.0229805425	-0.0022342739	-0.0119201621	-0.013456604099999998	0.0178566125	0.0466736454	-0.0626098154	0.06386986759999999	0.0552932289	0.0418415684	0.024700874700000004	0.0053823862	-0.014410649499999999	0.0	0.0	0.0	0.0	0.0	-0.0124431	0.0791216	-0.057738	0.00224325	0.000980657	-0.0007340359999999998
6707.371999999999	7089.7373	9869.261	0.94833082	45.23101807	0.95541614	0.13834834	-0.0186629172	-0.0232393446	0.0124372287	-0.0556029949	-0.0550048155	-0.0394109031	0.0010106632	-0.0022346454	-0.021945659	0.0112193832	-0.0141616318	-0.0774956013	0.0637307167	0.054761742	0.0407365092	0.022949995299999998	0.0030444638	-0.017142169	0.0	0.0	0.0	0.0	0.0	-0.00518671	0.105103	-0.0211322	0.00324541	0.000815651	-0.000531107
6676.642	7084.049	9866.47	0.96261203	45.9121666	0.95968419	0.09406632	0.0017834447	0.0289672306	-0.0153730103	-0.0529161664	-0.0349086015	-0.0404726854	-0.0019926792000000003	0.0004865861	-0.017341748	-0.031947522799999996	-0.0339373459	-0.031449418199999996	0.0635884319	0.0542194837	0.0396134218	0.0211810602	0.0007027989	-0.0198433463	0.0	0.0	0.0	0.0	0.0	-0.00519848	0.0976774	-0.0370224	0.00238066	0.00107974	-0.000817043
6743.1587	7082.9253	9870.425	1.00309277	47.84291077	0.97574103	0.06244456	0.0343920699	0.0703927981	-0.0490028067	-0.0054510764	0.0081103307	-0.0254188627	-0.0020681597	0.0097448396	-0.0131250281	-0.06990778389999999	-0.0500772321	-0.002286127	0.06344302019999999	0.053666560599999996	0.0384728031	0.0193954608	-0.0016397298000000002	-0.0225094002	0.0	0.0	0.0	0.0	0.0	0.0010364800000000002	0.0874519	-0.0653532	0.00204795	0.00109921	-0.0008161569999999998
6735.443	7084.7	9849.254	0.98537725	46.99796295	0.96336144	0.10738822999999996	0.0437053092	0.0547276579	-0.016202614	0.0437301029	-0.0035858513000000002	-0.0259862823	-0.0134893582	0.0065474179000000006	-0.019378334	-0.005730825	-0.086508205	0.048790031799999994	0.0632944887	0.0531030815	0.037315158	0.0175946022	-0.0039802429	-0.0251356115	0.0	0.0	0.0	0.0	0.0	-0.0101729	0.0833465	-0.0397771	0.0031069	0.0009318350000000002	-0.000712535
6736.8105	7075.995	9839.519	0.98180711	46.8276825	0.95986617	0.05631207	0.0159952724	0.0023592232	0.0117326394	0.065108626	0.029248795299999998	-0.014112999499999999	-0.0174686406	0.0058101214	-0.0117948978	0.034729417799999995	-0.0254246925	0.0804301229	0.0631428446	0.0525291571	0.0361409987	0.015779901000000002	-0.006315863299999999	-0.027717332	0.0	0.0	0.0	0.0	0.0	-0.00518628	0.106249	-0.0352864	0.00274152	0.0009318350000000002	-0.00059927
6710.2017	7081.2324	9841.366	1.0073626	48.04656219	0.97926134	0.11400599999999997	-0.0181619892	-0.0504578717	0.011645522	0.0293974867	0.0582954254	-0.014747713999999999	-0.011319666	0.0058436115	-0.0187858749	0.026735628900000002	0.0758867904	0.0585920338	0.0629880956	0.051944900499999995	0.0349508449	0.0139527851	-0.00864372	-0.0302499917	0.0	0.0	0.0	0.0	0.0	-0.00525693	0.08633549999999998	-0.0581634	0.00174082	0.00100673	-0.000946572
6706.201	7071.43	9826.839	0.98004276	46.74353027	0.96393603	0.09845182	-0.0271050926	-0.0632117985	0.021068417000000002	-0.0143924447	0.024727318999999998	-0.0326523457	-0.0127538828	-0.0001416118	-0.0179226328	0.0410918475	0.042382425700000004	-0.021808814	0.0628302491	0.051350426500000004	0.033745223399999996	0.012114691799999999	-0.010960951399999998	-0.0327291079	0.0	0.0	0.0	0.0	0.0	-0.0093111	0.073566	-0.0417999	0.00274348	0.000881216	-0.000769453
6704.1865	7069.5117	9829.238000000001	0.98091733	46.78524399	0.96525437	0.046576630000000015	-0.026112439700000004	-0.0535449114	0.015182686	-0.0587899093	-0.0289110737	-0.0477283978	-0.021003855499999998	-0.0107574847	0.00030175709999999997	0.0065990022	0.0172127702	-0.0819110525	0.062669313	0.0507458521	0.0325246677	0.0102670674	-0.013264709	-0.035150292400000005	0.0	0.0	0.0	0.0	0.0	-0.00522102	0.0916826	-0.0323685	0.00259774	0.000993198	-0.000810502
