CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	NonSteadyStateOutlier05	X	Y	Z	RotX	RotY	RotZ
6910.7373	6196.0713	9595.319	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0233376	-0.0143728	-0.0368827	0.0008182419999999998	0.000216088	-0.000323609
6811.3994	6181.3076	9537.3	1.07105589	59.69284821	1.04657233	0.1272289716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.38216e-05	-0.0595837	-0.0247287	0.000467523	0.000471413	0.0
6789.8859999999995	6206.4434	9532.757	1.0887605	60.67957306	1.05115366	0.23725377840000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0100487	0.0618144	0.0276476	-0.000449736	0.000319182	0.0
6742.0225	6192.228	9491.72	1.08284807	60.35005569	1.04721451	0.2277168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0136439	-0.0380125	-0.00412708	0.000152463	-0.000444174	8.28974e-05
6733.5	6219.445	9487.296999999999	1.12023437	62.43369293	1.05723858	0.2942573657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.47047e-05	0.0940182	0.0681249	-0.000844171	1.81622e-06	0.0
6751.0654	6200.5044	9465.513	1.13922	63.49181366	1.07637405	0.29701498569999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00386753	-0.0517524	-0.00714134	0.000134205	-0.000460926	0.0
6698.9824	6188.557	9431.215	1.07354963	59.83182907	1.03105521	0.21484091	-0.05516932099999999	0.01496919	-0.0115144864	-0.0517286752	0.016259894599999998	-0.0395234471	-0.0195085142	0.0040433466	-0.031915591800000004	0.0463937371	-0.009532875	0.027887611800000003	0.0668895932	0.0668883542	0.0668862892	0.0668833982	0.0668796813	0.0	0.0	0.0	0.0	0.0	0.0	-0.0112283	0.0437215	0.0555979	-0.000833967	-0.000478094	0.0
6704.812	6189.571	9426.815	1.07580221	59.95737076	1.02165294	0.18743476000000003	0.06629926280000001	-0.0301586865	0.0171082122	0.0072816374	0.009049758199999999	0.0226493389	-0.0720055208	0.0659117164	0.0470222703	0.0516666344	-0.036843017	-0.0032847608	0.0668862892	0.06687513860000001	0.0668565555	0.0668305422	0.0667971015	0.0	0.0	0.0	0.0	0.0	0.0	-0.01483	-0.037259	0.0117296	-9.65208e-05	-0.00079734	0.000122993
6680.8640000000005	6177.047	9416.175	1.06034899	59.09612274	1.00799036	0.11492916	-0.0244284637	0.0590193308	0.0262105048	-0.0431586146	-0.057259142400000004	0.0401420113	0.0195782309	0.0645211463	-0.0610901749	0.0630393691	-0.040637907	-0.0640823597	0.0668796813	0.0668487099	0.0667971015	0.066724872	0.0666320437	0.0	0.0	0.0	0.0	0.0	0.0	-0.0188033	0.020212	0.0441647	-0.000344905	-0.000948075	0.000101117
6729.3335	6188.2773	9432.525	1.12141287	62.4993782	1.05018342	0.1041166	-0.0330581042	-0.070264443	0.0337258362	0.0718049508	-0.10106282890000001	-0.0450162157	-0.0715371542	-0.044238694	0.041541935499999995	-0.0043206391999999995	0.0773220189	-0.0632895336	0.06686977	0.0668090734	0.06670795339999999	0.066566471	0.0663847118	0.0	0.0	0.0	0.0	0.0	0.0	-0.0129257	0.0491738	0.0568664	-0.00124851	-0.0007867669999999998	0.000167714
