CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	X	Y	Z	RotX	RotY	RotZ
6700.4185	6158.0654	9929.899	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00389676	-0.0362776	-0.0187293	0.000121568	-0.000371494	0.0
6637.507	6160.276999999999	9874.041	1.04029024	53.1427269	1.04744279	0.1942943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.00461924	0.0417287	0.0265942	-0.000755908	-0.0	0.0
6565.738	6164.3853	9837.201	1.01327884	51.76286697	1.01637101	0.134363165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00462263	-0.023075	0.00210013	8.01859e-05	-0.0	-6.51462e-05
6540.948	6158.646	9819.735999999999	0.9706611	49.58575821	0.98236018	0.029159954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000707149	-0.0230621	0.007671039999999999	0.000379967	-0.0	0.0
6525.2744	6151.0215	9805.483	0.9904874	50.59857559	0.99679834	0.096684634	-0.0315610776	0.0652398783	-0.0344967479	0.0043516391	0.06848731	-0.0021726558999999998	-0.0656847709	-0.0327741397	0.0640406393	-0.0238415725	0.0011708796	-0.039355840499999996	0.06674045599999999	0.0667392307	0.0667371887	0.0667343298	0.0667306541	0.0667261618	0.0	0.0	0.0	0.0	-0.00461169	0.0449234	0.0135197	9.59207e-05	-0.0	6.65864e-05
6544.4443	6154.475	9801.989	1.01199615	51.6973381	1.00680339	0.053334775000000015	-0.056311886900000004	0.0679566064	-0.0378325551	0.0301506625	0.0735535034	0.0034969975	-0.06987608370000001	-0.0383521223	0.0464006203	-0.0402818585	-0.0158384923	-0.0343456774	0.0667371887	0.0667261618	0.066707785	0.0666820603	0.0666489906	0.0666085795	0.0	0.0	0.0	0.0	-0.00458493	0.0345386	0.00566629	-0.000306087	-0.000285678	8.02968e-05
6532.326	6162.968000000001	9787.939	0.97897345	50.01039124	0.98548025	0.1493803	-0.0568144599	0.0639732014	-0.0257057801	0.018129553700000002	0.0517831187	-0.0292067277	-0.0628742916	-0.020302944399999998	0.0270993982	-0.042035527999999996	-0.001043001	-0.0225568272	0.0667306541	0.0667000264	0.0666489906	0.0665775623	0.0664857635	0.0663736221	0.0	0.0	0.0	0.0	0.00609329	-0.0209389	-0.0147382	0.000234573	0.000349767	0.0
6519.2485	6154.840999999999	9780.627	1.00038087	51.1039772	1.00207257	0.18541408	-0.0568148462	0.0734568688	-0.0400304016	-0.0021977898999999998	0.0377069107	-0.0022025205	-0.0437451143	-0.0631467774	0.0684174918	-0.0129008588	-0.026085964500000003	-0.0100820021	0.06672085280000001	0.0666608298	0.06656083139999999	0.0664209177	0.0662411725	0.0660217037	0.0	0.0	0.0	0.0	-0.00461924	0.0535254	0.0176232	-0.000773177	-0.0	0.0
6512.8213	6160.118	9783.167	1.02448487	52.33531952	1.01694071	0.06091971	-0.043914508899999996	0.0647732515	-0.0397521752	0.0019301877	0.0142857471	0.062384443600000006	-0.0467923927	-0.050236683399999996	0.0527032025	-0.0078172628	-0.030771280499999998	0.029732498	0.066707785	0.0666085795	0.0664433463	0.0662122491	0.065915517	0.0655534443	0.0	0.0	0.0	0.0	-0.00460065	0.0268685	0.00747535	-0.0004131	-5.21249e-05	6.97255e-05
6516.5503	6166.5347	9787.453000000001	1.0118221	51.68844986	1.00284338	0.12092432	-0.0238610267	0.0531509999	-0.0364153489	-0.0010296778	-0.0034540669	0.0686489931	-0.0318634241	-0.0503513304	0.010927056499999999	0.0160928079	-0.0379906424	-0.0014738748	0.0666914515	0.0665432858	0.06629658690000001	0.0659517199	0.0655091956	0.0649696691	0.0	0.0	0.0	0.0	-0.00238344	-0.0261183	-0.00840914	0.000130113	0.000331653	0.0
