CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	NonSteadyStateOutlier05	X	Y	Z	RotX	RotY	RotZ
7135.6396	6572.7026	9391.421999999999	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0228855	-0.0557449	-0.027021	0.000605829	-0.00017694299999999996	-0.00025
7076.4917	6579.6953	9369.224	1.08545673	51.30652618	1.04627955	0.21988375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0187468	0.0610615	0.0054866	-0.000462984	-0.000167135	0.0
6968.043000000001	6581.484	9336.149	1.07870543	50.98740768	1.02622211	0.18001541399999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.010391	-0.0422929	-0.000838064	0.000386697	-0.000557065	0.0
6973.441	6582.6269999999995	9338.421	1.04723978	49.50011826	1.00193691	0.093855736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.007273499999999999	-0.047808	-0.0133792	0.000501013	0.000360512	-0.00013080700000000004
6935.2236	6588.235	9348.123	1.07804978	50.95641708	1.03399384	0.23762114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00876059	0.0415161	0.0143763	-0.0007362809999999998	-0.000361536	0.0
6905.8984	6588.384	9335.321	1.06933606	50.54454422	1.02295923	0.058259259999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0167253	0.028832	0.012575200000000003	-0.000520094	-0.000111536	0.00025
6909.4414	6588.9736	9323.145	1.05308926	49.7766037	1.01336169	0.17937966000000002	-0.0608721672	0.023121358199999997	-0.034028675	0.0130118997	-0.045521644900000005	0.1155546288	0.047848281299999997	-0.0077360041	-0.098090668	0.0311301522	0.0044796389	-0.054337557599999996	0.0668895932	0.0668883542	0.0668862892	0.0668833982	0.0668796813	0.0	0.0	0.0	0.0	0.0	0.0	-0.00802601	-0.0543161	-0.00492157	0.000380616	-0.000361536	0.0
6911.045999999999	6585.5103	9326.288	1.06708574	50.43817902	1.02490664	0.23540340000000004	0.060779599299999994	0.0092632362	-0.039695186	-0.0419157167	-0.0972759356	0.11339265109999999	-0.052860621600000005	-0.0348140761	-0.0011740736	-0.025359935899999998	0.0726116792	0.0403944571	0.0668862892	0.06687513860000001	0.0668565555	0.0668305422	0.0667971015	0.0	0.0	0.0	0.0	0.0	0.0	0.0249221	0.0335637	0.00888527	-0.000520094	0.000622465	-0.000130662
6940.7397	6587.134	9328.913	1.06185222	50.19080353	1.01591396	0.07743938	-0.0524509039	-0.0399883665	-0.0965007618	-0.0537686087	-0.09926650470000001	0.0328248535	0.0503744304	0.0594907411	0.0331795721	0.0192667831	0.030269789300000002	-0.0490176866	0.0668796813	0.0668487099	0.0667971015	0.066724872	0.0666320437	0.0	0.0	0.0	0.0	0.0	0.0	0.0133146	0.0587869	0.0133271	-0.0010199	0.000715334	0.0
6921.049	6582.2085	9311.219000000001	1.05409551	49.82416916	1.00943863	0.11705663	0.0226721127	0.057023564000000006	-0.1312392079	-0.050951774299999995	-0.035034729900000006	-0.0158014504	-0.0049809019	-0.0627628192	-0.0008819304	0.0671501874	-0.030355435400000002	0.0253151579	0.06686977	0.0668090734	0.06670795339999999	0.066566471	0.0663847118	0.0	0.0	0.0	0.0	0.0	0.0	0.0204615	0.010463600000000002	0.00172182	-0.000342382	0.0007728929999999998	0.000264546
