trial,onset,duration,gain,loss,RT,participant_response,ID,run,risk,use,accept,group,gender,age
5,32.231,4,5,6,1.041,weakly_reject,38,3,3.905124837953327,True,0,equalRange,M,25.0
6,39.631,4,5,10,0.831,weakly_reject,38,3,5.5901699437494745,True,0,equalRange,M,25.0
7,44.832,4,7,7,0.83,weakly_reject,38,3,4.949747468305833,True,0,equalRange,M,25.0
8,50.333,4,6,12,0.73,weakly_reject,38,3,6.708203932499369,True,0,equalRange,M,25.0
9,59.235,4,11,9,1.56,weakly_reject,38,3,7.106335201775948,True,0,equalRange,M,25.0
10,65.73100000000001,4,20,6,1.456,strongly_accept,38,3,10.44030650891055,True,1,equalRange,M,25.0
11,71.831,4,13,12,1.244,weakly_reject,38,3,8.845903006477066,True,0,equalRange,M,25.0
12,77.031,4,6,19,1.248,weakly_reject,38,3,9.962429422585638,True,0,equalRange,M,25.0
13,82.531,4,17,10,1.456,weakly_accept,38,3,9.86154146165801,True,1,equalRange,M,25.0
14,88.031,4,12,17,1.248,weakly_reject,38,3,10.404326023342406,True,0,equalRange,M,25.0
15,94.23100000000001,4,7,13,1.56,weakly_reject,38,3,7.3824115301167,True,0,equalRange,M,25.0
16,102.632,4,8,20,1.662,strongly_reject,38,3,10.770329614269007,True,0,equalRange,M,25.0
17,110.73200000000001,4,16,5,1.455,strongly_accept,38,3,8.381527307120106,True,1,equalRange,M,25.0
18,116.432,4,20,11,1.35,weakly_accept,38,3,11.412712210513327,True,1,equalRange,M,25.0
19,125.73200000000001,4,12,15,1.1420000000000001,weakly_reject,38,3,9.604686356149273,True,0,equalRange,M,25.0
20,132.332,4,14,13,1.456,weakly_reject,38,3,9.5524865872714,True,0,equalRange,M,25.0
21,139.232,4,9,9,1.1420000000000001,weakly_reject,38,3,6.363961030678928,True,0,equalRange,M,25.0
22,146.13299999999998,4,10,5,1.874,weakly_accept,38,3,5.5901699437494745,True,1,equalRange,M,25.0
23,152.134,4,13,10,1.455,weakly_reject,38,3,8.200609733428363,True,0,equalRange,M,25.0
24,157.235,4,9,8,0.9359999999999999,weakly_reject,38,3,6.020797289396148,True,0,equalRange,M,25.0
25,163.13299999999998,4,10,12,1.3530000000000002,weakly_reject,38,3,7.810249675906654,True,0,equalRange,M,25.0
26,168.63299999999998,4,6,5,0.934,weakly_reject,38,3,3.905124837953327,True,0,equalRange,M,25.0
27,173.63299999999998,4,20,7,1.248,strongly_accept,38,3,10.594810050208546,True,1,equalRange,M,25.0
28,181.13299999999998,4,13,19,2.2880000000000003,weakly_reject,38,3,11.510864433221338,True,0,equalRange,M,25.0
29,189.333,4,13,17,0.9359999999999999,weakly_reject,38,3,10.700467279516348,True,0,equalRange,M,25.0
30,198.63299999999998,4,15,5,1.867,weakly_accept,38,3,7.905694150420948,True,1,equalRange,M,25.0
31,206.233,4,10,14,0.935,weakly_reject,38,3,8.602325267042627,True,0,equalRange,M,25.0
32,212.033,4,17,9,1.768,weakly_accept,38,3,9.617692030835672,True,1,equalRange,M,25.0
33,219.935,4,15,20,1.3519999999999999,weakly_reject,38,3,12.5,True,0,equalRange,M,25.0
34,225.13400000000001,4,13,9,1.6640000000000001,weakly_accept,38,3,7.905694150420948,True,1,equalRange,M,25.0
35,230.734,4,7,17,1.3519999999999999,strongly_reject,38,3,9.192388155425117,True,0,equalRange,M,25.0
36,239.53400000000002,4,14,14,0.9359999999999999,weakly_reject,38,3,9.899494936611665,True,0,equalRange,M,25.0
37,244.938,4,5,16,1.8719999999999999,strongly_reject,38,3,8.381527307120106,True,0,equalRange,M,25.0
38,253.938,4,7,18,1.56,weakly_reject,38,3,9.656603957913983,True,0,equalRange,M,25.0
39,259.53700000000003,4,9,7,1.141,weakly_reject,38,3,5.70087712549569,True,0,equalRange,M,25.0
40,267.534,4,9,11,1.04,weakly_reject,38,3,7.106335201775948,True,0,equalRange,M,25.0
41,273.73400000000004,4,15,14,1.56,weakly_reject,38,3,10.259142264341596,True,0,equalRange,M,25.0
42,279.534,4,9,15,1.975,weakly_reject,38,3,8.74642784226795,True,0,equalRange,M,25.0
43,287.134,4,19,14,2.184,weakly_accept,38,3,11.800423721205947,True,1,equalRange,M,25.0
44,292.23400000000004,4,5,12,1.6640000000000001,strongly_reject,38,3,6.5,True,0,equalRange,M,25.0
45,297.937,4,5,13,1.038,strongly_reject,38,3,6.96419413859206,True,0,equalRange,M,25.0
46,304.035,4,17,7,2.29,strongly_accept,38,3,9.192388155425117,True,1,equalRange,M,25.0
47,309.035,4,20,16,2.08,weakly_accept,38,3,12.806248474865697,True,1,equalRange,M,25.0
48,314.735,4,20,17,1.0390000000000001,weakly_reject,38,3,13.124404748406688,True,0,equalRange,M,25.0
49,320.835,4,13,13,1.0390000000000001,weakly_reject,38,3,9.192388155425117,True,0,equalRange,M,25.0
50,329.93800000000005,4,12,19,1.4569999999999999,weakly_reject,38,3,11.236102527122116,True,0,equalRange,M,25.0
51,336.536,4,20,13,1.5619999999999998,weakly_accept,38,3,11.926860441876563,True,1,equalRange,M,25.0
52,345.436,4,17,13,1.146,weakly_accept,38,3,10.700467279516348,True,1,equalRange,M,25.0
53,351.63599999999997,4,8,8,1.248,weakly_reject,38,3,5.656854249492381,True,0,equalRange,M,25.0
54,357.23699999999997,4,9,18,1.8719999999999999,strongly_reject,38,3,10.062305898749054,True,0,equalRange,M,25.0
55,365.039,4,16,6,1.662,strongly_accept,38,3,8.54400374531753,True,1,equalRange,M,25.0
56,373.939,4,20,20,1.768,weakly_reject,38,3,14.142135623730951,True,0,equalRange,M,25.0
57,383.536,4,15,10,1.351,weakly_accept,38,3,9.013878188659973,True,1,equalRange,M,25.0
58,391.13599999999997,4,12,13,1.456,weakly_reject,38,3,8.845903006477066,True,0,equalRange,M,25.0
59,398.536,4,9,20,1.6640000000000001,strongly_reject,38,3,10.965856099730654,True,0,equalRange,M,25.0
60,408.436,4,17,18,1.0390000000000001,weakly_reject,38,3,12.379418403139947,True,0,equalRange,M,25.0
61,415.83099999999996,4,19,11,1.247,weakly_accept,38,3,10.977249200050075,True,1,equalRange,M,25.0
62,423.63199999999995,4,19,5,1.663,strongly_accept,38,3,9.82344135219425,True,1,equalRange,M,25.0
63,433.337,4,13,20,1.561,weakly_reject,38,3,11.926860441876563,True,0,equalRange,M,25.0
64,441.037,4,17,17,1.0390000000000001,strongly_reject,38,3,12.020815280171307,True,0,equalRange,M,25.0
1,4.045,4,18,17,1.1420000000000001,weakly_reject,38,4,12.379418403139947,True,0,equalRange,M,25.0
2,9.829,4,11,10,1.35,weakly_reject,38,4,7.433034373659253,True,0,equalRange,M,25.0
3,15.629000000000001,4,11,7,1.456,weakly_accept,38,4,6.519202405202649,True,1,equalRange,M,25.0
4,20.730999999999998,4,12,18,1.3530000000000002,weakly_reject,38,4,10.816653826391969,True,0,equalRange,M,25.0
5,29.631999999999998,4,17,5,1.249,strongly_accept,38,4,8.860022573334675,True,1,equalRange,M,25.0
6,39.533,4,7,19,1.4569999999999999,strongly_reject,38,4,10.124228365658293,True,0,equalRange,M,25.0
7,45.035,4,8,6,1.248,weakly_reject,38,4,5.0,True,0,equalRange,M,25.0
8,52.536,4,15,12,2.289,weakly_reject,38,4,9.604686356149273,True,0,equalRange,M,25.0
9,58.427,4,9,10,1.248,weakly_reject,38,4,6.726812023536855,True,0,equalRange,M,25.0
10,64.027,4,18,14,1.351,weakly_reject,38,4,11.40175425099138,True,0,equalRange,M,25.0
11,69.027,4,20,14,1.663,weakly_accept,38,4,12.206555615733702,True,1,equalRange,M,25.0
12,74.528,4,10,20,1.455,strongly_reject,38,4,11.180339887498949,True,0,equalRange,M,25.0
13,82.728,4,7,14,1.249,weakly_reject,38,4,7.826237921249264,True,0,equalRange,M,25.0
14,87.927,4,10,15,1.1440000000000001,weakly_reject,38,4,9.013878188659973,True,0,equalRange,M,25.0
15,96.82799999999999,4,7,8,1.1440000000000001,weakly_reject,38,4,5.315072906367325,True,0,equalRange,M,25.0
16,102.52799999999999,4,10,17,1.455,weakly_reject,38,4,9.86154146165801,True,0,equalRange,M,25.0
17,109.12899999999999,4,13,18,1.0390000000000001,weakly_reject,38,4,11.10180165558726,True,0,equalRange,M,25.0
18,116.831,4,15,17,0.8320000000000001,weakly_reject,38,4,11.335784048754634,True,0,equalRange,M,25.0
19,125.935,4,20,5,1.041,strongly_accept,38,4,10.307764064044152,True,1,equalRange,M,25.0
20,132.13299999999998,4,6,18,1.456,strongly_reject,38,4,9.486832980505138,True,0,equalRange,M,25.0
21,139.535,4,17,14,1.036,weakly_reject,38,4,11.01135777277262,True,0,equalRange,M,25.0
22,145.136,4,10,11,1.7690000000000001,weakly_reject,38,4,7.433034373659253,True,0,equalRange,M,25.0
23,151.828,4,18,10,2.495,weakly_accept,38,4,10.295630140987,True,1,equalRange,M,25.0
24,157.22899999999998,4,17,6,1.665,weakly_accept,38,4,9.013878188659973,True,1,equalRange,M,25.0
25,165.62900000000002,4,5,15,1.665,weakly_reject,38,4,7.905694150420948,True,0,equalRange,M,25.0
26,173.729,4,15,19,1.455,weakly_reject,38,4,12.103718436910205,True,0,equalRange,M,25.0
27,179.329,4,8,12,1.354,weakly_reject,38,4,7.211102550927978,True,0,equalRange,M,25.0
28,186.93,4,6,6,0.8340000000000001,weakly_reject,38,4,4.242640687119285,True,0,equalRange,M,25.0
29,192.429,4,19,19,1.037,weakly_reject,38,4,13.435028842544403,True,0,equalRange,M,25.0
30,198.12900000000002,4,14,16,1.0390000000000001,weakly_reject,38,4,10.63014581273465,True,0,equalRange,M,25.0
31,205.93,4,19,20,0.935,weakly_reject,38,4,13.793114224133722,True,0,equalRange,M,25.0
32,212.03099999999998,4,7,20,0.937,weakly_reject,38,4,10.594810050208546,True,0,equalRange,M,25.0
33,218.13099999999997,4,7,10,0.934,weakly_reject,38,4,6.103277807866851,True,0,equalRange,M,25.0
34,227.433,4,10,6,2.081,weakly_accept,38,4,5.830951894845301,True,1,equalRange,M,25.0
35,237.035,4,7,6,0.9359999999999999,weakly_reject,38,4,4.6097722286464435,True,0,equalRange,M,25.0
36,242.236,4,10,16,1.143,weakly_reject,38,4,9.433981132056603,True,0,equalRange,M,25.0
37,247.63,4,8,19,1.249,strongly_reject,38,4,10.307764064044152,True,0,equalRange,M,25.0
38,255.43,4,5,9,1.248,weakly_reject,38,4,5.1478150704935,True,0,equalRange,M,25.0
39,264.23,4,20,10,1.456,weakly_accept,38,4,11.180339887498949,True,1,equalRange,M,25.0
40,269.73,4,18,15,1.454,weakly_reject,38,4,11.715374513859981,True,0,equalRange,M,25.0
41,278.631,4,18,11,1.3530000000000002,weakly_accept,38,4,10.547511554864494,True,1,equalRange,M,25.0
42,284.631,4,6,16,1.145,weakly_reject,38,4,8.54400374531753,True,0,equalRange,M,25.0
43,292.631,4,8,16,1.247,weakly_reject,38,4,8.94427190999916,True,0,equalRange,M,25.0
44,298.33099999999996,4,12,7,2.701,weakly_accept,38,4,6.946221994724902,True,1,equalRange,M,25.0
45,303.531,4,16,15,0.9359999999999999,weakly_reject,38,4,10.965856099730654,True,0,equalRange,M,25.0
46,310.934,4,16,9,1.4569999999999999,weakly_accept,38,4,9.17877987534291,True,1,equalRange,M,25.0
47,318.832,4,12,14,1.04,weakly_reject,38,4,9.219544457292887,True,0,equalRange,M,25.0
48,323.834,4,15,13,1.3530000000000002,weakly_reject,38,4,9.924716620639604,True,0,equalRange,M,25.0
49,331.235,4,9,13,1.1440000000000001,weakly_reject,38,4,7.905694150420948,True,0,equalRange,M,25.0
50,337.336,4,15,16,1.7690000000000001,weakly_reject,38,4,10.965856099730654,True,0,equalRange,M,25.0
51,343.935,4,16,11,1.249,weakly_accept,38,4,9.7082439194738,True,1,equalRange,M,25.0
52,350.832,4,6,11,1.0390000000000001,weakly_reject,38,4,6.264982043070834,True,0,equalRange,M,25.0
53,357.332,4,13,7,1.767,weakly_accept,38,4,7.3824115301167,True,1,equalRange,M,25.0
54,366.43199999999996,4,16,12,1.3530000000000002,weakly_reject,38,4,10.0,True,0,equalRange,M,25.0
55,373.332,4,18,9,1.56,strongly_accept,38,4,10.062305898749054,True,1,equalRange,M,25.0
56,379.532,4,19,7,1.5590000000000002,strongly_accept,38,4,10.124228365658293,True,1,equalRange,M,25.0
57,385.73199999999997,4,14,8,1.1420000000000001,weakly_accept,38,4,8.06225774829855,True,1,equalRange,M,25.0
58,392.73199999999997,4,11,8,1.348,weakly_reject,38,4,6.800735254367722,True,0,equalRange,M,25.0
59,401.73199999999997,4,10,10,0.831,weakly_reject,38,4,7.0710678118654755,True,0,equalRange,M,25.0
60,411.032,4,11,18,1.3519999999999999,weakly_reject,38,4,10.547511554864494,True,0,equalRange,M,25.0
61,418.634,4,16,20,1.561,weakly_reject,38,4,12.806248474865697,True,0,equalRange,M,25.0
62,423.73400000000004,4,15,8,1.871,weakly_accept,38,4,8.5,True,1,equalRange,M,25.0
63,433.436,4,18,19,1.04,weakly_reject,38,4,13.0862523283024,True,0,equalRange,M,25.0
64,441.033,4,16,8,1.665,weakly_accept,38,4,8.94427190999916,True,1,equalRange,M,25.0
1,4.0489999999999995,4,32,14,2.263,weakly_accept,39,1,17.46424919657298,True,1,equalIndifference,F,28.0
2,10.13,4,38,14,1.8530000000000002,weakly_accept,39,1,20.248456731316587,True,1,equalIndifference,F,28.0
3,16.632,4,10,18,1.5419999999999998,strongly_reject,39,1,10.295630140987,True,0,equalIndifference,F,28.0
4,21.732,4,32,12,1.8519999999999999,weakly_accept,39,1,17.08800749063506,True,1,equalIndifference,F,28.0
5,27.133000000000003,4,24,13,2.677,weakly_reject,39,1,13.647344063956181,True,0,equalIndifference,F,28.0
6,32.934,4,28,20,1.955,weakly_reject,39,1,17.204650534085253,True,0,equalIndifference,F,28.0
7,40.336,4,22,19,1.339,weakly_reject,39,1,14.534441853748634,True,0,equalIndifference,F,28.0
8,45.93,4,40,18,1.9580000000000002,strongly_accept,39,1,21.93171219946131,True,1,equalIndifference,F,28.0
9,51.33,4,38,9,1.442,strongly_accept,39,1,19.525624189766635,True,1,equalIndifference,F,28.0
10,57.03,4,24,17,2.0580000000000003,weakly_accept,39,1,14.705441169852742,True,1,equalIndifference,F,28.0
11,65.83,4,38,20,1.855,weakly_accept,39,1,21.470910553583888,True,1,equalIndifference,F,28.0
12,70.83,4,12,9,3.089,weakly_accept,39,1,7.5,True,1,equalIndifference,F,28.0
13,79.73,4,28,5,1.8519999999999999,strongly_accept,39,1,14.221462653327892,True,1,equalIndifference,F,28.0
14,87.43,4,10,10,2.474,weakly_reject,39,1,7.0710678118654755,True,0,equalIndifference,F,28.0
15,96.53,4,22,10,2.161,weakly_accept,39,1,12.083045973594572,True,1,equalIndifference,F,28.0
16,103.43,4,38,15,2.369,weakly_accept,39,1,20.426698215815495,True,1,equalIndifference,F,28.0
17,108.631,4,32,20,2.262,weakly_reject,39,1,18.867962264113206,True,0,equalIndifference,F,28.0
18,115.33200000000001,4,14,6,2.573,strongly_accept,39,1,7.615773105863909,True,1,equalIndifference,F,28.0
19,122.934,4,30,17,3.293,weakly_accept,39,1,17.240939649566666,True,1,equalIndifference,F,28.0
20,129.935,4,14,9,2.575,weakly_reject,39,1,8.32165848854662,True,0,equalIndifference,F,28.0
21,137.931,4,32,5,1.8530000000000002,strongly_accept,39,1,16.194134740701646,True,1,equalIndifference,F,28.0
22,144.531,4,16,17,1.544,strongly_reject,39,1,11.672617529928752,True,0,equalIndifference,F,28.0
23,150.231,4,34,14,1.855,weakly_accept,39,1,18.384776310850235,True,1,equalIndifference,F,28.0
24,158.33100000000002,4,20,15,1.956,weakly_reject,39,1,12.5,True,0,equalIndifference,F,28.0
25,167.231,4,10,7,1.955,weakly_reject,39,1,6.103277807866851,True,0,equalIndifference,F,28.0
26,175.43099999999998,4,20,5,3.088,weakly_accept,39,1,10.307764064044152,True,1,equalIndifference,F,28.0
27,181.43200000000002,4,36,7,1.236,strongly_accept,39,1,18.33712082089225,True,1,equalIndifference,F,28.0
28,189.832,4,20,7,2.4659999999999997,strongly_accept,39,1,10.594810050208546,True,1,equalIndifference,F,28.0
29,195.93200000000002,4,28,8,1.751,strongly_accept,39,1,14.560219778561036,True,1,equalIndifference,F,28.0
30,201.43200000000002,4,28,9,1.44,strongly_accept,39,1,14.705441169852742,True,1,equalIndifference,F,28.0
31,206.632,4,40,12,2.1630000000000003,strongly_accept,39,1,20.8806130178211,True,1,equalIndifference,F,28.0
32,215.63299999999998,4,12,19,1.5430000000000001,strongly_reject,39,1,11.236102527122116,True,0,equalIndifference,F,28.0
33,223.235,4,24,9,1.855,weakly_accept,39,1,12.816005617976296,True,1,equalIndifference,F,28.0
34,230.636,4,22,11,2.0580000000000003,weakly_accept,39,1,12.298373876248844,True,1,equalIndifference,F,28.0
35,236.732,4,30,8,1.34,weakly_accept,39,1,15.524174696260024,True,1,equalIndifference,F,28.0
36,242.632,4,36,10,1.749,strongly_accept,39,1,18.681541692269406,True,1,equalIndifference,F,28.0
37,252.533,4,20,9,1.955,weakly_accept,39,1,10.965856099730654,True,1,equalIndifference,F,28.0
38,258.733,4,38,19,2.985,weakly_accept,39,1,21.242645786248,True,1,equalIndifference,F,28.0
39,267.633,4,36,12,1.9580000000000002,strongly_accept,39,1,18.973665961010276,True,1,equalIndifference,F,28.0
40,277.233,4,16,5,3.7060000000000004,weakly_accept,39,1,8.381527307120106,True,1,equalIndifference,F,28.0
41,285.133,4,38,6,1.237,strongly_accept,39,1,19.235384061671343,True,1,equalIndifference,F,28.0
42,290.633,4,10,15,1.4409999999999998,strongly_reject,39,1,9.013878188659973,True,0,equalIndifference,F,28.0
43,296.83299999999997,4,18,20,1.1320000000000001,strongly_reject,39,1,13.45362404707371,True,0,equalIndifference,F,28.0
44,306.133,4,34,19,1.956,weakly_reject,39,1,19.474342094150447,True,0,equalIndifference,F,28.0
45,311.934,4,34,13,1.339,weakly_reject,39,1,18.200274723201296,True,0,equalIndifference,F,28.0
46,319.735,4,30,14,1.955,weakly_reject,39,1,16.55294535724685,True,0,equalIndifference,F,28.0
47,325.336,4,20,8,2.263,weakly_accept,39,1,10.770329614269007,True,1,equalIndifference,F,28.0
48,330.837,4,26,16,1.544,weakly_reject,39,1,15.264337522473747,True,0,equalIndifference,F,28.0
49,338.434,4,12,10,2.369,strongly_reject,39,1,7.810249675906654,True,0,equalIndifference,F,28.0
50,345.334,4,16,16,1.339,strongly_reject,39,1,11.313708498984761,True,0,equalIndifference,F,28.0
51,350.834,4,36,8,2.575,strongly_accept,39,1,18.439088914585774,True,1,equalIndifference,F,28.0
52,356.034,4,18,14,2.472,strongly_reject,39,1,11.40175425099138,True,0,equalIndifference,F,28.0
53,362.634,4,16,13,1.339,strongly_reject,39,1,10.307764064044152,True,0,equalIndifference,F,28.0
54,370.034,4,10,20,1.34,strongly_reject,39,1,11.180339887498949,True,0,equalIndifference,F,28.0
55,379.735,4,32,13,3.5,weakly_accept,39,1,17.269916039170543,True,1,equalIndifference,F,28.0
56,387.235,4,16,6,2.469,weakly_accept,39,1,8.54400374531753,True,1,equalIndifference,F,28.0
57,392.935,4,24,14,1.96,weakly_reject,39,1,13.892443989449804,True,0,equalIndifference,F,28.0
58,399.135,4,22,8,1.956,weakly_accept,39,1,11.704699910719626,True,1,equalIndifference,F,28.0
59,408.435,4,26,9,1.8530000000000002,weakly_accept,39,1,13.756816492197604,True,1,equalIndifference,F,28.0
60,417.535,4,20,20,1.238,strongly_reject,39,1,14.142135623730951,True,0,equalIndifference,F,28.0
61,425.337,4,34,8,2.057,strongly_accept,39,1,17.46424919657298,True,1,equalIndifference,F,28.0
62,430.43699999999995,4,28,17,1.646,weakly_reject,39,1,16.3783393541592,True,0,equalIndifference,F,28.0
63,435.439,4,30,10,2.676,weakly_reject,39,1,15.811388300841896,True,0,equalIndifference,F,28.0
64,441.035,4,14,14,1.131,strongly_reject,39,1,9.899494936611665,True,0,equalIndifference,F,28.0
1,4.0489999999999995,4,40,15,2.164,weakly_accept,39,2,21.360009363293827,True,1,equalIndifference,F,28.0
2,12.231,4,24,16,2.265,strongly_reject,39,2,14.422205101855956,True,0,equalIndifference,F,28.0
3,18.433,4,28,7,1.6480000000000001,weakly_accept,39,2,14.430869689661812,True,1,equalIndifference,F,28.0
4,23.434,4,26,11,2.06,weakly_reject,39,2,14.115594213493104,True,0,equalIndifference,F,28.0
5,28.935,4,30,12,2.677,weakly_reject,39,2,16.15549442140351,True,0,equalIndifference,F,28.0
6,33.935,4,24,11,1.854,weakly_reject,39,2,13.200378782444085,True,0,equalIndifference,F,28.0
7,40.032,4,10,12,1.442,strongly_reject,39,2,7.810249675906654,True,0,equalIndifference,F,28.0
8,46.632,4,30,11,2.471,weakly_accept,39,2,15.976545308670458,True,1,equalIndifference,F,28.0
9,52.132,4,12,6,1.955,weakly_reject,39,2,6.708203932499369,True,0,equalIndifference,F,28.0
10,61.232,4,12,15,1.234,strongly_reject,39,2,9.604686356149273,True,0,equalIndifference,F,28.0
11,66.932,4,36,14,1.9569999999999999,weakly_reject,39,2,19.313207915827967,True,0,equalIndifference,F,28.0
12,73.532,4,36,9,2.06,weakly_accept,39,2,18.553975315279473,True,1,equalIndifference,F,28.0
13,81.433,4,20,18,1.646,strongly_reject,39,2,13.45362404707371,True,0,equalIndifference,F,28.0
14,87.132,4,32,15,1.544,weakly_reject,39,2,17.67059704707229,True,0,equalIndifference,F,28.0
15,94.03299999999999,4,10,16,1.03,strongly_reject,39,2,9.433981132056603,True,0,equalIndifference,F,28.0
16,99.53299999999999,4,18,10,1.751,weakly_reject,39,2,10.295630140987,True,0,equalIndifference,F,28.0
17,106.03299999999999,4,28,16,1.749,weakly_reject,39,2,16.1245154965971,True,0,equalIndifference,F,28.0
18,114.133,4,40,7,1.956,strongly_accept,39,2,20.303940504246953,True,1,equalIndifference,F,28.0
19,123.03399999999999,4,26,13,1.649,weakly_reject,39,2,14.534441853748634,True,0,equalIndifference,F,28.0
20,130.636,4,12,18,1.339,strongly_reject,39,2,10.816653826391969,True,0,equalIndifference,F,28.0
21,136.433,4,10,19,1.133,strongly_reject,39,2,10.735455276791944,True,0,equalIndifference,F,28.0
22,141.833,4,34,15,1.6480000000000001,weakly_reject,39,2,18.580904176062045,True,0,equalIndifference,F,28.0
23,151.134,4,24,20,1.133,strongly_reject,39,2,15.620499351813308,True,0,equalIndifference,F,28.0
24,156.534,4,12,8,1.854,strongly_reject,39,2,7.211102550927978,True,0,equalIndifference,F,28.0
25,162.434,4,20,11,1.442,weakly_reject,39,2,11.412712210513327,True,0,equalIndifference,F,28.0
26,169.834,4,16,20,1.133,strongly_reject,39,2,12.806248474865697,True,0,equalIndifference,F,28.0
27,176.53400000000002,4,34,20,1.4409999999999998,weakly_reject,39,2,19.72308292331602,True,0,equalIndifference,F,28.0
28,184.53400000000002,4,26,5,1.7519999999999998,weakly_accept,39,2,13.238202294873727,True,1,equalIndifference,F,28.0
29,193.43400000000003,4,16,15,1.5430000000000001,strongly_reject,39,2,10.965856099730654,True,0,equalIndifference,F,28.0
30,201.234,4,22,16,1.235,weakly_reject,39,2,13.601470508735444,True,0,equalIndifference,F,28.0
31,207.335,4,36,11,3.088,weakly_accept,39,2,18.82153022471871,True,1,equalIndifference,F,28.0
32,213.335,4,24,6,2.883,weakly_reject,39,2,12.36931687685298,True,0,equalIndifference,F,28.0
33,218.835,4,30,18,1.236,strongly_reject,39,2,17.4928556845359,True,0,equalIndifference,F,28.0
34,227.636,4,18,11,1.544,weakly_reject,39,2,10.547511554864494,True,0,equalIndifference,F,28.0
35,232.83700000000002,4,20,6,2.574,weakly_reject,39,2,10.44030650891055,True,0,equalIndifference,F,28.0
36,241.935,4,26,18,2.267,weakly_reject,39,2,15.811388300841896,True,0,equalIndifference,F,28.0
37,249.535,4,18,17,1.235,strongly_reject,39,2,12.379418403139947,True,0,equalIndifference,F,28.0
38,258.535,4,14,10,1.44,strongly_reject,39,2,8.602325267042627,True,0,equalIndifference,F,28.0
39,264.135,4,36,19,1.442,weakly_reject,39,2,20.35313243704762,True,0,equalIndifference,F,28.0
40,269.835,4,16,9,1.855,weakly_reject,39,2,9.17877987534291,True,0,equalIndifference,F,28.0
41,275.036,4,32,11,2.886,weakly_reject,39,2,16.91892431568863,True,0,equalIndifference,F,28.0
42,281.938,4,30,20,2.1630000000000003,weakly_reject,39,2,18.027756377319946,True,0,equalIndifference,F,28.0
43,290.836,4,28,18,1.443,weakly_reject,39,2,16.64331697709324,True,0,equalIndifference,F,28.0
44,300.736,4,38,13,2.782,weakly_reject,39,2,20.081085628023203,True,0,equalIndifference,F,28.0
45,310.336,4,16,8,1.9569999999999999,weakly_reject,39,2,8.94427190999916,True,0,equalIndifference,F,28.0
46,317.736,4,16,7,1.442,weakly_reject,39,2,8.73212459828649,True,0,equalIndifference,F,28.0
47,322.82,4,40,17,1.854,weakly_reject,39,2,21.73131381210073,True,0,equalIndifference,F,28.0
48,328.621,4,22,18,1.339,weakly_reject,39,2,14.212670403551895,True,0,equalIndifference,F,28.0
49,336.32199999999995,4,18,6,2.162,weakly_reject,39,2,9.486832980505138,True,0,equalIndifference,F,28.0
50,342.523,4,18,8,1.339,weakly_reject,39,2,9.848857801796104,True,0,equalIndifference,F,28.0
51,347.724,4,30,16,1.96,weakly_reject,39,2,17.0,True,0,equalIndifference,F,28.0
52,355.125,4,40,5,1.6480000000000001,strongly_accept,39,2,20.155644370746373,True,1,equalIndifference,F,28.0
53,362.726,4,24,15,2.06,weakly_reject,39,2,14.150971698084906,True,0,equalIndifference,F,28.0
54,370.228,4,30,7,2.3680000000000003,weakly_accept,39,2,15.402921800749363,True,1,equalIndifference,F,28.0
55,379.529,4,34,7,1.65,strongly_accept,39,2,17.356554957709783,True,1,equalIndifference,F,28.0
56,387.33099999999996,4,14,18,1.443,strongly_reject,39,2,11.40175425099138,True,0,equalIndifference,F,28.0
57,393.532,4,32,7,2.161,strongly_accept,39,2,16.3783393541592,True,1,equalIndifference,F,28.0
58,400.533,4,38,18,1.545,weakly_reject,39,2,21.02379604162864,True,0,equalIndifference,F,28.0
59,406.134,4,40,10,1.6469999999999998,strongly_accept,39,2,20.615528128088304,True,1,equalIndifference,F,28.0
60,412.23699999999997,4,40,8,1.131,strongly_accept,39,2,20.396078054371138,True,1,equalIndifference,F,28.0
61,420.621,4,34,12,1.854,weakly_reject,39,2,18.027756377319946,True,0,equalIndifference,F,28.0
62,426.221,4,12,14,1.133,strongly_reject,39,2,9.219544457292887,True,0,equalIndifference,F,28.0
63,431.32199999999995,4,20,16,1.546,strongly_reject,39,2,12.806248474865697,True,0,equalIndifference,F,28.0
64,441.024,4,16,11,1.1340000000000001,strongly_reject,39,2,9.7082439194738,True,0,equalIndifference,F,28.0
1,4.0489999999999995,4,10,5,1.6480000000000001,weakly_accept,39,3,5.5901699437494745,True,1,equalIndifference,F,28.0
2,12.232999999999999,4,26,8,1.854,weakly_reject,39,3,13.601470508735444,True,0,equalIndifference,F,28.0
3,21.134,4,28,12,1.339,weakly_reject,39,3,15.231546211727817,True,0,equalIndifference,F,28.0
4,28.035999999999998,4,32,9,1.954,weakly_accept,39,3,16.62077013859466,True,1,equalIndifference,F,28.0
5,33.224000000000004,4,18,16,1.444,strongly_reject,39,3,12.041594578792296,True,0,equalIndifference,F,28.0
6,38.325,4,36,6,1.749,strongly_accept,39,3,18.24828759089466,True,1,equalIndifference,F,28.0
7,43.725,4,38,10,1.8530000000000002,weakly_accept,39,3,19.6468827043885,True,1,equalIndifference,F,28.0
8,51.225,4,30,5,1.7519999999999998,strongly_accept,39,3,15.20690632574555,True,1,equalIndifference,F,28.0
9,61.125,4,22,15,1.7519999999999998,weakly_reject,39,3,13.313526955694348,True,0,equalIndifference,F,28.0
